"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"20th week, 2026",,,,,,"Data collected as of May 20, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,177315,47.59,,,,
Hokkaido,7416,44.67,,,,
Aomori,2445,47.02,,,,
Iwate,3152,75.05,,,,
Miyagi,3186,57.93,,,,
Akita,993,39.72,,,,
Yamagata,1965,51.71,,,,
Fukushima,2557,53.27,,,,
Ibaraki,3573,53.33,,,,
Tochigi,2967,63.13,,,,
Gunma,2829,62.87,,,,
Saitama,11249,64.65,,,,
Chiba,9657,53.35,,,,
Tokyo,19000,45.45,,,,
Kanagawa,13493,56.69,,,,
Niigata,2506,48.19,,,,
Toyama,2867,59.73,,,,
Ishikawa,2164,47.04,,,,
Fukui,1119,28.69,,,,
Yamanashi,1117,31.91,,,,
Nagano,2794,55.88,,,,
Gifu,1643,36.51,,,,
Shizuoka,4143,38.36,,,,
Aichi,9673,59.34,,,,
Mie,2311,33.49,,,,
Shiga,1708,43.79,,,,
Kyoto,2806,46,,,,
Osaka,9394,32.85,,,,
Hyogo,6956,42.94,,,,
Nara,1575,37.5,,,,
Wakayama,1615,35.89,,,,
Tottori,1342,46.28,,,,
Shimane,921,46.05,,,,
Okayama,2409,48.18,,,,
Hiroshima,3799,40.85,,,,
Yamaguchi,2989,49,,,,
Tokushima,1021,30.94,,,,
Kagawa,829,36.04,,,,
Ehime,2029,53.39,,,,
Kochi,1247,32.82,,,,
Fukuoka,5836,47.84,,,,
Saga,1131,47.13,,,,
Nagasaki,2408,47.22,,,,
Kumamoto,3496,49.24,,,,
Oita,2669,46.02,,,,
Miyazaki,1202,42.93,,,,
Kagoshima,2929,51.39,,,,
Okinawa,2185,49.66,,,,
