"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"1st week, 2026",,,,,,"Data collected as of January 8, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,93633,29.12,,,,
Hokkaido,4286,29.56,,,,
Aomori,1261,28.02,,,,
Iwate,1092,26,,,,
Miyagi,1241,22.56,,,,
Akita,1009,45.86,,,,
Yamagata,1063,39.37,,,,
Fukushima,1656,34.5,,,,
Ibaraki,2547,46.31,,,,
Tochigi,1175,40.52,,,,
Gunma,1277,53.21,,,,
Saitama,5447,50.91,,,,
Chiba,3254,21.27,,,,
Tokyo,6345,22.5,,,,
Kanagawa,3332,22.07,,,,
Niigata,1481,28.48,,,,
Toyama,971,24.9,,,,
Ishikawa,1003,21.34,,,,
Fukui,881,22.59,,,,
Yamanashi,399,11.4,,,,
Nagano,1799,44.98,,,,
Gifu,1615,37.56,,,,
Shizuoka,2585,18.6,,,,
Aichi,4733,29.04,,,,
Mie,1608,37.4,,,,
Shiga,1213,28.21,,,,
Kyoto,1303,21.36,,,,
Osaka,5105,17.6,,,,
Hyogo,2678,19.55,,,,
Nara,242,14.24,,,,
Wakayama,642,14.27,,,,
Tottori,966,33.31,,,,
Shimane,949,49.95,,,,
Okayama,1316,26.32,,,,
Hiroshima,2095,29.93,,,,
Yamaguchi,1376,21.84,,,,
Tokushima,756,22.91,,,,
Kagawa,819,35.61,,,,
Ehime,1117,42.96,,,,
Kochi,1177,30.97,,,,
Fukuoka,6304,52.1,,,,
Saga,636,28.91,,,,
Nagasaki,1820,37.14,,,,
Kumamoto,2297,32.81,,,,
Oita,2725,46.98,,,,
Miyazaki,1388,57.83,,,,
Kagoshima,2516,44.14,,,,
Okinawa,2133,47.4,,,,
