"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"19th week, 2026",,,,,,"Data collected as of May 13, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,135274,36.32,,,,
Hokkaido,4874,29.36,,,,
Aomori,1529,29.98,,,,
Iwate,2324,55.33,,,,
Miyagi,2634,47.89,,,,
Akita,799,31.96,,,,
Yamagata,1339,36.19,,,,
Fukushima,2036,42.42,,,,
Ibaraki,2813,41.99,,,,
Tochigi,2343,49.85,,,,
Gunma,2418,53.73,,,,
Saitama,10045,57.73,,,,
Chiba,7033,38.86,,,,
Tokyo,14400,34.45,,,,
Kanagawa,10272,42.62,,,,
Niigata,1919,36.9,,,,
Toyama,1946,40.54,,,,
Ishikawa,1779,37.85,,,,
Fukui,910,23.33,,,,
Yamanashi,808,23.09,,,,
Nagano,2288,45.76,,,,
Gifu,1313,29.18,,,,
Shizuoka,3141,29.08,,,,
Aichi,7639,46.87,,,,
Mie,1559,22.59,,,,
Shiga,1436,36.82,,,,
Kyoto,2008,32.39,,,,
Osaka,6607,23.1,,,,
Hyogo,4878,30.3,,,,
Nara,1074,26.2,,,,
Wakayama,1297,30.88,,,,
Tottori,1048,36.14,,,,
Shimane,767,38.35,,,,
Okayama,1828,36.56,,,,
Hiroshima,2920,31.4,,,,
Yamaguchi,2180,35.74,,,,
Tokushima,894,27.09,,,,
Kagawa,585,25.43,,,,
Ehime,1642,43.21,,,,
Kochi,973,25.61,,,,
Fukuoka,4706,38.57,,,,
Saga,872,36.33,,,,
Nagasaki,1869,36.65,,,,
Kumamoto,2679,37.73,,,,
Oita,2348,40.48,,,,
Miyazaki,768,27.43,,,,
Kagoshima,2077,36.44,,,,
Okinawa,1657,37.66,,,,
