"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52nd week, 2024",,,,,,"Data collected as of January 7, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1910953,387.62,122793,39.22,99438,31.76,495913,158.39,657389,209.96,28326,9.05,663219,211.82,32188,10.28,41259,13.18,74775,23.88,6415,2.05,720,1.04,20298,29.25,524,1.09,780,1.63,22374,46.61,72,0.15,334,0.7,1592668,323.06
Hokkaido,89891,404.91,7127,52.4,10007,73.58,39001,286.77,17322,127.37,1813,13.33,17774,130.69,260,1.91,953,7.01,3882,28.54,197,1.45,4,0.14,277,9.89,8,0.36,9,0.41,986,44.82,-,-,23,1.05,81456,366.92
Aomori,14336,247.17,879,24.42,1134,31.5,3946,109.61,5112,142,384,10.67,5555,154.31,1040,28.89,504,14,717,19.92,48,1.33,2,0.2,113,11.3,9,1.5,2,0.33,495,82.5,-,-,-,-,19398,334.45
Iwate,19379,312.56,1608,41.23,2832,72.62,5579,143.05,8884,227.79,349,8.95,9694,248.56,515,13.21,685,17.56,731,18.74,89,2.28,1,0.07,235,16.79,5,0.26,14,0.74,661,34.79,-,-,8,0.42,28125,453.63
Miyagi,34513,383.48,2443,45.24,2563,47.46,8297,153.65,10254,189.89,491,9.09,16060,297.41,456,8.44,793,14.69,1173,21.72,123,2.28,3,0.25,232,19.33,4,0.4,11,1.1,233,23.3,1,0.1,3,0.3,37015,411.28
Akita,11745,230.29,487,14.76,874,26.48,3104,94.06,4235,128.33,284,8.61,3605,109.24,28,0.85,257,7.79,430,13.03,24,0.73,4,0.67,82,13.67,5,0.63,-,-,163,20.38,-,-,2,0.25,19349,379.39
Yamagata,15481,368.6,1795,66.48,1930,71.48,8262,306,5801,214.85,303,11.22,7617,282.11,88,3.26,499,18.48,962,35.63,42,1.56,-,-,114,16.29,4,0.4,12,1.2,237,23.7,2,0.2,3,0.3,14216,338.48
Fukushima,26739,326.09,2511,51.24,2322,47.39,7548,154.04,7286,148.69,478,9.76,11802,240.86,411,8.39,861,17.57,829,16.92,84,1.71,9,0.69,452,34.77,8,1.14,1,0.14,388,55.43,2,0.29,9,1.29,32244,393.22
Ibaraki,43162,362.71,1555,21.01,2076,28.05,18533,250.45,12339,166.74,432,5.84,11817,159.69,410,5.54,634,8.57,1591,21.5,139,1.88,17,1.06,1309,81.81,5,0.38,26,2,850,65.38,-,-,4,0.31,51086,429.29
