"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2024",,,,,,"Data collected as of April 17, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,13245,2.69,4448,1.42,1764,0.56,10392,3.32,12090,3.86,458,0.15,1009,0.32,83,0.03,784,0.25,141,0.05,86,0.03,12,0.02,365,0.53,16,0.03,8,0.02,55,0.11,1,0,8,0.02,18297,3.71
Hokkaido,862,3.87,267,1.95,153,1.12,813,5.93,431,3.15,33,0.24,1,0.01,1,0.01,21,0.15,-,-,1,0.01,-,-,2,0.07,-,-,-,-,2,0.09,-,-,-,-,871,3.91
Aomori,176,3.03,3,0.08,24,0.65,78,2.11,129,3.49,2,0.05,1,0.03,-,-,10,0.27,2,0.05,2,0.05,-,-,3,0.3,-,-,-,-,5,0.83,-,-,-,-,426,7.34
Iwate,343,5.44,8,0.2,84,2.1,94,2.35,199,4.98,1,0.03,-,-,6,0.15,15,0.38,-,-,1,0.03,-,-,11,0.79,-,-,-,-,2,0.11,-,-,-,-,488,7.75
Miyagi,373,4.19,39,0.74,34,0.64,172,3.25,232,4.38,5,0.09,4,0.08,-,-,12,0.23,-,-,3,0.06,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-,596,6.7
Akita,272,5.23,4,0.12,10,0.29,112,3.29,80,2.35,6,0.18,1,0.03,-,-,3,0.09,2,0.06,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,458,8.81
Yamagata,345,8.02,15,0.54,34,1.21,261,9.32,68,2.43,5,0.18,1,0.04,2,0.07,8,0.29,-,-,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,272,6.33
Fukushima,308,3.76,54,1.1,37,0.76,184,3.76,116,2.37,2,0.04,1,0.02,2,0.04,19,0.39,-,-,1,0.02,-,-,9,0.69,-,-,-,-,2,0.29,1,0.14,-,-,363,4.43
Ibaraki,447,3.73,48,0.64,32,0.43,301,4.01,194,2.59,11,0.15,3,0.04,-,-,11,0.15,3,0.04,3,0.04,-,-,11,0.69,-,-,-,-,3,0.23,-,-,-,-,484,4.03
Tochigi,278,3.66,54,1.13,25,0.52,170,3.54,106,2.21,5,0.1,10,0.21,-,-,16,0.33,1,0.02,1,0.02,-,-,12,1,1,0.14,-,-,-,-,-,-,-,-,360,4.74
Gunma,326,3.88,92,1.74,25,0.47,184,3.47,180,3.4,3,0.06,45,0.85,-,-,16,0.3,6,0.11,3,0.06,-,-,4,0.29,1,0.11,-,-,-,-,-,-,2,0.22,293,3.49
Saitama,753,2.91,295,1.82,63,0.39,557,3.44,707,4.36,36,0.22,13,0.08,7,0.04,29,0.18,4,0.02,6,0.04,-,-,12,0.29,-,-,1,0.08,-,-,-,-,-,-,932,3.6
Chiba,657,3.24,116,0.92,47,0.37,609,4.83,464,3.68,21,0.17,21,0.17,4,0.03,24,0.19,6,0.05,4,0.03,-,-,12,0.36,1,0.11,-,-,-,-,-,-,1,0.11,827,4.07
Tokyo,819,1.96,425,1.62,69,0.26,751,2.86,1031,3.92,49,0.19,11,0.04,23,0.09,79,0.3,4,0.02,11,0.04,-,-,26,0.67,-,-,-,-,2,0.08,-,-,1,0.04,1010,2.42
Kanagawa,790,2.19,280,1.22,57,0.25,595,2.59,646,2.81,33,0.14,18,0.08,11,0.05,59,0.26,7,0.03,11,0.05,7,0.15,73,1.59,1,0.08,2,0.17,2,0.17,-,-,-,-,1105,3.06
Niigata,507,5.83,49,0.89,78,1.42,282,5.13,225,4.09,7,0.13,6,0.11,1,0.02,14,0.25,2,0.04,2,0.04,-,-,2,0.2,-,-,-,-,-,-,-,-,-,-,461,5.3
Toyama,195,4.24,24,0.86,63,2.25,136,4.86,290,10.36,6,0.21,-,-,-,-,6,0.21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,182,3.96
Ishikawa,159,3.31,48,1.66,17,0.59,82,2.83,179,6.17,4,0.14,11,0.38,-,-,6,0.21,-,-,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-,162,3.38
Fukui,149,3.82,91,3.64,19,0.76,86,3.44,144,5.76,1,0.04,19,0.76,-,-,4,0.16,1,0.04,-,-,-,-,2,0.67,2,0.33,2,0.33,1,0.17,-,-,-,-,114,2.92
Yamanashi,177,4.32,9,0.38,11,0.46,62,2.58,60,2.5,-,-,6,0.25,1,0.04,3,0.13,-,-,-,-,-,-,3,0.33,-,-,-,-,1,0.1,-,-,-,-,175,4.27
Nagano,336,3.82,33,0.61,25,0.46,163,3.02,176,3.26,3,0.06,3,0.06,-,-,7,0.13,1,0.02,2,0.04,1,0.1,20,2,-,-,-,-,-,-,-,-,-,-,462,5.25
Gifu,157,1.8,55,1.04,11,0.21,141,2.66,125,2.36,1,0.02,6,0.11,-,-,11,0.21,-,-,-,-,-,-,1,0.09,-,-,2,0.4,1,0.2,-,-,-,-,412,4.74
Shizuoka,409,2.94,80,0.9,47,0.53,285,3.2,250,2.81,15,0.17,10,0.11,2,0.02,17,0.19,2,0.02,1,0.01,-,-,6,0.27,1,0.1,-,-,-,-,-,-,-,-,489,3.52
Aichi,397,2.04,182,1,52,0.29,446,2.45,496,2.73,20,0.11,25,0.14,-,-,28,0.15,-,-,4,0.02,-,-,5,0.14,2,0.13,-,-,6,0.4,-,-,-,-,846,4.34
Mie,133,1.85,99,2.2,28,0.62,168,3.73,258,5.73,4,0.09,19,0.42,1,0.02,7,0.16,5,0.11,1,0.02,-,-,1,0.08,-,-,-,-,-,-,-,-,-,-,241,3.35
Shiga,96,1.6,36,1,26,0.72,67,1.86,116,3.22,3,0.08,10,0.28,-,-,7,0.19,-,-,-,-,-,-,1,0.11,-,-,-,-,1,0.14,-,-,-,-,212,3.53
Kyoto,233,1.85,144,1.87,48,0.62,125,1.62,334,4.34,16,0.21,30,0.39,1,0.01,23,0.3,4,0.05,2,0.03,-,-,3,0.17,-,-,-,-,-,-,-,-,-,-,542,4.3
Osaka,391,1.29,774,3.95,76,0.39,506,2.58,908,4.63,39,0.2,159,0.81,1,0.01,54,0.28,16,0.08,5,0.03,-,-,33,0.65,2,0.11,-,-,6,0.33,-,-,2,0.11,900,2.96
Hyogo,264,1.33,222,1.72,55,0.43,274,2.12,704,5.46,13,0.1,44,0.34,4,0.03,33,0.26,10,0.08,2,0.02,1,0.03,12,0.35,-,-,-,-,1,0.07,-,-,-,-,670,3.37
Nara,94,1.71,142,4.18,15,0.44,89,2.62,132,3.88,1,0.03,27,0.79,-,-,6,0.18,4,0.12,-,-,-,-,10,1,-,-,-,-,-,-,-,-,-,-,253,4.6
Wakayama,127,2.59,26,0.87,6,0.2,51,1.7,137,4.57,4,0.13,18,0.6,1,0.03,5,0.17,1,0.03,1,0.03,-,-,1,0.25,-,-,-,-,-,-,-,-,-,-,185,3.78
Tottori,160,5.52,2,0.11,22,1.16,95,5,103,5.42,6,0.32,-,-,-,-,7,0.37,-,-,-,-,-,-,-,-,3,0.6,1,0.2,-,-,-,-,-,-,117,4.03
Shimane,131,3.45,17,0.74,19,0.83,32,1.39,93,4.04,3,0.13,8,0.35,1,0.04,9,0.39,2,0.09,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,121,3.18
Okayama,97,1.15,14,0.26,34,0.63,113,2.09,181,3.35,3,0.06,33,0.61,1,0.02,7,0.13,-,-,1,0.02,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-,309,3.68
Hiroshima,210,1.91,97,1.45,45,0.67,152,2.27,289,4.31,10,0.15,44,0.66,2,0.03,15,0.22,4,0.06,3,0.04,-,-,14,0.74,-,-,-,-,-,-,-,-,-,-,257,2.34
Yamaguchi,180,2.69,107,2.49,17,0.4,214,4.98,185,4.3,1,0.02,3,0.07,1,0.02,20,0.47,-,-,-,-,-,-,13,1.44,-,-,-,-,1,0.11,-,-,-,-,169,2.52
Tokushima,80,2.16,37,1.61,6,0.26,31,1.35,70,3.04,5,0.22,24,1.04,-,-,7,0.3,3,0.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115,3.11
Kagawa,118,2.51,18,0.64,8,0.29,75,2.68,118,4.21,1,0.04,14,0.5,-,-,10,0.36,1,0.04,-,-,-,-,1,0.2,-,-,-,-,3,0.6,-,-,-,-,118,2.51
Ehime,230,3.77,51,1.38,10,0.27,194,5.24,233,6.3,3,0.08,62,1.68,-,-,9,0.24,16,0.43,-,-,-,-,4,0.5,-,-,-,-,-,-,-,-,-,-,139,2.28
Kochi,98,2.23,16,0.64,1,0.04,67,2.68,56,2.24,6,0.24,12,0.48,1,0.04,2,0.08,1,0.04,-,-,-,-,-,-,-,-,-,-,2,0.25,-,-,-,-,127,2.89
Fukuoka,237,1.2,120,1,53,0.44,589,4.91,497,4.14,17,0.14,49,0.41,3,0.03,48,0.4,14,0.12,4,0.03,2,0.08,10,0.38,-,-,-,-,1,0.07,-,-,1,0.07,544,2.75
Saga,74,1.9,22,0.96,12,0.52,95,4.13,36,1.57,4,0.17,5,0.22,1,0.04,8,0.35,-,-,1,0.04,-,-,-,-,-,-,-,-,1,0.17,-,-,1,0.17,154,3.95
Nagasaki,161,2.3,27,0.61,50,1.14,133,3.02,107,2.43,7,0.16,18,0.41,-,-,13,0.3,-,-,-,-,1,0.13,6,0.75,-,-,-,-,1,0.08,-,-,-,-,228,3.26
Kumamoto,131,1.66,31,0.62,20,0.4,162,3.24,247,4.94,10,0.2,31,0.62,3,0.06,24,0.48,2,0.04,2,0.04,-,-,12,1.33,1,0.07,-,-,-,-,-,-,-,-,186,2.35
Oita,167,2.88,11,0.31,25,0.69,142,3.94,271,7.53,1,0.03,44,1.22,-,-,16,0.44,7,0.19,1,0.03,-,-,-,-,-,-,-,-,2,0.18,-,-,-,-,151,2.6
Miyazaki,99,1.71,64,1.78,41,1.14,178,4.94,147,4.08,13,0.36,50,1.39,-,-,14,0.39,2,0.06,1,0.03,-,-,4,0.67,-,-,-,-,-,-,-,-,-,-,188,3.24
Kagoshima,297,3.34,75,1.47,103,2.02,182,3.57,280,5.49,7,0.14,76,1.49,2,0.04,19,0.37,4,0.08,2,0.04,-,-,5,0.71,1,0.08,-,-,-,-,-,-,-,-,297,3.34
Okinawa,202,3.81,25,0.83,27,0.9,94,3.13,60,2,12,0.4,13,0.43,-,-,3,0.1,4,0.13,2,0.07,-,-,15,1.88,-,-,-,-,9,1.29,-,-,-,-,286,5.4
