"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"41st week, 2025",,,,,,"Data collected as of October 15, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,230808,60.2,,,,
Hokkaido,10858,65.81,,,,
Aomori,3039,58.44,,,,
Iwate,4054,96.52,,,,
Miyagi,4181,76.02,,,,
Akita,1381,55.24,,,,
Yamagata,2880,75.79,,,,
Fukushima,3377,70.35,,,,
Ibaraki,4532,66.65,,,,
Tochigi,4123,87.72,,,,
Gunma,4228,93.96,,,,
Saitama,14355,82.03,,,,
Chiba,12350,69.38,,,,
Tokyo,24700,59.38,,,,
Kanagawa,17722,74.15,,,,
Niigata,3295,63.37,,,,
Toyama,3391,70.65,,,,
Ishikawa,2694,57.32,,,,
Fukui,1354,34.72,,,,
Yamanashi,1319,37.69,,,,
Nagano,4854,60.68,,,,
Gifu,1714,38.09,,,,
Shizuoka,7179,51.65,,,,
Aichi,11201,68.72,,,,
Mie,3079,43.99,,,,
Shiga,2677,46.16,,,,
Kyoto,3781,59.08,,,,
Osaka,11603,39.87,,,,
Hyogo,8331,50.8,,,,
Nara,1848,44,,,,
Wakayama,1921,42.69,,,,
Tottori,1867,64.38,,,,
Shimane,1249,62.45,,,,
Okayama,3008,60.16,,,,
Hiroshima,5233,55.67,,,,
Yamaguchi,4299,68.24,,,,
Tokushima,1475,43.38,,,,
Kagawa,2110,52.75,,,,
Ehime,2874,77.68,,,,
Kochi,1578,41.53,,,,
Fukuoka,6539,54.95,,,,
Saga,1262,52.58,,,,
Nagasaki,3273,64.18,,,,
Kumamoto,3422,47.53,,,,
Oita,3735,64.4,,,,
Miyazaki,1266,45.21,,,,
Kagoshima,3405,59.74,,,,
Okinawa,2192,48.71,,,,
