"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"49th week, 2025",,,,,,"Data collected as of December 10, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,148314,38.51,1342,0.57,683,0.29,6024,2.57,9876,4.21,792,0.34,193,0.08,1436,0.61,514,0.22,60,0.03,105,0.04,5,0.01,457,0.66,2,0,17,0.04,566,1.18,4,0.01,7,0.01,4835,1.26
Hokkaido,4856,29.08,138,1.37,43,0.43,391,3.87,271,2.68,67,0.66,31,0.31,44,0.44,14,0.14,1,0.01,2,0.02,-,-,6,0.21,-,-,-,-,64,2.78,-,-,-,-,563,3.37
Aomori,1833,35.25,15,0.44,9,0.26,21,0.62,67,1.97,17,0.5,2,0.06,2,0.06,6,0.18,4,0.12,-,-,-,-,2,0.22,-,-,-,-,6,1,-,-,-,-,82,1.58
Iwate,1606,38.24,6,0.22,2,0.07,80,2.96,179,6.63,17,0.63,1,0.04,46,1.7,8,0.3,1,0.04,3,0.11,-,-,3,0.21,-,-,-,-,11,0.58,-,-,-,-,85,2.02
Miyagi,1665,30.27,7,0.23,5,0.16,86,2.77,102,3.29,7,0.23,-,-,15,0.48,8,0.26,1,0.03,4,0.13,-,-,10,0.83,-,-,1,0.1,18,1.8,-,-,-,-,103,1.87
Akita,517,20.68,4,0.31,6,0.46,26,2,33,2.54,5,0.38,1,0.08,11,0.85,4,0.31,1,0.08,-,-,1,0.14,3,0.43,-,-,-,-,25,3.13,-,-,-,-,49,1.96
Yamagata,1591,40.79,30,1.15,17,0.65,110,4.23,84,3.23,15,0.58,-,-,26,1,6,0.23,-,-,-,-,-,-,2,0.25,-,-,1,0.1,14,1.4,-,-,-,-,56,1.44
Fukushima,1537,32.02,13,0.46,8,0.29,55,1.96,96,3.43,8,0.29,-,-,5,0.18,2,0.07,-,-,2,0.07,-,-,14,1.08,-,-,-,-,16,2.29,-,-,-,-,83,1.73
Ibaraki,2570,38.36,8,0.22,11,0.3,198,5.35,145,3.92,12,0.32,-,-,6,0.16,11,0.3,-,-,-,-,-,-,28,1.65,-,-,-,-,19,1.46,-,-,-,-,141,2.1
Tochigi,2012,42.81,20,0.74,1,0.04,125,4.63,88,3.26,12,0.44,-,-,2,0.07,13,0.48,-,-,2,0.07,-,-,9,0.75,-,-,-,-,24,3.43,-,-,-,-,120,2.55
Gunma,1550,34.44,18,0.72,16,0.64,61,2.44,182,7.28,6,0.24,1,0.04,5,0.2,11,0.44,-,-,2,0.08,-,-,9,0.64,-,-,-,-,33,3.67,-,-,-,-,67,1.49
Saitama,8894,50.82,35,0.32,35,0.32,393,3.57,580,5.27,35,0.32,7,0.06,11,0.1,33,0.3,3,0.03,5,0.05,2,0.05,22,0.51,-,-,-,-,12,1,-,-,-,-,253,1.45
Chiba,6748,37.08,26,0.23,15,0.14,369,3.32,463,4.17,35,0.32,10,0.09,30,0.27,14,0.13,1,0.01,7,0.06,1,0.03,19,0.56,-,-,-,-,2,0.22,-,-,-,-,159,0.87
Tokyo,10495,25.17,57,0.22,62,0.24,663,2.52,1589,6.04,93,0.35,9,0.03,20,0.08,54,0.21,5,0.02,12,0.05,-,-,15,0.38,-,-,-,-,22,0.88,-,-,-,-,214,0.51
Kanagawa,8343,34.33,44,0.31,25,0.18,455,3.2,628,4.42,70,0.49,3,0.02,22,0.15,22,0.15,6,0.04,5,0.04,-,-,44,0.86,-,-,3,0.25,13,1.08,-,-,-,-,195,0.8
Niigata,2590,47.09,13,0.43,5,0.17,94,3.13,81,2.7,9,0.3,1,0.03,38,1.27,4,0.13,1,0.03,1,0.03,-,-,4,0.4,-,-,-,-,16,1.23,1,0.08,1,0.08,186,3.38
Toyama,1811,37.73,8,0.28,5,0.17,92,3.17,186,6.41,23,0.79,-,-,18,0.62,10,0.34,3,0.1,2,0.07,-,-,1,0.14,-,-,-,-,7,1.4,-,-,-,-,36,0.75
Ishikawa,1923,40.91,11,0.39,11,0.39,50,1.79,200,7.14,8,0.29,3,0.11,8,0.29,7,0.25,1,0.04,-,-,-,-,3,0.43,-,-,-,-,1,0.2,-,-,-,-,56,1.19
Fukui,1573,40.33,19,0.76,10,0.4,35,1.4,94,3.76,6,0.24,11,0.44,29,1.16,6,0.24,3,0.12,-,-,-,-,1,0.33,1,0.17,1,0.17,7,1.17,-,-,-,-,25,0.64
Yamanashi,1431,40.89,3,0.14,2,0.1,9,0.43,91,4.33,3,0.14,-,-,11,0.52,2,0.1,-,-,3,0.14,-,-,1,0.11,-,-,-,-,5,0.5,-,-,1,0.1,62,1.77
Nagano,4563,57.04,61,1.22,4,0.08,78,1.56,165,3.3,4,0.08,1,0.02,4,0.08,7,0.14,-,-,-,-,-,-,17,1.7,-,-,-,-,12,1,-,-,1,0.08,195,2.44
Gifu,1754,38.98,24,0.89,5,0.19,20,0.74,220,8.15,7,0.26,-,-,11,0.41,4,0.15,-,-,2,0.07,-,-,3,0.27,-,-,1,0.2,10,2,-,-,-,-,88,1.96
Shizuoka,5462,39.29,38,0.43,19,0.21,144,1.62,311,3.49,17,0.19,1,0.01,32,0.36,22,0.25,1,0.01,5,0.06,-,-,13,0.59,-,-,-,-,7,0.7,-,-,-,-,158,1.14
Aichi,8699,53.37,40,0.4,14,0.14,122,1.21,434,4.3,24,0.24,3,0.03,101,1,26,0.26,2,0.02,9,0.09,-,-,8,0.23,-,-,-,-,35,2.33,-,-,-,-,295,1.81
