"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36th week, 2023",,,,,,"Data collected as of September 13, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,22111,4.48,1649,0.52,3964,1.26,4849,1.54,10109,3.22,335,0.11,4326,1.38,85,0.03,862,0.27,2903,0.92,145,0.05,16,0.02,450,0.65,12,0.03,15,0.03,9,0.02,-,-,2,0,99744,20.19
Hokkaido,349,1.55,132,0.94,123,0.88,198,1.41,219,1.56,8,0.06,58,0.41,1,0.01,20,0.14,156,1.11,6,0.04,1,0.03,4,0.14,-,-,1,0.04,-,-,-,-,-,-,4027,17.9
Aomori,41,0.68,2,0.05,6,0.16,5,0.13,103,2.71,2,0.05,36,0.95,2,0.05,4,0.11,86,2.26,-,-,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-,1251,20.85
Iwate,58,0.92,27,0.68,7,0.18,47,1.18,161,4.03,6,0.15,38,0.95,6,0.15,13,0.33,76,1.9,1,0.03,-,-,2,0.14,-,-,-,-,-,-,-,-,1,0.05,1882,29.87
Miyagi,668,7.34,50,0.91,8,0.15,28,0.51,117,2.13,3,0.05,86,1.56,1,0.02,24,0.44,38,0.69,3,0.05,-,-,5,0.42,-,-,-,-,-,-,-,-,-,-,2955,32.47
Akita,9,0.17,15,0.44,1,0.03,6,0.18,102,3,1,0.03,23,0.68,-,-,3,0.09,40,1.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1242,23.88
Yamagata,21,0.49,89,3.18,4,0.14,31,1.11,59,2.11,7,0.25,47,1.68,-,-,7,0.25,119,4.25,-,-,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-,856,19.91
Fukushima,209,2.55,99,2.02,15,0.31,51,1.04,60,1.22,6,0.12,171,3.49,1,0.02,17,0.35,109,2.22,3,0.06,-,-,4,0.31,-,-,-,-,-,-,-,-,-,-,1979,24.13
Ibaraki,507,4.23,32,0.43,190,2.53,140,1.87,208,2.77,6,0.08,123,1.64,10,0.13,15,0.2,30,0.4,3,0.04,1,0.06,26,1.53,1,0.08,-,-,1,0.08,-,-,-,-,3051,25.43
Tochigi,142,1.87,41,0.85,22,0.46,51,1.06,62,1.29,5,0.1,89,1.85,1,0.02,11,0.23,36,0.75,1,0.02,-,-,8,0.67,-,-,-,-,-,-,-,-,-,-,1939,25.51
Gunma,163,1.87,36,0.67,48,0.89,45,0.83,219,4.06,17,0.31,77,1.43,1,0.02,27,0.5,63,1.17,6,0.11,-,-,6,0.43,1,0.11,-,-,-,-,-,-,-,-,1707,19.62
Saitama,1551,5.94,51,0.31,165,1.01,340,2.07,700,4.27,23,0.14,286,1.74,1,0.01,52,0.32,123,0.75,12,0.07,2,0.05,24,0.57,-,-,2,0.18,-,-,-,-,-,-,7033,26.95
Chiba,1751,8.58,15,0.12,140,1.09,189,1.48,408,3.19,49,0.38,130,1.02,1,0.01,26,0.2,53,0.41,5,0.04,1,0.03,22,0.63,-,-,-,-,-,-,-,-,-,-,5600,27.45
Tokyo,2481,5.95,55,0.21,302,1.15,441,1.68,964,3.68,29,0.11,338,1.29,4,0.02,80,0.31,166,0.63,13,0.05,1,0.03,34,0.87,1,0.04,-,-,-,-,-,-,1,0.04,6824,16.36
Kanagawa,1969,5.45,54,0.24,146,0.64,288,1.26,631,2.76,21,0.09,300,1.31,3,0.01,54,0.24,128,0.56,9,0.04,-,-,75,1.5,1,0.08,-,-,1,0.08,-,-,-,-,7737,21.43
Niigata,125,1.45,31,0.56,13,0.24,77,1.4,160,2.91,5,0.09,176,3.2,-,-,20,0.36,65,1.18,2,0.04,-,-,3,0.3,1,0.08,-,-,-,-,-,-,-,-,2024,23.53
Toyama,35,0.73,29,1,35,1.21,97,3.34,95,3.28,2,0.07,49,1.69,-,-,3,0.1,18,0.62,-,-,-,-,-,-,1,0.2,-,-,-,-,-,-,-,-,1062,22.13
Ishikawa,79,1.65,16,0.55,7,0.24,27,0.93,147,5.07,1,0.03,44,1.52,-,-,7,0.24,28,0.97,-,-,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-,1231,25.65
Fukui,55,1.41,7,0.28,30,1.2,32,1.28,95,3.8,2,0.08,52,2.08,-,-,6,0.24,14,0.56,-,-,-,-,1,0.33,1,0.17,1,0.17,-,-,-,-,-,-,633,16.23
Yamanashi,87,2.12,10,0.42,5,0.21,4,0.17,93,3.88,2,0.08,9,0.38,-,-,4,0.17,4,0.17,2,0.08,1,0.11,3,0.33,1,0.1,-,-,-,-,-,-,-,-,830,20.24
Nagano,200,2.27,35,0.65,11,0.2,52,0.96,197,3.65,-,-,19,0.35,2,0.04,15,0.28,87,1.61,2,0.04,-,-,14,1.4,-,-,-,-,-,-,-,-,-,-,1913,21.74
Gifu,286,3.29,8,0.15,25,0.47,36,0.68,100,1.89,4,0.08,26,0.49,4,0.08,11,0.21,15,0.28,6,0.11,-,-,-,-,-,-,1,0.2,-,-,-,-,-,-,2109,24.24
Shizuoka,666,4.79,47,0.53,66,0.74,71,0.8,248,2.79,8,0.09,58,0.65,14,0.16,30,0.34,57,0.64,5,0.06,-,-,6,0.27,-,-,-,-,-,-,-,-,-,-,3312,23.83
Aichi,953,4.89,56,0.31,152,0.84,241,1.32,486,2.67,10,0.05,89,0.49,15,0.08,36,0.2,84,0.46,9,0.05,-,-,15,0.43,-,-,-,-,-,-,-,-,-,-,4648,23.84
Mie,328,4.62,31,0.69,31,0.69,52,1.16,135,3,1,0.02,35,0.78,1,0.02,12,0.27,85,1.89,-,-,-,-,3,0.25,-,-,-,-,-,-,-,-,-,-,1317,18.55
Shiga,163,2.76,9,0.26,3,0.09,54,1.54,87,2.49,9,0.26,35,1,-,-,10,0.29,14,0.4,4,0.11,-,-,-,-,-,-,2,0.29,-,-,-,-,-,-,946,16.03
Kyoto,505,4.01,15,0.19,192,2.49,142,1.84,128,1.66,3,0.04,16,0.21,5,0.06,10,0.13,16,0.21,1,0.01,-,-,2,0.11,-,-,-,-,-,-,-,-,-,-,2204,17.49
Osaka,1189,3.9,73,0.37,768,3.92,497,2.54,581,2.96,15,0.08,64,0.33,4,0.02,42,0.21,94,0.48,14,0.07,3,0.06,42,0.81,1,0.06,1,0.06,1,0.06,-,-,-,-,4458,14.62
Hyogo,759,3.83,49,0.38,271,2.12,225,1.76,509,3.98,5,0.04,77,0.6,1,0.01,36,0.28,74,0.58,5,0.04,4,0.11,26,0.74,-,-,-,-,-,-,-,-,-,-,3024,15.27
Nara,132,2.4,12,0.35,88,2.59,79,2.32,126,3.71,3,0.09,21,0.62,1,0.03,10,0.29,16,0.47,1,0.03,-,-,8,0.8,-,-,-,-,-,-,-,-,-,-,1040,18.91
Wakayama,182,3.71,10,0.33,34,1.13,35,1.17,63,2.1,5,0.17,10,0.33,-,-,10,0.33,11,0.37,2,0.07,-,-,2,0.5,-,-,1,0.09,1,0.09,-,-,-,-,733,14.96
Tottori,114,3.93,20,1.05,2,0.11,74,3.89,70,3.68,1,0.05,51,2.68,-,-,2,0.11,23,1.21,2,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,500,17.24
Shimane,87,2.29,5,0.22,12,0.52,16,0.7,86,3.74,1,0.04,72,3.13,-,-,8,0.35,11,0.48,1,0.04,-,-,-,-,-,-,1,0.13,-,-,-,-,-,-,719,18.92
Okayama,361,4.3,17,0.31,16,0.3,37,0.69,207,3.83,6,0.11,75,1.39,-,-,14,0.26,42,0.78,6,0.11,-,-,4,0.33,-,-,1,0.2,-,-,-,-,-,-,1466,17.45
Hiroshima,259,2.29,27,0.38,22,0.31,148,2.08,254,3.58,14,0.2,190,2.68,-,-,19,0.27,65,0.92,3,0.04,1,0.05,6,0.32,-,-,1,0.05,-,-,-,-,-,-,1697,15.02
Yamaguchi,462,7,26,0.62,25,0.6,70,1.67,133,3.17,3,0.07,81,1.93,1,0.02,15,0.36,42,1,1,0.02,-,-,2,0.22,-,-,-,-,-,-,-,-,-,-,1125,17.05
Tokushima,254,6.86,17,0.74,12,0.52,8,0.35,64,2.78,-,-,19,0.83,1,0.04,6,0.26,21,0.91,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,732,19.78
Kagawa,63,1.34,22,0.79,31,1.11,14,0.5,133,4.75,1,0.04,64,2.29,-,-,11,0.39,14,0.5,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,615,13.09
Ehime,296,4.85,14,0.38,92,2.49,32,0.86,150,4.05,1,0.03,23,0.62,-,-,13,0.35,30,0.81,-,-,-,-,13,1.63,-,-,-,-,-,-,-,-,-,-,1177,19.3
Kochi,137,3.11,40,1.54,16,0.62,25,0.96,48,1.85,10,0.38,28,1.08,1,0.04,15,0.58,25,0.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,838,19.05
Fukuoka,1497,7.56,90,0.75,446,3.72,381,3.18,549,4.58,23,0.19,465,3.88,3,0.03,38,0.32,363,3.03,8,0.07,-,-,39,1.5,-,-,1,0.07,-,-,-,-,-,-,3289,16.61
Saga,234,6.16,19,0.83,50,2.17,45,1.96,46,2,-,-,126,5.48,-,-,14,0.61,80,3.48,-,-,-,-,2,0.5,-,-,1,0.17,-,-,-,-,-,-,792,20.84
Nagasaki,616,8.8,40,0.91,76,1.73,98,2.23,81,1.84,1,0.02,67,1.52,-,-,15,0.34,28,0.64,1,0.02,1,0.13,6,0.75,-,-,-,-,1,0.08,-,-,-,-,1277,18.24
Kumamoto,451,5.64,44,0.88,54,1.08,90,1.8,291,5.82,2,0.04,152,3.04,-,-,25,0.5,101,2.02,3,0.06,-,-,3,0.33,-,-,-,-,-,-,-,-,-,-,1488,18.6
Oita,202,3.48,31,0.86,65,1.81,35,0.97,291,8.08,2,0.06,56,1.56,-,-,14,0.39,61,1.69,-,-,-,-,6,1.2,-,-,-,-,1,0.09,-,-,-,-,1213,20.91
Miyazaki,356,6.14,48,1.33,19,0.53,95,2.64,188,5.22,5,0.14,166,4.61,-,-,19,0.53,20,0.56,1,0.03,-,-,10,1.67,-,-,-,-,-,-,-,-,-,-,1220,21.03
