"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14th week, 2024",,,,,,"Data collected as of April 10, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1106846,224.47,13885,4.43,43654,13.94,165758,52.94,242419,77.43,5881,1.88,8099,2.59,824,0.26,8764,2.8,1111,0.35,1176,0.38,103,0.15,5198,7.49,104,0.22,131,0.27,539,1.12,10,0.02,85,0.18,617759,125.28
Hokkaido,55223,246.53,1483,10.75,4661,33.78,14834,107.49,5624,40.75,310,2.25,40,0.29,4,0.03,191,1.38,17,0.12,36,0.26,1,0.03,83,2.86,2,0.09,1,0.05,5,0.23,-,-,6,0.27,28111,125.5
Aomori,10041,173.12,15,0.41,520,14.05,1585,42.84,1953,52.78,52,1.41,30,0.81,5,0.14,112,3.03,6,0.16,8,0.22,-,-,60,6,2,0.33,-,-,34,5.67,-,-,-,-,7168,123.59
Iwate,11115,185.25,45,1.18,927,24.39,1371,36.08,3670,96.58,74,1.95,74,1.95,13,0.34,161,4.24,15,0.39,25,0.66,-,-,78,5.57,2,0.11,3,0.16,19,1,-,-,7,0.37,10043,167.38
Miyagi,22603,251.14,200,3.7,1102,20.41,2699,49.98,3719,68.87,110,2.04,31,0.57,7,0.13,178,3.3,7,0.13,21,0.39,-,-,34,2.83,2,0.2,3,0.3,3,0.3,1,0.1,1,0.1,15868,176.31
Akita,7335,146.7,27,0.84,239,7.47,981,30.66,1096,34.25,66,2.06,62,1.94,3,0.09,60,1.88,7,0.22,1,0.03,2,0.29,21,3,1,0.13,-,-,1,0.13,-,-,1,0.13,6875,137.5
Yamagata,11004,255.91,69,2.46,931,33.25,3215,114.82,1838,65.64,61,2.18,123,4.39,10,0.36,125,4.46,20,0.71,7,0.25,-,-,23,2.88,-,-,-,-,-,-,-,-,3,0.3,6321,147
Fukushima,15931,194.28,361,7.37,1011,20.63,2875,58.67,2893,59.04,121,2.47,20,0.41,14,0.29,197,4.02,2,0.04,8,0.16,2,0.15,109,8.38,1,0.14,-,-,4,0.57,1,0.14,3,0.43,14661,178.79
Ibaraki,24116,200.97,182,2.43,671,8.95,5250,70,5181,69.08,93,1.24,31,0.41,11,0.15,87,1.16,34,0.45,22,0.29,1,0.06,241,15.06,1,0.08,7,0.54,21,1.62,-,-,-,-,21532,179.43
Tochigi,14459,190.25,302,6.29,428,8.92,1987,41.4,2034,42.38,41,0.85,87,1.81,5,0.1,145,3.02,7,0.15,17,0.35,2,0.17,94,7.83,2,0.29,-,-,7,1,-,-,-,-,11829,155.64
Gunma,19817,235.92,303,5.72,631,11.91,2853,53.83,4147,78.25,70,1.32,281,5.3,10,0.19,182,3.43,30,0.57,27,0.51,2,0.14,78,5.57,3,0.33,1,0.11,2,0.22,-,-,2,0.22,12764,151.95
Saitama,73266,281.79,821,5.04,1971,12.09,9868,60.54,14966,91.82,497,3.05,159,0.98,48,0.29,456,2.8,28,0.17,106,0.65,18,0.44,256,6.24,1,0.08,6,0.5,10,0.83,-,-,2,0.17,35452,136.35
Chiba,56103,277.74,343,2.74,1339,10.71,8510,68.08,10485,83.88,227,1.82,53,0.42,25,0.2,336,2.69,15,0.12,52,0.42,4,0.12,231,6.79,5,0.56,4,0.44,6,0.67,-,-,-,-,31108,154
Tokyo,82572,199.45,934,3.58,1524,5.84,11910,45.63,23747,90.98,641,2.46,212,0.81,251,0.96,763,2.92,38,0.15,158,0.61,4,0.1,212,5.44,6,0.24,4,0.16,18,0.72,2,0.08,2,0.08,34598,83.57
Kanagawa,85747,235.57,650,2.84,1657,7.24,8798,38.42,15630,68.25,508,2.22,164,0.72,119,0.52,542,2.37,57,0.25,88,0.38,9,0.18,703,14.06,2,0.17,7,0.58,13,1.08,1,0.08,-,-,35257,96.86
Niigata,22097,256.94,114,2.07,1920,34.91,4533,82.42,2936,53.38,126,2.29,50,0.91,13,0.24,145,2.64,11,0.2,21,0.38,11,1.1,38,3.8,1,0.08,6,0.46,6,0.46,-,-,16,1.23,13362,155.37
Toyama,12295,261.6,58,2.07,1008,36,2512,89.71,3591,128.25,65,2.32,39,1.39,3,0.11,68,2.43,40,1.43,5,0.18,1,0.14,25,3.57,-,-,3,0.6,-,-,-,-,-,-,6037,128.45
Ishikawa,13190,286.74,80,2.86,631,22.54,1170,41.79,3793,135.46,118,4.21,82,2.93,3,0.11,70,2.5,6,0.21,5,0.18,-,-,209,34.83,-,-,-,-,2,0.5,-,-,-,-,7805,169.67
Fukui,9198,235.85,254,10.16,703,28.12,1584,63.36,2553,102.12,39,1.56,277,11.08,5,0.2,72,2.88,8,0.32,4,0.16,-,-,15,5,6,1,2,0.33,46,7.67,-,-,-,-,3878,99.44
Yamanashi,6584,160.59,29,1.21,231,9.63,700,29.17,1311,54.63,39,1.63,44,1.83,2,0.08,69,2.88,2,0.08,4,0.17,-,-,63,7,-,-,1,0.1,1,0.1,-,-,1,0.1,6252,152.49
Nagano,15758,179.07,114,2.11,461,8.54,2726,50.48,3361,62.24,78,1.44,32,0.59,6,0.11,99,1.83,12,0.22,15,0.28,4,0.4,337,33.7,3,0.25,2,0.17,-,-,-,-,2,0.17,14674,166.75
Gifu,14058,161.59,208,3.92,411,7.75,1642,30.98,2784,52.53,32,0.6,67,1.26,4,0.08,148,2.79,13,0.25,15,0.28,-,-,23,2.09,1,0.2,2,0.4,6,1.2,-,-,1,0.2,14722,169.22
Shizuoka,24438,175.81,194,2.18,1105,12.42,4405,49.49,5832,65.53,145,1.63,82,0.92,23,0.26,254,2.85,11,0.12,59,0.66,-,-,96,4.36,3,0.3,3,0.3,17,1.7,-,-,-,-,20914,150.46
Aichi,48336,247.88,480,2.64,1322,7.26,5821,31.98,10797,59.32,179,0.98,114,0.63,16,0.09,362,1.99,18,0.1,61,0.34,-,-,155,4.43,9,0.6,10,0.67,29,1.93,-,-,4,0.27,34155,175.15
Mie,15054,209.08,178,3.96,752,16.71,2691,59.8,3819,84.87,62,1.38,97,2.16,7,0.16,126,2.8,20,0.44,7,0.16,-,-,16,1.33,3,0.33,6,0.67,3,0.33,-,-,-,-,9920,137.78
Shiga,11304,191.59,89,2.54,352,10.06,791,22.6,2125,60.71,70,2,101,2.89,10,0.29,71,2.03,14,0.4,9,0.26,1,0.13,15,1.88,1,0.14,6,0.86,4,0.57,-,-,-,-,6429,108.97
Kyoto,26225,211.49,410,5.47,794,10.59,2398,31.97,4881,65.08,121,1.61,284,3.79,4,0.05,138,1.84,28,0.37,22,0.29,1,0.06,50,2.78,-,-,3,0.5,6,1,-,-,-,-,12962,104.53
Osaka,60073,196.32,2954,14.99,1284,6.52,8710,44.21,16084,81.64,343,1.74,1272,6.46,34,0.17,466,2.37,136,0.69,65,0.33,8,0.16,223,4.37,6,0.35,5,0.29,61,3.59,1,0.06,11,0.65,24555,80.25
