"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2024",,,,,,"Data collected as of June 26, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,809,0.16,3970,1.27,2703,0.86,12682,4.05,13314,4.25,687,0.22,19797,6.31,266,0.08,1056,0.34,3358,1.07,230,0.07,34,0.05,456,0.66,10,0.02,20,0.04,192,0.4,2,0,10,0.02,22754,4.61
Hokkaido,43,0.19,171,1.26,355,2.61,939,6.9,581,4.27,56,0.41,118,0.87,-,-,23,0.17,27,0.2,6,0.04,-,-,8,0.28,-,-,-,-,2,0.09,-,-,1,0.05,1099,4.95
Aomori,1,0.02,44,1.19,24,0.65,103,2.78,77,2.08,29,0.78,11,0.3,13,0.35,14,0.38,11,0.3,-,-,-,-,1,0.1,-,-,-,-,3,0.5,-,-,-,-,111,1.91
Iwate,5,0.08,79,1.98,94,2.35,160,4,157,3.93,7,0.18,14,0.35,12,0.3,23,0.58,2,0.05,2,0.05,-,-,7,0.5,-,-,-,-,5,0.26,-,-,-,-,220,3.49
Miyagi,11,0.12,85,1.55,55,1,236,4.29,195,3.55,8,0.15,63,1.15,1,0.02,15,0.27,5,0.09,4,0.07,-,-,4,0.33,-,-,-,-,1,0.1,-,-,1,0.1,287,3.15
Akita,3,0.06,11,0.32,34,1,74,2.18,74,2.18,4,0.12,26,0.76,-,-,5,0.15,7,0.21,-,-,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-,91,1.75
Yamagata,-,-,32,1.14,58,2.07,178,6.36,136,4.86,2,0.07,11,0.39,-,-,14,0.5,5,0.18,1,0.04,-,-,8,1,-,-,-,-,1,0.1,-,-,-,-,63,1.47
Fukushima,1,0.01,91,1.86,78,1.59,191,3.9,188,3.84,18,0.37,121,2.47,-,-,27,0.55,12,0.24,-,-,-,-,5,0.38,1,0.14,-,-,2,0.29,-,-,-,-,156,1.9
Ibaraki,95,0.79,47,0.63,64,0.85,432,5.76,239,3.19,18,0.24,266,3.55,2,0.03,13,0.17,65,0.87,6,0.08,-,-,40,2.35,-,-,-,-,5,0.38,-,-,-,-,633,5.28
