"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25th week, 2024",,,,,,"Data collected as of June 26, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1144312,232.02,62316,19.9,69285,22.12,311502,99.46,390496,124.68,12395,3.96,84206,26.89,2638,0.84,19322,6.17,13179,4.21,3119,1,326,0.47,10191,14.68,213,0.44,265,0.55,1692,3.52,23,0.05,208,0.43,807982,163.82
Hokkaido,57394,257.37,3787,27.64,7353,53.67,26136,190.77,12190,88.98,697,5.09,288,2.1,7,0.05,394,2.88,96,0.7,79,0.58,1,0.03,128,4.41,2,0.09,2,0.09,32,1.45,-,-,18,0.82,39706,178.05
Aomori,10420,179.66,193,5.36,832,23.11,2782,77.28,3170,88.06,182,5.06,61,1.69,55,1.53,233,6.47,39,1.08,23,0.64,-,-,75,7.5,3,0.5,2,0.33,78,13,-,-,-,-,9877,170.29
Iwate,11982,196.43,319,8.18,1977,50.69,3099,79.46,5426,139.13,139,3.56,114,2.92,102,2.62,322,8.26,25,0.64,41,1.05,1,0.07,144,10.29,3,0.16,5,0.26,37,1.95,-,-,8,0.42,13180,216.07
Miyagi,23622,262.47,953,17.65,1624,30.07,5256,97.33,6319,117.02,186,3.44,231,4.28,12,0.22,368,6.81,47,0.87,49,0.91,1,0.08,103,8.58,3,0.3,5,0.5,7,0.7,1,0.1,2,0.2,19611,217.9
Akita,8050,157.84,106,3.21,491,14.88,2202,66.73,2236,67.76,129,3.91,110,3.33,7,0.21,120,3.64,33,1,3,0.09,4,0.67,41,6.83,1,0.13,-,-,1,0.13,-,-,2,0.25,9451,185.31
Yamagata,11937,277.6,318,11.36,1395,49.82,6070,216.79,3295,117.68,108,3.86,172,6.14,15,0.54,247,8.82,47,1.68,18,0.64,-,-,48,6,-,-,-,-,1,0.1,-,-,3,0.3,7897,183.65
Fukushima,16691,203.55,1113,22.71,1627,33.2,5255,107.24,4519,92.22,227,4.63,275,5.61,26,0.53,422,8.61,43,0.88,29,0.59,2,0.15,182,14,4,0.57,-,-,26,3.71,2,0.29,6,0.86,17143,209.06
Ibaraki,26154,217.95,814,10.85,1256,16.75,10069,134.25,7460,99.47,179,2.39,778,10.37,17,0.23,240,3.2,187,2.49,64,0.85,1,0.06,603,37.69,1,0.08,8,0.62,58,4.46,-,-,-,-,26392,219.93
