"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17th week, 2025",,,,,,"Data collected as of April 30, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,4209,1.09,1686,0.72,923,0.39,6672,2.83,19774,8.39,1138,0.48,247,0.1,3073,1.3,850,0.36,67,0.03,209,0.09,25,0.04,630,0.91,6,0.01,17,0.04,133,0.28,2,0,84,0.18,5360,1.39
Hokkaido,108,0.65,111,1.09,59,0.58,470,4.61,731,7.17,48,0.47,25,0.25,346,3.39,20,0.2,2,0.02,7,0.07,-,-,4,0.14,-,-,2,0.09,8,0.35,-,-,1,0.04,294,1.76
Aomori,108,2.08,15,0.44,17,0.5,35,1.03,150,4.41,70,2.06,9,0.26,48,1.41,17,0.5,2,0.06,2,0.06,-,-,-,-,-,-,-,-,3,0.5,-,-,-,-,79,1.52
Iwate,125,2.84,11,0.39,27,0.96,89,3.18,207,7.39,2,0.07,-,-,47,1.68,10,0.36,-,-,1,0.04,-,-,3,0.21,-,-,1,0.05,2,0.11,-,-,-,-,77,1.75
Miyagi,68,1.26,30,1,7,0.23,115,3.83,147,4.9,9,0.3,1,0.03,66,2.2,11,0.37,1,0.03,8,0.27,-,-,11,0.92,-,-,1,0.1,1,0.1,-,-,-,-,71,1.31
Akita,81,3.24,3,0.23,2,0.15,34,2.62,49,3.77,5,0.38,1,0.08,7,0.54,2,0.15,1,0.08,-,-,-,-,3,0.43,1,0.13,-,-,4,0.5,-,-,-,-,38,1.52
Yamagata,28,0.72,31,1.19,12,0.46,74,2.85,265,10.19,23,0.88,2,0.08,92,3.54,13,0.5,2,0.08,4,0.15,-,-,1,0.13,-,-,-,-,3,0.3,-,-,1,0.1,100,2.56
Fukushima,118,2.46,33,1.18,8,0.29,81,2.89,211,7.54,13,0.46,5,0.18,88,3.14,6,0.21,-,-,3,0.11,1,0.08,57,4.38,1,0.14,-,-,-,-,-,-,5,0.71,83,1.73
Ibaraki,51,0.75,20,0.53,17,0.45,185,4.87,358,9.42,21,0.55,2,0.05,75,1.97,7,0.18,1,0.03,2,0.05,-,-,70,4.38,-,-,-,-,-,-,-,-,-,-,146,2.15
Tochigi,52,1.11,16,0.59,6,0.22,124,4.59,188,6.96,8,0.3,1,0.04,123,4.56,19,0.7,-,-,1,0.04,-,-,11,0.92,-,-,2,0.29,1,0.14,-,-,2,0.29,73,1.55
Gunma,43,0.96,11,0.44,7,0.28,49,1.96,291,11.64,20,0.8,1,0.04,109,4.36,14,0.56,-,-,3,0.12,-,-,11,0.79,-,-,-,-,4,0.44,-,-,4,0.44,59,1.31
