"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"9th week, 2026",,,,,,"Data collected as of March 4, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,246507,64.96,,,,
Hokkaido,10602,63.49,,,,
Aomori,3368,64.77,,,,
Iwate,4518,107.57,,,,
Miyagi,3840,69.82,,,,
Akita,1344,53.76,,,,
Yamagata,2968,78.11,,,,
Fukushima,3701,77.1,,,,
Ibaraki,5019,74.91,,,,
Tochigi,4210,89.57,,,,
Gunma,4005,89,,,,
Saitama,15544,89.33,,,,
Chiba,11919,65.49,,,,
Tokyo,25025,59.87,,,,
Kanagawa,16760,68.97,,,,
Niigata,3948,75.92,,,,
Toyama,4319,91.89,,,,
Ishikawa,4103,87.3,,,,
Fukui,1924,49.33,,,,
Yamanashi,1212,34.63,,,,
Nagano,4733,94.66,,,,
Gifu,2637,58.6,,,,
Shizuoka,6455,46.44,,,,
Aichi,12145,74.51,,,,
Mie,3757,54.45,,,,
Shiga,3715,64.05,,,,
Kyoto,3906,61.03,,,,
Osaka,12483,43.04,,,,
Hyogo,9766,59.55,,,,
Nara,2337,55.64,,,,
Wakayama,2266,50.36,,,,
Tottori,1721,59.34,,,,
Shimane,1229,61.45,,,,
Okayama,3368,67.36,,,,
Hiroshima,4977,53.52,,,,
Yamaguchi,5080,80.63,,,,
Tokushima,1605,48.64,,,,
Kagawa,1212,52.7,,,,
Ehime,2859,77.27,,,,
Kochi,1580,41.58,,,,
Fukuoka,8214,67.33,,,,
Saga,1340,55.83,,,,
Nagasaki,3857,75.63,,,,
Kumamoto,4890,67.92,,,,
Oita,4169,71.88,,,,
Miyazaki,1738,62.07,,,,
Kagoshima,3340,58.6,,,,
Okinawa,2799,62.2,,,,
