"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24th week, 2023",,,,,,"Data collected as of June 21, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,702879,142.54,65812,20.94,20830,6.63,55417,17.63,429634,136.7,6500,2.07,14322,4.56,832,0.26,19538,6.22,42719,13.59,2920,0.93,182,0.26,4151,5.98,171,0.36,234,0.49,386,0.81,10,0.02,95,0.2,123576,25.06
Hokkaido,33969,150.97,5699,41.3,1335,9.67,3588,26,8863,64.22,359,2.6,86,0.62,24,0.17,410,2.97,503,3.64,76,0.55,3,0.1,86,2.97,1,0.04,1,0.04,29,1.26,1,0.04,5,0.22,7625,33.89
Aomori,11950,192.74,523,13.08,155,3.88,187,4.68,4433,110.83,50,1.25,102,2.55,9,0.23,199,4.98,92,2.3,30,0.75,3,0.33,9,1,4,0.67,3,0.5,131,21.83,-,-,-,-,1150,18.55
Iwate,13494,217.65,758,19.44,125,3.21,1047,26.85,5052,129.54,47,1.21,100,2.56,3,0.08,311,7.97,241,6.18,23,0.59,-,-,67,5.15,9,0.47,4,0.21,9,0.47,-,-,10,0.53,1946,31.39
Miyagi,8244,89.61,1007,17.98,315,5.63,521,9.3,8302,148.25,114,2.04,114,2.04,23,0.41,392,7,710,12.68,45,0.8,-,-,65,5.42,2,0.18,1,0.09,13,1.18,-,-,-,-,2501,27.18
Akita,6759,132.53,191,5.79,92,2.79,311,9.42,2487,75.36,68,2.06,12,0.36,9,0.27,126,3.82,73,2.21,10,0.3,3,0.5,22,3.67,-,-,-,-,2,0.25,-,-,-,-,1070,20.98
Yamagata,7173,166.81,304,10.86,229,8.18,320,11.43,4008,143.14,60,2.14,28,1,5,0.18,255,9.11,86,3.07,22,0.79,-,-,20,2.5,4,0.4,-,-,3,0.3,-,-,1,0.1,1030,23.95
Fukushima,7030,85.73,1555,31.73,363,7.41,867,17.69,5220,106.53,67,1.37,67,1.37,25,0.51,501,10.22,65,1.33,45,0.92,4,0.31,88,6.77,3,0.43,1,0.14,7,1,-,-,-,-,1789,21.82
Ibaraki,10782,89.85,417,5.56,417,5.56,1373,18.31,7589,101.19,142,1.89,847,11.29,16,0.21,276,3.68,398,5.31,60,0.8,9,0.53,280,16.47,1,0.08,3,0.25,14,1.17,-,-,1,0.08,3225,26.88
Tochigi,8806,115.87,447,9.31,118,2.46,639,13.31,4354,90.71,86,1.79,96,2,9,0.19,359,7.48,371,7.73,31,0.65,-,-,72,6,3,0.43,7,1,1,0.14,-,-,1,0.14,1478,19.45
Gunma,8103,94.22,309,5.83,373,7.04,532,10.04,6919,130.55,132,2.49,80,1.51,19,0.36,431,8.13,424,8,66,1.25,1,0.07,109,7.79,2,0.22,-,-,2,0.22,1,0.11,-,-,1569,18.24
Saitama,32390,126.52,2613,16.23,1249,7.76,2678,16.63,26401,163.98,493,3.06,945,5.87,61,0.38,1137,7.06,1512,9.39,237,1.47,33,0.83,194,4.85,7,0.64,11,1,4,0.36,-,-,5,0.45,8087,31.59
Chiba,24002,115.39,1451,11.25,712,5.52,1938,15.02,18486,143.3,268,2.08,531,4.12,27,0.21,650,5.04,1796,13.92,150,1.16,3,0.09,241,7.09,5,0.56,6,0.67,-,-,-,-,-,-,6805,32.72
Tokyo,48728,118.27,2719,10.5,1433,5.53,4369,16.87,38609,149.07,627,2.42,971,3.75,124,0.48,1718,6.63,3981,15.37,272,1.05,13,0.34,142,3.74,11,0.46,19,0.79,13,0.54,6,0.25,3,0.13,11230,27.26
Kanagawa,47131,131.28,1619,7.13,910,4.01,2913,12.83,28568,125.85,390,1.72,551,2.43,66,0.29,1356,5.97,2651,11.68,258,1.14,11,0.22,624,12.48,7,0.64,23,2.09,18,1.64,-,-,1,0.09,8828,24.59
Niigata,18786,221.01,1674,30.44,432,7.85,1354,24.62,6702,121.85,99,1.8,198,3.6,13,0.24,310,5.64,227,4.13,58,1.05,2,0.2,32,3.2,2,0.17,4,0.33,11,0.92,-,-,1,0.08,2502,29.44
Toyama,11251,234.4,736,25.38,387,13.34,996,34.34,6618,228.21,87,3,136,4.69,5,0.17,153,5.28,560,19.31,17,0.59,-,-,19,2.71,-,-,-,-,4,0.8,-,-,5,1,1130,23.54
Ishikawa,14274,297.38,660,22.76,192,6.62,330,11.38,6448,222.34,54,1.86,196,6.76,5,0.17,198,6.83,609,21,23,0.79,1,0.14,62,8.86,1,0.2,6,1.2,9,1.8,-,-,1,0.2,1762,36.71
Fukui,10056,271.78,937,40.74,327,14.22,557,24.22,3001,130.48,101,4.39,306,13.3,8,0.35,142,6.17,384,16.7,25,1.09,-,-,5,1.67,4,0.67,3,0.5,1,0.17,-,-,-,-,714,19.3
Yamanashi,2015,49.15,160,6.67,38,1.58,48,2,3135,130.63,22,0.92,31,1.29,2,0.08,149,6.21,51,2.13,18,0.75,-,-,57,6.33,3,0.3,1,0.1,1,0.1,-,-,3,0.3,1390,33.9
Nagano,9122,104.85,495,9.34,237,4.47,374,7.06,9161,172.85,108,2.04,63,1.19,12,0.23,239,4.51,247,4.66,38,0.72,14,1.4,160,16,-,-,6,0.5,8,0.67,-,-,2,0.17,2286,26.28
Gifu,4985,57.97,1147,22.06,322,6.19,529,10.17,5763,110.83,42,0.81,76,1.46,10,0.19,227,4.37,241,4.63,22,0.42,1,0.09,36,3.27,-,-,6,1.2,-,-,-,-,1,0.2,2491,28.97
Shizuoka,9529,68.55,1407,15.99,567,6.44,765,8.69,11581,131.6,159,1.81,397,4.51,33,0.38,529,6.01,1878,21.34,88,1,1,0.05,63,2.86,8,0.8,9,0.9,10,1,-,-,2,0.2,2807,20.19
Aichi,25610,131.33,2490,13.68,854,4.69,2678,14.71,24842,136.49,255,1.4,326,1.79,33,0.18,744,4.09,1847,10.15,113,0.62,3,0.09,76,2.17,7,0.47,8,0.53,-,-,-,-,3,0.2,6169,31.64
Mie,9691,136.49,843,19.16,384,8.73,380,8.64,6420,145.91,123,2.8,75,1.7,11,0.25,243,5.52,739,16.8,21,0.48,-,-,14,1.17,7,0.78,10,1.11,4,0.44,-,-,-,-,1718,24.2
Shiga,8996,152.47,778,22.23,149,4.26,512,14.63,3969,113.4,166,4.74,98,2.8,5,0.14,158,4.51,590,16.86,25,0.71,-,-,4,0.5,1,0.14,1,0.14,3,0.43,-,-,-,-,901,15.27
Kyoto,24477,197.4,1617,21.28,493,6.49,2012,26.47,8619,113.41,195,2.57,217,2.86,19,0.25,298,3.92,906,11.92,39,0.51,1,0.06,52,3.06,1,0.14,4,0.57,3,0.43,-,-,6,0.86,2510,20.24
Osaka,59650,202.2,7196,37.28,1532,7.94,4728,24.5,25626,132.78,345,1.79,754,3.91,51,0.26,1044,5.41,3382,17.52,214,1.11,13,0.25,188,3.69,3,0.19,9,0.56,1,0.06,-,-,9,0.56,5571,18.88
Hyogo,28939,146.16,4114,32.14,970,7.58,1656,12.94,22069,172.41,255,1.99,691,5.4,32,0.25,623,4.87,2031,15.87,141,1.1,6,0.17,210,6,10,0.71,9,0.64,2,0.14,-,-,3,0.21,3298,16.66
Nara,8064,146.62,1299,38.21,212,6.24,470,13.82,4705,138.38,44,1.29,197,5.79,9,0.26,211,6.21,590,17.35,18,0.53,3,0.3,85,8.5,7,1.17,3,0.5,1,0.17,1,0.17,1,0.17,1295,23.55
Wakayama,5264,107.43,1421,47.37,151,5.03,563,18.77,3188,106.27,39,1.3,52,1.73,3,0.1,164,5.47,756,25.2,25,0.83,4,1,18,4.5,2,0.18,6,0.55,6,0.55,-,-,4,0.36,822,16.78
Tottori,1835,63.28,175,9.21,131,6.89,753,39.63,3616,190.32,19,1,41,2.16,5,0.26,121,6.37,138,7.26,5,0.26,1,0.2,10,2,2,0.4,3,0.6,-,-,-,-,5,1,636,21.93
Shimane,3255,85.66,336,14.61,128,5.57,127,5.52,3278,142.52,55,2.39,182,7.91,3,0.13,212,9.22,66,2.87,12,0.52,1,0.33,10,3.33,5,0.63,3,0.38,1,0.13,-,-,1,0.13,476,12.53
Okayama,9731,115.85,629,11.65,336,6.22,331,6.13,7109,131.65,103,1.91,469,8.69,12,0.22,282,5.22,489,9.06,60,1.11,5,0.42,63,5.25,2,0.4,13,2.6,1,0.2,-,-,3,0.6,1295,15.42
Hiroshima,15577,136.64,1948,27.44,702,9.89,1366,19.24,10123,142.58,121,1.7,116,1.63,12,0.17,366,5.15,544,7.66,32,0.45,9,0.47,175,9.21,6,0.29,4,0.19,4,0.19,-,-,4,0.19,2058,18.05
Yamaguchi,6686,101.3,1821,41.39,169,3.84,997,22.66,6520,148.18,87,1.98,194,4.41,12,0.27,374,8.5,680,15.45,38,0.86,-,-,64,7.11,1,0.11,2,0.22,11,1.22,-,-,-,-,1191,18.05
Tokushima,3104,83.89,393,17.09,116,5.04,80,3.48,2964,128.87,39,1.7,101,4.39,3,0.13,169,7.35,419,18.22,12,0.52,2,0.5,5,1.25,2,0.29,3,0.43,-,-,-,-,-,-,655,17.7
Kagawa,6960,148.09,466,16.64,223,7.96,76,2.71,5488,196,45,1.61,91,3.25,2,0.07,238,8.5,493,17.61,25,0.89,-,-,15,3,-,-,3,0.6,1,0.2,-,-,-,-,837,17.81
Ehime,7580,126.33,1049,29.14,253,7.03,596,16.56,8005,222.36,55,1.53,69,1.92,2,0.06,391,10.86,791,21.97,31,0.86,-,-,115,14.38,-,-,-,-,2,0.33,-,-,1,0.17,1038,17.3
Kochi,5153,117.11,296,11.38,100,3.85,244,9.38,2634,101.31,45,1.73,113,4.35,11,0.42,164,6.31,445,17.12,11,0.42,-,-,4,1.33,4,0.5,-,-,14,1.75,-,-,6,0.75,635,14.43
Fukuoka,44693,225.72,3920,32.67,1241,10.34,6366,53.05,17363,144.69,301,2.51,961,8.01,25,0.21,1150,9.58,2165,18.04,137,1.14,3,0.12,109,4.19,7,0.47,5,0.33,1,0.07,-,-,3,0.2,4874,24.62
Saga,7540,193.33,850,36.96,263,11.43,223,9.7,1830,79.57,26,1.13,137,5.96,4,0.17,272,11.83,988,42.96,20,0.87,-,-,7,1.75,5,0.83,7,1.17,3,0.5,-,-,4,0.67,908,23.28
Nagasaki,12267,175.24,1118,25.41,250,5.68,1784,40.55,3636,82.64,98,2.23,319,7.25,9,0.2,311,7.07,1449,32.93,48,1.09,15,1.88,61,7.63,4,0.33,4,0.33,9,0.75,-,-,-,-,1675,23.93
