"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"47th week, 2025",,,,,,"Data collected as of November 26, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,396446,103.38,,,,
Hokkaido,17359,103.95,,,,
Aomori,5467,105.13,,,,
Iwate,6848,163.05,,,,
Miyagi,7969,144.89,,,,
Akita,2529,101.16,,,,
Yamagata,4316,113.58,,,,
Fukushima,7260,151.25,,,,
Ibaraki,8369,123.07,,,,
Tochigi,7112,151.32,,,,
Gunma,7159,159.09,,,,
Saitama,26764,152.94,,,,
Chiba,21303,118.35,,,,
Tokyo,43287,103.81,,,,
Kanagawa,30514,128.21,,,,
Niigata,5797,111.48,,,,
Toyama,6341,134.91,,,,
Ishikawa,4927,104.83,,,,
Fukui,2460,63.08,,,,
Yamanashi,2540,72.57,,,,
Nagano,8861,113.6,,,,
Gifu,3122,69.38,,,,
Shizuoka,11466,83.09,,,,
Aichi,19997,122.68,,,,
Mie,6667,95.24,,,,
Shiga,5529,95.33,,,,
Kyoto,6991,109.23,,,,
Osaka,19396,66.65,,,,
Hyogo,15868,96.76,,,,
Nara,3564,84.86,,,,
Wakayama,3554,78.98,,,,
Tottori,2351,81.07,,,,
Shimane,1566,78.3,,,,
Okayama,5069,101.38,,,,
Hiroshima,7598,80.83,,,,
Yamaguchi,7117,112.97,,,,
Tokushima,1928,56.71,,,,
Kagawa,3115,77.88,,,,
Ehime,3888,108,,,,
Kochi,1887,49.66,,,,
Fukuoka,9842,81.34,,,,
Saga,1780,74.17,,,,
Nagasaki,4913,96.33,,,,
Kumamoto,5807,80.65,,,,
Oita,7037,121.33,,,,
Miyazaki,2040,72.86,,,,
Kagoshima,4763,83.56,,,,
Okinawa,2409,53.53,,,,
