"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2024",,,,,,"Data collected as of February 28, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,722424,146.77,2864,0.92,29365,9.4,93315,29.86,153127,49,3409,1.09,4409,1.41,436,0.14,4681,1.5,620,0.2,663,0.21,53,0.08,3306,4.77,46,0.1,68,0.14,268,0.56,4,0.01,45,0.09,448325,91.09
Hokkaido,23317,104.09,621,4.5,3246,23.52,7626,55.26,3127,22.66,174,1.26,28,0.2,2,0.01,117,0.85,10,0.07,19,0.14,1,0.03,58,2,1,0.04,1,0.04,2,0.09,-,-,5,0.22,21234,94.79
Aomori,4557,78.57,6,0.16,338,9.14,867,23.43,1455,39.32,32,0.86,27,0.73,4,0.11,72,1.95,4,0.11,5,0.14,-,-,36,3.6,-,-,-,-,21,3.5,-,-,-,-,3998,68.93
Iwate,6033,100.55,27,0.71,486,12.79,717,18.87,2181,57.39,51,1.34,62,1.63,3,0.08,98,2.58,10,0.26,16,0.42,-,-,41,2.93,1,0.05,2,0.11,14,0.74,-,-,1,0.05,6312,105.2
Miyagi,14047,154.36,49,0.89,752,13.67,1557,28.31,2209,40.16,60,1.09,23,0.42,5,0.09,109,1.98,4,0.07,13,0.24,-,-,14,1.17,1,0.1,3,0.3,-,-,-,-,-,-,9983,109.7
Akita,3473,78.93,9,0.32,124,4.43,346,12.36,570,20.36,33,1.18,37,1.32,-,-,27,0.96,4,0.14,-,-,1,0.17,15,2.5,-,-,-,-,1,0.14,-,-,-,-,3130,71.14
Yamagata,5192,120.74,10,0.36,587,20.96,1755,62.68,1125,40.18,39,1.39,104,3.71,10,0.36,69,2.46,10,0.36,4,0.14,-,-,14,1.75,-,-,-,-,-,-,-,-,2,0.2,3982,92.6
Fukushima,7787,94.96,125,2.55,712,14.53,1575,32.14,1709,34.88,67,1.37,16,0.33,8,0.16,112,2.29,-,-,4,0.08,2,0.15,77,5.92,-,-,-,-,1,0.14,-,-,1,0.14,10974,133.83
Ibaraki,15112,125.93,36,0.48,453,6.04,2968,39.57,3461,46.15,44,0.59,17,0.23,6,0.08,44,0.59,19,0.25,13,0.17,1,0.06,134,7.88,1,0.08,3,0.23,11,0.85,-,-,-,-,16218,135.15
Tochigi,8045,105.86,72,1.5,289,6.02,1079,22.48,1417,29.52,21,0.44,52,1.08,3,0.06,75,1.56,4,0.08,10,0.21,1,0.08,67,5.58,2,0.29,-,-,1,0.14,-,-,-,-,8875,116.78
Gunma,9943,118.37,53,1,377,7.11,1689,31.87,2657,50.13,46,0.87,129,2.43,6,0.11,96,1.81,9,0.17,16,0.3,1,0.07,50,3.57,2,0.22,-,-,1,0.11,-,-,2,0.22,9553,113.73
Saitama,47867,184.81,137,0.84,1507,9.25,5753,35.29,9969,61.16,262,1.61,94,0.58,21,0.13,238,1.46,15,0.09,66,0.4,7,0.17,149,3.63,1,0.08,2,0.17,5,0.42,-,-,-,-,26409,101.97
Chiba,36560,180.99,126,1.01,947,7.58,4715,37.72,6815,54.52,126,1.01,30,0.24,9,0.07,183,1.46,8,0.06,34,0.27,2,0.06,153,4.5,3,0.33,4,0.44,4,0.44,-,-,-,-,23304,115.37
Tokyo,55499,134.38,119,0.46,1165,4.48,7131,27.43,16261,62.54,341,1.31,154,0.59,148,0.57,411,1.58,18,0.07,85,0.33,2,0.05,123,3.15,4,0.16,2,0.08,14,0.56,1,0.04,-,-,25488,61.71
Kanagawa,56762,155.94,68,0.3,1168,5.12,4816,21.12,11116,48.75,333,1.46,93,0.41,65,0.29,285,1.25,35,0.15,48,0.21,3,0.06,406,8.29,-,-,5,0.42,9,0.75,-,-,-,-,26072,71.63
Niigata,9060,105.35,20,0.36,1087,19.76,2395,43.55,1694,30.8,64,1.16,44,0.8,7,0.13,92,1.67,6,0.11,11,0.2,6,0.6,22,2.2,-,-,5,0.38,4,0.31,-,-,14,1.08,8470,98.49
Toyama,5881,122.52,23,0.79,605,20.86,1465,50.52,1593,54.93,45,1.55,31,1.07,1,0.03,38,1.31,29,1,5,0.17,-,-,18,2.57,-,-,2,0.4,-,-,-,-,-,-,4337,90.35
Ishikawa,6343,140.96,11,0.41,478,17.7,703,26.04,2365,87.59,82,3.04,49,1.81,2,0.07,34,1.26,3,0.11,-,-,-,-,152,25.33,-,-,-,-,-,-,-,-,-,-,5850,130
Fukui,5527,141.72,41,1.64,541,21.64,894,35.76,1460,58.4,28,1.12,93,3.72,4,0.16,37,1.48,3,0.12,1,0.04,-,-,14,4.67,-,-,2,0.33,23,3.83,-,-,-,-,2741,70.28
Yamanashi,3897,95.05,7,0.29,171,7.13,345,14.38,760,31.67,26,1.08,33,1.38,1,0.04,36,1.5,1,0.04,4,0.17,-,-,36,4,-,-,1,0.1,-,-,-,-,-,-,4503,109.83
Nagano,8413,95.6,46,0.85,262,4.85,1567,29.02,2062,38.19,34,0.63,28,0.52,2,0.04,52,0.96,6,0.11,4,0.07,3,0.3,232,23.2,1,0.08,1,0.08,-,-,-,-,1,0.08,11202,127.3
Gifu,9292,106.8,50,0.94,306,5.77,809,15.26,1717,32.4,17,0.32,26,0.49,1,0.02,90,1.7,9,0.17,6,0.11,-,-,17,1.55,-,-,1,0.2,3,0.6,-,-,1,0.2,10674,122.69
Shizuoka,14636,105.29,23,0.26,671,7.54,2407,27.04,3750,42.13,86,0.97,49,0.55,8,0.09,118,1.33,6,0.07,33,0.37,-,-,69,3.14,3,0.3,-,-,7,0.7,-,-,-,-,16061,115.55
Aichi,35391,181.49,41,0.23,940,5.16,3255,17.88,6994,38.43,100,0.55,42,0.23,7,0.04,180,0.99,8,0.04,26,0.14,-,-,103,2.94,5,0.33,3,0.2,12,0.8,-,-,2,0.13,25858,132.61
Mie,10441,145.01,15,0.33,509,11.31,1466,32.58,2356,52.36,34,0.76,41,0.91,4,0.09,63,1.4,9,0.2,5,0.11,-,-,11,0.92,2,0.22,3,0.33,2,0.22,-,-,-,-,7392,102.67
Shiga,7764,131.59,22,0.63,232,6.63,407,11.63,1242,35.49,35,1,54,1.54,4,0.11,38,1.09,7,0.2,3,0.09,-,-,10,1.25,-,-,2,0.29,-,-,-,-,-,-,4290,72.71
Kyoto,20722,167.11,61,0.81,536,7.15,1431,19.08,2735,36.47,74,0.99,131,1.75,2,0.03,70,0.93,14,0.19,15,0.2,1,0.06,34,1.89,-,-,1,0.17,2,0.33,-,-,-,-,8804,71
Osaka,49426,161.52,448,2.27,855,4.34,5119,25.98,9744,49.46,207,1.05,711,3.61,19,0.1,247,1.25,94,0.48,35,0.18,5,0.1,120,2.31,3,0.18,2,0.12,19,1.12,-,-,1,0.06,17350,56.7
Hyogo,29609,149.54,99,0.77,938,7.33,2798,21.86,7414,57.92,138,1.08,197,1.54,13,0.1,157,1.23,34,0.27,29,0.23,3,0.09,134,3.83,2,0.14,3,0.21,17,1.21,-,-,-,-,12385,62.55
Nara,9386,173.81,18,0.55,279,8.45,699,21.18,1803,54.64,37,1.12,91,2.76,-,-,54,1.64,9,0.27,4,0.12,1,0.1,44,4.4,1,0.17,-,-,1,0.17,-,-,-,-,4549,84.24
Wakayama,6036,123.18,65,2.17,246,8.2,514,17.13,1256,41.87,13,0.43,77,2.57,-,-,35,1.17,5,0.17,6,0.2,-,-,6,1.5,-,-,3,0.27,6,0.55,2,0.18,1,0.09,4130,84.29
Tottori,2401,82.79,14,0.74,126,6.63,1206,63.47,934,49.16,9,0.47,22,1.16,-,-,27,1.42,1,0.05,3,0.16,-,-,11,2.2,2,0.4,3,0.6,1,0.2,-,-,1,0.2,2526,87.1
Shimane,2433,64.03,14,0.61,175,7.61,345,15,1601,69.61,17,0.74,31,1.35,2,0.09,40,1.74,1,0.04,3,0.13,-,-,10,3.33,-,-,1,0.13,1,0.13,-,-,1,0.13,2536,66.74
Okayama,9853,117.3,13,0.24,412,7.63,944,17.48,2685,49.72,32,0.59,103,1.91,11,0.2,74,1.37,4,0.07,11,0.2,1,0.08,44,3.67,-,-,-,-,-,-,-,-,4,0.8,7019,83.56
Hiroshima,12870,114.91,53,0.77,974,14.12,1632,23.65,4692,68,67,0.97,137,1.99,5,0.07,87,1.26,9,0.13,7,0.1,1,0.05,163,8.58,2,0.1,1,0.05,9,0.43,-,-,3,0.14,10090,90.09
