"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8th week, 2024",,,,,,"Data collected as of February 28, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,82741,16.76,658,0.21,2640,0.84,11561,3.69,17106,5.46,399,0.13,591,0.19,55,0.02,591,0.19,93,0.03,88,0.03,4,0.01,293,0.42,5,0.01,8,0.02,26,0.05,-,-,2,0,39124,7.92
Hokkaido,5449,24.22,104,0.75,306,2.2,1093,7.86,360,2.59,17,0.12,3,0.02,-,-,24,0.17,4,0.03,1,0.01,-,-,6,0.21,-,-,-,-,-,-,-,-,-,-,1886,8.38
Aomori,698,11.83,-,-,30,0.81,104,2.81,106,2.86,6,0.16,1,0.03,1,0.03,11,0.3,1,0.03,1,0.03,-,-,3,0.3,-,-,-,-,3,0.5,-,-,-,-,557,9.44
Iwate,766,12.77,-,-,66,1.74,79,2.08,280,7.37,5,0.13,1,0.03,1,0.03,10,0.26,-,-,1,0.03,-,-,2,0.14,-,-,1,0.05,-,-,-,-,-,-,694,11.57
Miyagi,1749,19.22,13,0.24,75,1.36,177,3.22,299,5.44,5,0.09,2,0.04,-,-,10,0.18,1,0.02,1,0.02,-,-,2,0.17,-,-,1,0.1,-,-,-,-,-,-,1095,12.03
Akita,277,5.43,4,0.12,13,0.39,66,2,89,2.7,5,0.15,4,0.12,-,-,3,0.09,-,-,-,-,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-,474,9.29
Yamagata,852,19.81,-,-,54,1.93,244,8.71,168,6,6,0.21,12,0.43,1,0.04,5,0.18,4,0.14,-,-,-,-,2,0.25,-,-,-,-,-,-,-,-,-,-,480,11.16
Fukushima,890,10.85,15,0.31,53,1.08,201,4.1,232,4.73,7,0.14,2,0.04,-,-,22,0.45,-,-,-,-,-,-,10,0.77,-,-,-,-,-,-,-,-,-,-,844,10.29
Ibaraki,1440,12,6,0.08,37,0.49,338,4.51,374,4.99,6,0.08,1,0.01,-,-,9,0.12,1,0.01,2,0.03,1,0.06,11,0.65,-,-,-,-,2,0.15,-,-,-,-,1404,11.7
Tochigi,909,11.96,13,0.27,28,0.58,138,2.88,123,2.56,3,0.06,3,0.06,1,0.02,7,0.15,2,0.04,2,0.04,-,-,7,0.58,-,-,-,-,1,0.14,-,-,-,-,790,10.39
Gunma,1600,19.05,32,0.6,45,0.85,174,3.28,284,5.36,8,0.15,10,0.19,1,0.02,13,0.25,2,0.04,2,0.04,-,-,6,0.43,1,0.11,-,-,-,-,-,-,1,0.11,739,8.8
Saitama,6331,24.35,46,0.28,106,0.65,701,4.3,1040,6.38,41,0.25,13,0.08,1,0.01,30,0.18,1,0.01,10,0.06,1,0.02,11,0.26,-,-,1,0.08,1,0.08,-,-,-,-,2169,8.34
Chiba,3976,19.68,11,0.09,77,0.62,623,4.98,649,5.19,16,0.13,-,-,2,0.02,31,0.25,2,0.02,7,0.06,-,-,10,0.29,-,-,-,-,-,-,-,-,-,-,1780,8.81
Tokyo,6964,16.74,31,0.12,77,0.29,846,3.23,1492,5.69,65,0.25,10,0.04,14,0.05,41,0.16,1,0,8,0.03,-,-,7,0.18,-,-,-,-,-,-,-,-,-,-,2203,5.3
Kanagawa,7195,19.6,22,0.1,74,0.32,573,2.48,907,3.93,27,0.12,4,0.02,12,0.05,42,0.18,2,0.01,4,0.02,1,0.02,39,0.78,-,-,-,-,1,0.08,-,-,-,-,2238,6.1
Niigata,1155,13.43,4,0.07,125,2.27,322,5.85,264,4.8,20,0.36,1,0.02,1,0.02,14,0.25,1,0.02,4,0.07,-,-,5,0.5,-,-,1,0.08,-,-,-,-,-,-,969,11.27
Toyama,796,16.58,1,0.03,50,1.72,202,6.97,272,9.38,1,0.03,-,-,1,0.03,7,0.24,4,0.14,1,0.03,-,-,2,0.29,-,-,-,-,-,-,-,-,-,-,346,7.21
Ishikawa,1197,24.94,1,0.03,34,1.17,108,3.72,344,11.86,6,0.21,6,0.21,-,-,1,0.03,-,-,-,-,-,-,9,1.29,-,-,-,-,-,-,-,-,-,-,532,11.08
Fukui,818,20.97,8,0.32,38,1.52,112,4.48,184,7.36,2,0.08,41,1.64,-,-,6,0.24,-,-,-,-,-,-,2,0.67,-,-,1,0.17,2,0.33,-,-,-,-,260,6.67
Yamanashi,399,9.73,3,0.13,24,1,44,1.83,83,3.46,1,0.04,-,-,-,-,3,0.13,-,-,1,0.04,-,-,6,0.67,-,-,-,-,-,-,-,-,-,-,377,9.2
