"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35th week, 2024",,,,,,"Data collected as of September 4, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1160387,235.61,104162,33.31,83829,26.81,383945,122.78,482656,154.35,17522,5.6,360592,115.32,6152,1.97,27821,8.9,61074,19.53,4549,1.45,476,0.69,13775,19.88,333,0.69,421,0.88,5934,12.36,31,0.06,258,0.54,1308842,265.75
Hokkaido,57717,259.99,5076,37.32,8894,65.4,30852,226.85,14889,109.48,927,6.82,9002,66.19,20,0.15,605,4.45,2700,19.85,124,0.91,1,0.04,184,6.57,4,0.18,6,0.27,111,5.05,-,-,20,0.91,55460,249.82
Aomori,10461,180.36,702,19.5,969,26.92,3288,91.33,3776,104.89,252,7,3215,89.31,215,5.97,338,9.39,616,17.11,36,1,1,0.1,79,7.9,3,0.5,2,0.33,120,20,-,-,-,-,14380,247.93
Iwate,12079,194.82,1322,33.9,2480,63.59,4047,103.77,6624,169.85,187,4.79,3042,78,171,4.38,476,12.21,524,13.44,66,1.69,1,0.07,192,13.71,5,0.26,10,0.53,120,6.32,-,-,8,0.42,20291,327.27
Miyagi,23809,264.54,1963,36.35,2035,37.69,6513,120.61,7643,141.54,291,5.39,5240,97.04,18,0.33,546,10.11,820,15.19,81,1.5,1,0.08,150,12.5,3,0.3,7,0.7,36,3.6,1,0.1,2,0.2,28561,317.34
Akita,8173,160.25,318,9.64,685,20.76,2558,77.52,2844,86.18,187,5.67,1606,48.67,12,0.36,173,5.24,273,8.27,9,0.27,4,0.67,72,12,1,0.13,-,-,7,0.88,-,-,2,0.25,13511,264.92
Yamagata,11963,284.83,1250,46.3,1656,61.33,6988,258.81,4374,162,152,5.63,1999,74.04,18,0.67,343,12.7,599,22.19,29,1.07,-,-,73,10.43,-,-,-,-,16,1.6,-,-,3,0.3,11169,265.93
Fukushima,16847,205.45,2076,42.37,1983,40.47,6233,127.2,5663,115.57,323,6.59,4373,89.24,36,0.73,612,12.49,591,12.06,52,1.06,8,0.62,255,19.62,5,0.71,1,0.14,74,10.57,2,0.29,7,1,25290,308.41
Ibaraki,26810,225.29,1293,17.47,1612,21.78,13183,178.15,9153,123.69,256,3.46,5645,76.28,98,1.32,402,5.43,1186,16.03,104,1.41,3,0.19,840,52.5,4,0.31,13,1,195,15,-,-,3,0.23,40798,342.84
Tochigi,15242,203.23,1189,25.3,699,14.87,4955,105.43,3785,80.53,140,2.98,5438,115.7,150,3.19,470,10,645,13.72,46,0.98,2,0.18,239,21.73,3,0.43,3,0.43,28,4,4,0.57,6,0.86,21614,288.19
Gunma,20673,246.11,1088,20.92,1633,31.4,6035,116.06,8709,167.48,210,4.04,6012,115.62,57,1.1,637,12.25,1601,30.79,90,1.73,4,0.31,195,15,5,0.56,3,0.33,39,4.33,-,-,7,0.78,22545,268.39
Saitama,75675,294.46,4113,25.55,4122,25.6,22530,139.94,29520,183.35,1451,9.01,21437,133.15,462,2.87,1525,9.47,4321,26.84,402,2.5,101,2.46,1049,25.59,7,0.58,14,1.17,215,17.92,2,0.17,4,0.33,70447,274.11
Chiba,58523,292.62,2336,18.84,2645,21.33,20284,163.58,21409,172.65,923,7.44,13578,109.5,458,3.69,1032,8.32,2939,23.7,236,1.9,16,0.47,695,20.44,13,1.44,12,1.33,81,9,-,-,6,0.67,64130,320.65
Tokyo,85860,207.39,5416,20.75,3433,13.15,26699,102.3,44520,170.57,1611,6.17,31066,119.03,1980,7.59,2427,9.3,5911,22.65,554,2.12,10,0.26,594,15.63,21,0.84,16,0.64,441,17.64,8,0.32,7,0.28,75136,181.49
Kanagawa,88661,244.25,4090,17.86,3499,15.28,20272,88.52,29881,130.48,1577,6.89,24156,105.48,1352,5.9,1801,7.86,5050,22.05,434,1.9,41,0.82,2156,43.12,14,1.27,30,2.73,130,11.82,1,0.09,5,0.45,76990,212.09
Niigata,23517,273.45,2580,46.91,3503,63.69,10018,182.15,7000,127.27,330,6,7089,128.89,30,0.55,485,8.82,1287,23.4,61,1.11,25,2.5,81,8.1,5,0.42,10,0.83,38,3.17,1,0.08,17,1.42,25304,294.23
Toyama,12797,272.28,1203,42.96,1788,63.86,4645,165.89,6937,247.75,216,7.71,4219,150.68,20,0.71,250,8.93,449,16.04,19,0.68,3,0.43,56,8,-,-,3,0.6,37,7.4,-,-,1,0.2,11784,250.72
Ishikawa,13536,288,739,26.39,884,31.57,2372,84.71,7020,250.71,242,8.64,3659,130.68,12,0.43,206,7.36,542,19.36,15,0.54,-,-,406,67.67,-,-,2,0.5,33,8.25,-,-,-,-,14466,307.79
Fukui,9611,246.44,1557,62.28,1018,40.72,3234,129.36,5067,202.68,103,4.12,3168,126.72,14,0.56,213,8.52,235,9.4,22,0.88,-,-,22,7.33,12,2,12,2,221,36.83,-,-,-,-,7713,197.77
Yamanashi,7205,175.73,392,16.33,431,17.96,1952,81.33,2675,111.46,84,3.5,2044,85.17,16,0.67,193,8.04,250,10.42,27,1.13,75,8.33,301,33.44,2,0.2,5,0.5,15,1.5,-,-,1,0.1,11987,292.37
Nagano,16883,194.06,1163,21.94,1154,21.77,6005,113.3,7302,137.77,247,4.66,6380,120.38,62,1.17,373,7.04,902,17.02,60,1.13,26,2.89,782,86.89,12,1,8,0.67,32,2.67,-,-,3,0.25,27894,320.62
Gifu,14579,167.57,1494,28.19,676,12.75,4382,82.68,5181,97.75,122,2.3,5596,105.58,13,0.25,395,7.45,650,12.26,55,1.04,-,-,85,7.73,6,1.2,14,2.8,117,23.4,-,-,3,0.6,29344,337.29
Shizuoka,25950,186.69,2972,33.39,2084,23.42,9008,101.21,10895,122.42,368,4.13,13996,157.26,63,0.71,778,8.74,3256,36.58,161,1.81,-,-,252,11.45,12,1.2,10,1,99,9.9,-,-,-,-,40815,293.63
Aichi,49987,256.34,4135,22.72,2375,13.05,15319,84.17,20067,110.26,743,4.08,23086,126.85,71,0.39,1083,5.95,2203,12.1,200,1.1,52,1.49,319,9.11,31,2.07,25,1.67,350,23.33,-,-,8,0.53,70064,359.3
Mie,15499,218.3,2062,46.86,1404,31.91,6097,138.57,7609,172.93,160,3.64,10348,235.18,13,0.3,387,8.8,961,21.84,39,0.89,1,0.09,35,3.18,4,0.44,15,1.67,50,5.56,-,-,1,0.11,18648,262.65
Shiga,11721,198.66,974,27.83,823,23.51,2823,80.66,4699,134.26,173,4.94,6141,175.46,28,0.8,261,7.46,412,11.77,59,1.69,1,0.13,48,6,6,0.86,13,1.86,89,12.71,-,-,10,1.43,13367,226.56
Kyoto,27695,221.56,1797,23.64,1737,22.86,5508,72.47,10848,142.74,506,6.66,7076,93.11,47,0.62,439,5.78,975,12.83,88,1.16,2,0.12,146,8.59,2,0.33,8,1.33,115,19.17,-,-,1,0.17,28942,231.54
Osaka,62500,204.92,8519,43.46,3429,17.49,20719,105.71,33043,168.59,1151,5.87,22189,113.21,117,0.6,1477,7.54,3397,17.33,301,1.54,19,0.37,615,12.06,18,1.06,19,1.12,738,43.41,3,0.18,40,2.35,58756,192.64
Hyogo,38204,192.95,5119,39.99,2769,21.63,12001,93.76,26742,208.92,569,4.45,18837,147.16,110,0.86,1019,7.96,2242,17.52,207,1.62,21,0.62,673,19.79,20,1.43,25,1.79,305,21.79,-,-,4,0.29,42076,212.51
Nara,11988,222,1741,52.76,752,22.79,3058,92.67,5639,170.88,118,3.58,4668,141.45,3,0.09,317,9.61,293,8.88,23,0.7,4,0.44,216,24,6,1,1,0.17,55,9.17,-,-,1,0.17,14862,275.22
Wakayama,9279,193.31,1548,51.6,454,15.13,2359,78.63,4719,157.3,149,4.97,3208,106.93,10,0.33,274,9.13,428,14.27,34,1.13,4,1,28,7,3,0.27,12,1.09,99,9,3,0.27,3,0.27,11874,247.38
Tottori,4843,167,699,36.79,709,37.32,4674,246,3328,175.16,103,5.42,1187,62.47,6,0.32,145,7.63,346,18.21,14,0.74,1,0.2,35,7,9,1.8,16,3.2,3,0.6,1,0.2,11,2.2,7773,268.03
Shimane,5740,151.05,654,28.43,457,19.87,1669,72.57,4016,174.61,109,4.74,1328,57.74,6,0.26,325,14.13,210,9.13,22,0.96,-,-,16,5.33,7,0.88,2,0.25,27,3.38,-,-,1,0.13,8751,230.29
Okayama,14774,175.88,1569,29.06,1279,23.69,4338,80.33,8021,148.54,139,2.57,6528,120.89,70,1.3,422,7.81,880,16.3,83,1.54,2,0.17,109,9.08,3,0.6,9,1.8,25,5,-,-,4,0.8,21132,251.57
Hiroshima,21846,193.33,2476,35.37,2293,32.76,6972,99.6,13103,187.19,326,4.66,11362,162.31,38,0.54,581,8.3,820,11.71,64,0.91,6,0.33,506,28.11,7,0.33,10,0.48,270,12.86,-,-,19,0.9,26899,238.04
Yamaguchi,15590,232.69,2915,67.79,974,22.65,6851,159.33,6503,151.23,102,2.37,5866,136.42,31,0.72,526,12.23,1010,23.49,29,0.67,-,-,121,13.44,2,0.22,2,0.22,107,11.89,1,0.11,1,0.11,16908,252.36
Tokushima,7043,190.35,992,43.13,363,15.78,1299,56.48,3028,131.65,95,4.13,3075,133.7,7,0.3,224,9.74,227,9.87,9,0.39,1,0.33,12,4,2,0.33,3,0.5,15,2.5,-,-,-,-,10850,293.24
Kagawa,8075,171.81,1037,37.04,598,21.36,2904,103.71,5942,212.21,96,3.43,3242,115.79,18,0.64,308,11,622,22.21,39,1.39,-,-,28,5.6,9,1.8,1,0.2,139,27.8,1,0.2,2,0.4,12255,260.74
Ehime,14911,248.52,2293,63.69,855,23.75,6357,176.58,8780,243.89,158,4.39,4511,125.31,8,0.22,494,13.72,1114,30.94,39,1.08,2,0.25,348,43.5,4,0.67,1,0.17,13,2.17,-,-,5,0.83,16704,278.4
Kochi,9595,218.07,1253,50.12,395,15.8,2872,114.88,2578,103.12,100,4,2078,83.12,14,0.56,210,8.4,586,23.44,19,0.76,-,-,12,4,10,1.25,2,0.25,94,11.75,1,0.13,12,1.5,13146,298.77
Fukuoka,66572,336.22,6598,54.98,2996,24.97,26785,223.21,19423,161.86,998,8.32,14606,121.72,143,1.19,1532,12.77,2606,21.72,189,1.58,9,0.35,268,10.31,18,1.2,17,1.13,196,13.07,1,0.07,13,0.87,51570,260.45
Saga,10551,277.66,1455,66.14,682,31,2926,133,2018,91.73,129,5.86,2376,108,6,0.27,407,18.5,733,33.32,16,0.73,1,0.25,27,6.75,13,2.17,12,2,184,30.67,-,-,4,0.67,15479,407.34
Nagasaki,18844,273.1,2184,50.79,1603,37.28,5444,126.6,4079,94.86,207,4.81,4950,115.12,12,0.28,411,9.56,385,8.95,43,1,18,2.57,181,25.86,4,0.33,9,0.75,129,10.75,-,-,3,0.25,22402,324.67
Kumamoto,22031,278.87,1400,28,1253,25.06,6008,120.16,10706,214.12,335,6.7,5715,114.3,33,0.66,838,16.76,1208,24.16,69,1.38,2,0.25,336,42,4,0.27,16,1.07,44,2.93,1,0.07,-,-,27209,344.42
Oita,17059,294.12,1556,43.22,1304,36.22,4978,138.28,12449,345.81,160,4.44,4196,116.56,14,0.39,589,16.36,904,25.11,90,2.5,1,0.2,108,21.6,1,0.09,7,0.64,195,17.73,-,-,4,0.36,17924,309.03
Miyazaki,17374,304.81,2351,67.17,1543,44.09,6421,183.46,7601,217.17,184,5.26,2770,79.14,29,0.83,506,14.46,1462,41.77,55,1.57,2,0.33,169,28.17,-,-,1,0.14,27,3.86,-,-,3,0.43,19952,350.04
Kagoshima,20628,234.41,3103,62.06,4063,81.26,5945,118.9,10691,213.82,260,5.2,8007,160.14,30,0.6,568,11.36,1278,25.56,74,1.48,1,0.14,253,36.14,4,0.33,2,0.17,132,11,-,-,1,0.08,30220,343.41
Okinawa,21467,405.04,1400,46.67,836,27.87,3565,118.83,2157,71.9,253,8.43,1282,42.73,11,0.37,198,6.6,425,14.17,61,2.03,4,0.5,408,51,9,1.29,12,1.71,328,46.86,-,-,2,0.29,21450,404.72
