"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15th week, 2026",,,,,,"Data collected as of April 15, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,5444,1.46,1186,0.53,529,0.23,5132,2.28,10396,4.61,736,0.33,251,0.11,184,0.08,565,0.25,74,0.03,55,0.02,3,0,278,0.4,9,0.02,9,0.02,78,0.16,3,0.01,33,0.07,2340,0.63
Hokkaido,712,4.29,57,0.57,20,0.2,500,5,388,3.88,33,0.33,4,0.04,12,0.12,9,0.09,-,-,-,-,-,-,2,0.07,-,-,-,-,5,0.22,-,-,-,-,98,0.59
Aomori,132,2.54,11,0.32,5,0.15,71,2.09,99,2.91,4,0.12,1,0.03,-,-,9,0.26,-,-,-,-,-,-,1,0.1,-,-,-,-,1,0.17,-,-,-,-,109,2.1
Iwate,103,2.45,14,0.52,5,0.19,86,3.19,153,5.67,3,0.11,-,-,13,0.48,7,0.26,-,-,-,-,-,-,3,0.21,-,-,1,0.05,3,0.16,-,-,-,-,94,2.24
Miyagi,116,2.11,10,0.32,3,0.1,74,2.39,130,4.19,7,0.23,-,-,1,0.03,5,0.16,1,0.03,2,0.06,-,-,6,0.5,-,-,-,-,2,0.2,-,-,-,-,78,1.42
Akita,53,2.12,1,0.08,2,0.15,26,2,81,6.23,10,0.77,1,0.08,3,0.23,-,-,-,-,-,-,-,-,3,0.43,-,-,-,-,-,-,-,-,-,-,59,2.36
Yamagata,157,4.03,53,2.04,10,0.38,137,5.27,99,3.81,5,0.19,1,0.04,1,0.04,9,0.35,-,-,-,-,-,-,4,0.5,1,0.1,-,-,-,-,-,-,-,-,33,0.85
Fukushima,75,1.56,16,0.57,4,0.14,53,1.89,88,3.14,23,0.82,-,-,1,0.04,5,0.18,1,0.04,-,-,-,-,7,0.54,-,-,-,-,-,-,-,-,-,-,45,0.94
Ibaraki,64,0.96,13,0.35,6,0.16,107,2.89,174,4.7,3,0.08,-,-,3,0.08,7,0.19,2,0.05,2,0.05,-,-,25,1.47,-,-,-,-,3,0.23,-,-,-,-,46,0.69
Tochigi,57,1.21,23,0.85,1,0.04,76,2.81,98,3.63,4,0.15,-,-,1,0.04,8,0.3,-,-,1,0.04,-,-,14,1.17,-,-,-,-,-,-,-,-,-,-,38,0.81
Gunma,54,1.2,5,0.2,11,0.44,47,1.88,152,6.08,19,0.76,-,-,-,-,11,0.44,-,-,-,-,-,-,1,0.1,-,-,-,-,6,0.67,-,-,1,0.11,33,0.73
Saitama,171,0.97,45,0.41,27,0.24,206,1.86,504,4.54,55,0.5,7,0.06,8,0.07,34,0.31,2,0.02,4,0.04,1,0.02,6,0.14,1,0.08,-,-,3,0.25,-,-,1,0.08,156,0.89
Chiba,190,1.05,34,0.31,7,0.06,263,2.41,376,3.45,25,0.23,4,0.04,5,0.05,18,0.17,4,0.04,3,0.03,-,-,14,0.41,-,-,-,-,-,-,-,-,1,0.11,136,0.75
Tokyo,401,0.96,71,0.27,28,0.11,335,1.28,1239,4.75,91,0.35,22,0.08,10,0.04,76,0.29,3,0.01,8,0.03,-,-,10,0.26,-,-,1,0.04,1,0.04,1,0.04,2,0.08,236,0.57
Kanagawa,252,1.06,30,0.21,16,0.11,222,1.57,574,4.07,37,0.26,6,0.04,6,0.04,35,0.25,3,0.02,3,0.02,-,-,36,0.75,-,-,-,-,-,-,-,-,2,0.17,176,0.74
Niigata,121,2.2,16,0.53,8,0.27,93,3.1,94,3.13,3,0.1,1,0.03,11,0.37,12,0.4,-,-,-,-,2,0.22,-,-,1,0.08,-,-,8,0.62,-,-,-,-,40,0.73
Toyama,146,3.11,20,0.71,10,0.36,113,4.04,219,7.82,6,0.21,4,0.14,-,-,4,0.14,2,0.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50,1.06
Ishikawa,113,2.4,27,0.96,8,0.29,96,3.43,195,6.96,11,0.39,12,0.43,1,0.04,2,0.07,1,0.04,-,-,-,-,6,0.86,-,-,-,-,-,-,-,-,-,-,16,0.34
Fukui,109,2.79,20,0.8,6,0.24,92,3.68,87,3.48,10,0.4,18,0.72,2,0.08,6,0.24,6,0.24,-,-,-,-,3,1,-,-,-,-,3,0.5,-,-,-,-,20,0.51
Yamanashi,24,0.69,2,0.1,3,0.14,17,0.81,46,2.19,10,0.48,-,-,-,-,1,0.05,-,-,1,0.05,-,-,1,0.11,-,-,-,-,-,-,1,0.1,-,-,51,1.46
Nagano,152,3.04,5,0.18,3,0.11,53,1.89,156,5.57,3,0.11,6,0.21,2,0.07,5,0.18,1,0.04,1,0.04,-,-,5,0.5,-,-,-,-,4,0.33,1,0.08,6,0.5,45,0.9
Gifu,53,1.2,5,0.19,3,0.12,41,1.58,256,9.85,6,0.23,7,0.27,2,0.08,5,0.19,1,0.04,2,0.08,-,-,-,-,-,-,1,0.2,2,0.4,-,-,1,0.2,11,0.25
Shizuoka,51,0.46,42,0.63,4,0.06,94,1.4,183,2.73,13,0.19,7,0.1,7,0.1,15,0.22,3,0.04,-,-,-,-,1,0.05,-,-,-,-,-,-,-,-,1,0.1,43,0.38
Aichi,184,1.13,32,0.32,15,0.15,133,1.32,449,4.45,34,0.34,4,0.04,6,0.06,22,0.22,1,0.01,3,0.03,-,-,8,0.23,1,0.07,2,0.13,7,0.47,-,-,4,0.27,63,0.39
Mie,66,0.96,25,0.58,9,0.21,77,1.79,202,4.7,6,0.14,-,-,1,0.02,8,0.19,1,0.02,2,0.05,-,-,-,-,-,-,-,-,2,0.22,-,-,1,0.11,18,0.26
Shiga,53,1.36,10,0.43,2,0.09,29,1.26,69,3,9,0.39,1,0.04,3,0.13,4,0.17,-,-,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,25,0.64
Kyoto,80,1.25,1,0.03,13,0.35,93,2.51,174,4.7,17,0.46,2,0.05,2,0.05,5,0.14,-,-,3,0.08,-,-,-,-,1,0.14,-,-,2,0.29,-,-,1,0.14,37,0.58
Osaka,265,0.92,109,0.6,56,0.31,280,1.53,884,4.83,57,0.31,3,0.02,8,0.04,44,0.24,3,0.02,7,0.04,-,-,10,0.19,-,-,-,-,3,0.17,-,-,-,-,105,0.37
Hyogo,184,1.14,46,0.45,24,0.24,183,1.79,483,4.74,40,0.39,8,0.08,5,0.05,13,0.13,2,0.02,1,0.01,-,-,7,0.2,-,-,-,-,1,0.07,-,-,7,0.5,70,0.43
