disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id,mapping_scope,target_kind,target_code,mapping_relation,comparability,projection_policy,aggregation_policy,definition_version
D037,Malaria,Malaria,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D037,exact,conditional,canonical,direct_only,source-current
D116,Melioidosis,Melioidosis,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. Weekly series begins in 2023; published confirmed and probable reports only.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D116,exact,conditional,canonical,direct_only,source-current
D039,Mumps,Mumps,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. Table may include confirmed, probable and unknown classification; unknown is a reporting status, not a clinical certainty class.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D039,exact,conditional,canonical,direct_only,source-current
D028,Pertussis,Pertussis,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. Weekly table may include confirmed, probable and unknown classification.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D028,exact,conditional,canonical,direct_only,source-current
D112,Psittacosis,Psittacosis,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D112,exact,conditional,canonical,direct_only,source-current
D040,Rubella,Rubella,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. From 2025 weekly tables publish confirmed only; prior years include confirmed and unknown.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D040,exact,conditional,canonical,direct_only,source-current
D105,Shigellosis,Shigellosis,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. Probable may include CIDT-positive Shigella/EIEC; not all reports are culture-confirmed Shigella.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D105,exact,conditional,canonical,direct_only,source-current
D120,Tetanus,Tetanus,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. Weekly table is all reports, not confirmed-only.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D120,exact,conditional,canonical,direct_only,source-current
D122,Trichinellosis,Trichinellosis,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. 2023 weekly publication criteria are confirmed and probable, despite broader notice requirements.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D122,exact,conditional,canonical,direct_only,source-current
D025,Tuberculosis,Tuberculosis,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. Active tuberculosis disease only; latent TB is excluded. CDC releases this weekly table quarterly.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D025,exact,conditional,canonical,direct_only,source-current
D123,Tularemia,Tularemia,NNDSS weekly provisional report count,,"Disease identity manually checked against CDC/NNDSS current surveillance case definition; weekly table values are provisional aggregate reports, not individually adjudicated confirmed cases. Publication criteria and historical definitions may change; direct-source series only. CDC definitions: https://ndc.services.cdc.gov/case-definitions/; weekly data: https://www.cdc.gov/nndss/infectious-disease/. 2026 case definition adds suspect classification; weekly publication remains confirmed and probable.",US CDC,SRC_US_NNDSS,,source_category_dimension,concept,D123,exact,conditional,canonical,direct_only,source-current
