disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id,mapping_scope,target_kind,target_code,mapping_relation,comparability,projection_policy,aggregation_policy,definition_version
D002,Cholera,label:9e844c4d229a04ff8895,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D002,exact,conditional,canonical,direct_only,source-current
D144,Creutzfeldt-Jakob disease,label:e6628a15820b1632a3cc,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D144,exact,conditional,canonical,direct_only,source-current
D096,Cryptosporidiosis,label:5dce28b21854725369d4,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D096,exact,conditional,canonical,direct_only,source-current
D021,Dengue fever,label:29eb8217d47b2d219bb9,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D021,exact,conditional,canonical,direct_only,source-current
D029,Diphtheria,label:41d8acb5d8b7f2995160,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D029,exact,conditional,canonical,direct_only,source-current
D050,Ebola hemorrhagic fever,label:8d39c092cb508fa71419,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D050,exact,conditional,canonical,direct_only,source-current
D045,Echinococcosis,label:a510411df2ca0888eb84,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D045,exact,conditional,canonical,direct_only,source-current
D115,Enterohemorrhagic E. coli infection (EHEC),label:3e1a381675a34da09bf6,All-case,,EHEC is defined as verotoxin-producing E. coli and matches the STEC/VTEC concept; exact. MHLW: https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou11/01-03-03.html; JIHS: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D115,exact,conditional,canonical,direct_only,source-current
D137,Epidemic keratoconjunctivitis,label:7a1976678cd0695a79fc,Sentinel,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; sentinel counts are not population-wide totals. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D137,exact,conditional,canonical,direct_only,source-current
D099,Giardiasis,label:e4606d6d2d360f169986,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D099,exact,conditional,canonical,direct_only,source-current
D048,Hand-foot-and-mouth disease,label:a2bcd8a7c847c80b9cf6,Sentinel,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; sentinel counts are not population-wide totals. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D048,exact,conditional,canonical,direct_only,source-current
D007,Hepatitis A,label:617f8de707a2e5bdf33c,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D007,exact,conditional,canonical,direct_only,source-current
D011,Hepatitis E,label:1545461763edcb9ac80d,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D011,exact,conditional,canonical,direct_only,source-current
D038,Influenza,label:6fc7f0c3363bba85afaf,Sentinel,,Seasonal influenza only; excludes avian and pandemic influenza. Mapped narrower than broad influenza concept; sentinel reporting. MHLW definition: https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou11/01-05-28.html; JIHS: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D038,narrower,conditional,canonical,direct_only,source-current
D100,Invasive Haemophilus influenzae infection,label:ab2daed9ad5458c4b647,All-case,,Invasive Haemophilus influenzae disease only; mapped narrower than broad H. influenzae concept. MHLW: https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou11/01-05-44.html; JIHS all-case table: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D100,narrower,conditional,canonical,direct_only,source-current
D110,Invasive meningococcal disease,label:355e4c4fedf2c5625e77,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D110,exact,conditional,canonical,direct_only,source-current
D106,Invasive pneumococcal disease,label:16503bcb4c98befe383f,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D106,exact,conditional,canonical,direct_only,source-current
D020,Japanese encephalitis,label:eea636e0c50743f1133d,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D020,exact,conditional,canonical,direct_only,source-current
D053,Lassa fever,label:3b5b24cefddf929e450b,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D053,exact,conditional,canonical,direct_only,source-current
D107,Legionellosis,label:0d1932e54251bf9614d7,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D107,exact,conditional,canonical,direct_only,source-current
D035,Leptospirosis,label:4064782dcd2132644f32,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D035,exact,conditional,canonical,direct_only,source-current
D109,Lyme disease,label:0311c51ff9e7dbfdf800,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D109,exact,conditional,canonical,direct_only,source-current
D049,MERS (Middle East respiratory syndrome),label:15165f6ba245c4a93237,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D049,exact,conditional,canonical,direct_only,source-current
D037,Malaria,label:a0f0934bfa07f9fbf52c,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D037,exact,conditional,canonical,direct_only,source-current
D017,Measles,label:83fb135d6b71a84ba936,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D017,exact,conditional,canonical,direct_only,source-current
D065,Mpox,label:b92f7a64782409133645,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D065,exact,conditional,canonical,direct_only,source-current
D039,Mumps,label:1482a2ac2d84c3c19a9a,Sentinel,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; sentinel counts are not population-wide totals. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D039,exact,conditional,canonical,direct_only,source-current
D140,Mycoplasma pneumonia,label:48e3d9b16ef73768a9f7,Sentinel,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; sentinel counts are not population-wide totals. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D140,exact,conditional,canonical,direct_only,source-current
D028,Pertussis (Whooping cough),label:f507a270b1f91c363f15,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D028,exact,conditional,canonical,direct_only,source-current
D001,Plague,label:2af3dec4b269fc6ffb45,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D001,exact,conditional,canonical,direct_only,source-current
D112,Psittacosis (Ornithosis),label:d497189d7d6dde7a4e3e,All-case,,Manually checked against MHLW disease definitions and JIHS IDWR 2025-W01 original tables; label and case scope matched. Values are provisional weekly reports; category preserves all-case versus sentinel sampling. MHLW: https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/kenkou_iryou/kenkou/kekkaku-kansenshou/kekkaku-kansenshou11/01.html; JIHS all-case CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/zensu01.csv; sentinel CSV: https://id-info.jihs.go.jp/en/surveillance/idwr/rapid/2025/01/teiten01.csv.,JP NIID Weekly,SRC_JP_NIID,,source_category_dimension,concept,D112,exact,conditional,canonical,direct_only,source-current
