"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"26th week, 2025",,,,,,"Data collected as of July 2, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,194889,50.58,,,,
Hokkaido,7158,42.61,,,,
Aomori,2198,42.27,,,,
Iwate,2900,70.73,,,,
Miyagi,3401,62.98,,,,
Akita,1046,41.84,,,,
Yamagata,2179,57.34,,,,
Fukushima,2772,57.75,,,,
Ibaraki,4549,66.9,,,,
Tochigi,3450,73.4,,,,
Gunma,3261,72.47,,,,
Saitama,12994,73.83,,,,
Chiba,11030,59.95,,,,
Tokyo,21803,52.29,,,,
Kanagawa,15370,63.51,,,,
Niigata,2674,51.42,,,,
Toyama,2619,54.56,,,,
Ishikawa,2216,47.15,,,,
Fukui,1192,30.56,,,,
Yamanashi,1030,29.43,,,,
Nagano,3550,43.83,,,,
Gifu,1425,31.67,,,,
Shizuoka,5362,38.58,,,,
Aichi,9098,55.82,,,,
Mie,2818,40.26,,,,
Shiga,2466,42.52,,,,
Kyoto,2937,45.89,,,,
Osaka,10330,35.38,,,,
Hyogo,7508,45.5,,,,
Nara,1440,36,,,,
Wakayama,1712,38.04,,,,
Tottori,1332,45.93,,,,
Shimane,903,45.15,,,,
Okayama,2457,49.14,,,,
Hiroshima,4167,43.86,,,,
Yamaguchi,3795,60.24,,,,
Tokushima,1217,35.79,,,,
Kagawa,1676,41.9,,,,
Ehime,2746,72.26,,,,
Kochi,1518,39.95,,,,
Fukuoka,5106,41.85,,,,
Saga,1135,47.29,,,,
Nagasaki,2771,54.33,,,,
Kumamoto,3256,44.6,,,,
Oita,2971,51.22,,,,
Miyazaki,1172,41.86,,,,
Kagoshima,3355,58.86,,,,
Okinawa,2824,62.76,,,,
