"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"51st week, 2025",,,,,,"Data collected as of December 24, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,126127,32.73,1480,0.63,750,0.32,6512,2.77,12510,5.33,908,0.39,136,0.06,1191,0.51,509,0.22,51,0.02,80,0.03,9,0.01,419,0.6,15,0.03,13,0.03,389,0.81,6,0.01,12,0.02,4778,1.24
Hokkaido,3145,18.83,207,2.05,44,0.44,493,4.88,342,3.39,81,0.8,18,0.18,51,0.5,16,0.16,3,0.03,3,0.03,-,-,2,0.07,-,-,1,0.04,46,2,-,-,-,-,735,4.4
Aomori,1059,20.37,11,0.32,11,0.32,46,1.35,101,2.97,22,0.65,-,-,3,0.09,8,0.24,2,0.06,1,0.03,-,-,-,-,-,-,-,-,9,1.5,-,-,-,-,70,1.35
Iwate,655,15.6,16,0.59,7,0.26,70,2.59,214,7.93,16,0.59,3,0.11,33,1.22,7,0.26,1,0.04,-,-,-,-,5,0.36,1,0.05,-,-,10,0.53,-,-,1,0.05,112,2.67
Miyagi,1174,21.35,8,0.26,8,0.26,81,2.61,120,3.87,8,0.26,-,-,12,0.39,11,0.35,-,-,2,0.06,-,-,10,0.83,-,-,-,-,11,1.1,-,-,-,-,114,2.07
Akita,283,11.32,2,0.15,1,0.08,23,1.77,46,3.54,10,0.77,-,-,11,0.85,3,0.23,-,-,-,-,2,0.29,1,0.14,-,-,-,-,14,1.75,-,-,-,-,45,1.8
Yamagata,997,25.56,28,1.08,12,0.46,122,4.69,99,3.81,9,0.35,-,-,25,0.96,6,0.23,-,-,-,-,-,-,-,-,-,-,-,-,6,0.6,-,-,-,-,64,1.64
Fukushima,783,16.31,26,0.93,4,0.14,64,2.29,144,5.14,16,0.57,-,-,3,0.11,7,0.25,1,0.04,-,-,-,-,15,1.15,-,-,-,-,8,1.14,1,0.14,2,0.29,184,3.83
Ibaraki,2305,34.4,11,0.3,14,0.38,199,5.38,235,6.35,23,0.62,-,-,7,0.19,5,0.14,3,0.08,1,0.03,-,-,28,1.65,-,-,-,-,9,0.69,-,-,-,-,145,2.16
Tochigi,1134,24.13,13,0.48,4,0.15,90,3.33,135,5,18,0.67,-,-,4,0.15,10,0.37,1,0.04,-,-,-,-,5,0.42,-,-,-,-,11,1.57,-,-,-,-,94,2
