"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2023",,,,,,"Data collected as of July 19, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,8640,1.76,9882,3.16,1728,0.55,4520,1.45,12195,3.9,309,0.1,3780,1.21,67,0.02,888,0.28,21443,6.86,273,0.09,10,0.01,296,0.43,6,0.01,23,0.05,12,0.03,1,0,4,0.01,54150,11.04
Hokkaido,33,0.15,313,2.3,124,0.91,288,2.12,226,1.66,21,0.15,48,0.35,1,0.01,16,0.12,1665,12.24,13,0.1,-,-,3,0.1,-,-,-,-,1,0.04,-,-,1,0.04,1859,8.45
Aomori,-,-,32,0.84,6,0.16,13,0.34,112,2.95,2,0.05,18,0.47,-,-,11,0.29,372,9.79,27,0.71,-,-,-,-,-,-,-,-,4,0.67,-,-,-,-,243,4.05
Iwate,6,0.1,85,2.13,8,0.2,31,0.78,161,4.03,1,0.03,95,2.38,3,0.08,15,0.38,740,18.5,1,0.03,-,-,2,0.14,-,-,-,-,-,-,1,0.05,-,-,440,6.98
Miyagi,22,0.24,242,4.4,22,0.4,30,0.55,141,2.56,5,0.09,118,2.15,2,0.04,21,0.38,1134,20.62,2,0.04,-,-,2,0.17,-,-,-,-,-,-,-,-,-,-,921,10.12
Akita,2,0.04,37,1.09,6,0.18,13,0.38,98,2.88,-,-,29,0.85,-,-,6,0.18,324,9.53,-,-,-,-,4,0.57,-,-,-,-,-,-,-,-,-,-,226,4.35
Yamagata,-,-,91,3.25,15,0.54,25,0.89,97,3.46,2,0.07,18,0.64,-,-,9,0.32,382,13.64,4,0.14,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-,231,5.37
Fukushima,86,1.05,187,3.82,22,0.45,34,0.69,115,2.35,1,0.02,89,1.82,2,0.04,23,0.47,398,8.12,1,0.02,-,-,3,0.23,-,-,-,-,-,-,-,-,-,-,686,8.37
Ibaraki,122,1.02,180,2.4,30,0.4,133,1.77,321,4.28,13,0.17,254,3.39,1,0.01,13,0.17,384,5.12,6,0.08,-,-,18,1.06,-,-,-,-,1,0.08,-,-,-,-,1239,10.33
Tochigi,36,0.47,199,4.15,10,0.21,50,1.04,58,1.21,-,-,96,2,1,0.02,15,0.31,383,7.98,7,0.15,-,-,7,0.58,1,0.14,-,-,-,-,-,-,1,0.14,508,6.68
Gunma,32,0.38,135,2.55,41,0.77,59,1.11,278,5.25,6,0.11,11,0.21,-,-,13,0.25,543,10.25,33,0.62,-,-,3,0.21,-,-,1,0.11,-,-,-,-,-,-,610,7.18
Saitama,278,1.11,395,2.55,99,0.64,298,1.92,922,5.95,22,0.14,297,1.92,-,-,39,0.25,1359,8.77,24,0.15,3,0.08,10,0.25,-,-,1,0.09,-,-,-,-,-,-,2386,9.54
Chiba,217,1.1,254,2.07,62,0.5,189,1.54,644,5.24,8,0.07,114,0.93,7,0.06,21,0.17,1077,8.76,12,0.1,1,0.03,14,0.41,-,-,-,-,-,-,-,-,-,-,2597,13.18
Tokyo,514,1.24,629,2.42,102,0.39,344,1.32,1170,4.5,31,0.12,143,0.55,2,0.01,73,0.28,1714,6.59,10,0.04,-,-,26,0.68,1,0.04,1,0.04,-,-,-,-,-,-,3407,8.25
Kanagawa,234,0.64,564,2.41,77,0.33,278,1.19,805,3.44,29,0.12,158,0.68,6,0.03,60,0.26,1432,6.12,23,0.1,-,-,37,0.8,-,-,1,0.1,1,0.1,-,-,-,-,2954,8.14
Niigata,79,0.94,285,5.28,25,0.46,43,0.8,357,6.61,4,0.07,208,3.85,-,-,15,0.28,553,10.24,3,0.06,-,-,1,0.1,-,-,-,-,-,-,-,-,1,0.08,662,7.88
Toyama,2,0.04,103,3.55,10,0.34,55,1.9,97,3.34,2,0.07,34,1.17,-,-,5,0.17,123,4.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,290,6.04
Ishikawa,4,0.08,62,2.14,6,0.21,18,0.62,172,5.93,4,0.14,47,1.62,-,-,12,0.41,131,4.52,2,0.07,2,0.29,-,-,-,-,-,-,-,-,-,-,-,-,628,13.08
Fukui,1,0.03,72,2.88,23,0.92,27,1.08,91,3.64,1,0.04,58,2.32,1,0.04,7,0.28,117,4.68,3,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,269,6.9
Yamanashi,12,0.29,84,3.5,6,0.25,2,0.08,80,3.33,2,0.08,16,0.67,-,-,5,0.21,166,6.92,1,0.04,-,-,5,0.56,-,-,-,-,-,-,-,-,-,-,432,10.54
Nagano,14,0.16,127,2.4,28,0.53,45,0.85,244,4.6,12,0.23,42,0.79,3,0.06,6,0.11,639,12.06,2,0.04,1,0.1,15,1.5,-,-,-,-,-,-,-,-,-,-,704,8.19
Gifu,29,0.33,191,3.6,20,0.38,44,0.83,139,2.62,3,0.06,26,0.49,4,0.08,15,0.28,260,4.91,1,0.02,-,-,2,0.18,-,-,1,0.2,-,-,-,-,-,-,1207,13.87
Shizuoka,154,1.11,346,3.89,35,0.39,62,0.7,316,3.55,5,0.06,82,0.92,6,0.07,19,0.21,589,6.62,5,0.06,-,-,4,0.18,1,0.1,1,0.1,1,0.1,-,-,-,-,1497,10.77
Aichi,311,1.59,472,2.59,83,0.46,238,1.31,571,3.14,8,0.04,43,0.24,4,0.02,47,0.26,1100,6.04,14,0.08,-,-,14,0.4,1,0.07,-,-,-,-,-,-,-,-,2872,14.73
Mie,194,2.69,327,7.27,16,0.36,27,0.6,170,3.78,4,0.09,17,0.38,-,-,13,0.29,446,9.91,-,-,-,-,2,0.18,1,0.11,2,0.22,1,0.11,-,-,-,-,1118,15.53
Shiga,67,1.14,64,1.78,9,0.25,50,1.39,111,3.08,11,0.31,36,1,1,0.03,10,0.28,171,4.75,1,0.03,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,698,11.83
Kyoto,107,0.85,84,1.09,76,0.99,149,1.94,176,2.29,5,0.06,31,0.4,-,-,17,0.22,243,3.16,6,0.08,-,-,2,0.11,-,-,-,-,-,-,-,-,1,0.14,1347,10.69
Osaka,267,0.9,322,1.66,217,1.12,422,2.18,621,3.2,29,0.15,92,0.47,3,0.02,55,0.28,925,4.77,13,0.07,-,-,23,0.44,-,-,2,0.12,-,-,-,-,-,-,3036,10.22
Hyogo,381,1.91,459,3.56,157,1.22,152,1.18,543,4.21,10,0.08,80,0.62,1,0.01,47,0.36,572,4.43,6,0.05,-,-,14,0.4,-,-,1,0.07,-,-,-,-,-,-,2138,10.74
Nara,15,0.27,103,3.03,30,0.88,110,3.24,136,4,2,0.06,9,0.26,-,-,8,0.24,141,4.15,-,-,-,-,11,1.1,-,-,-,-,-,-,-,-,-,-,599,10.89
Wakayama,30,0.61,72,2.4,7,0.23,28,0.93,77,2.57,4,0.13,7,0.23,-,-,7,0.23,170,5.67,-,-,-,-,1,0.25,-,-,1,0.09,-,-,-,-,-,-,707,14.43
Tottori,20,0.69,113,5.95,8,0.42,55,2.89,92,4.84,1,0.05,28,1.47,-,-,6,0.32,96,5.05,1,0.05,-,-,1,0.2,-,-,1,0.2,-,-,-,-,-,-,368,12.69
Shimane,7,0.18,153,6.65,11,0.48,11,0.48,102,4.43,1,0.04,130,5.65,-,-,10,0.43,87,3.78,3,0.13,-,-,-,-,1,0.13,2,0.25,-,-,-,-,-,-,332,8.74
Okayama,39,0.46,195,3.61,11,0.2,38,0.7,195,3.61,6,0.11,159,2.94,-,-,13,0.24,176,3.26,2,0.04,1,0.08,5,0.42,-,-,-,-,-,-,-,-,-,-,780,9.29
Hiroshima,81,0.72,176,2.51,42,0.6,148,2.11,292,4.17,3,0.04,65,0.93,-,-,15,0.21,274,3.91,-,-,-,-,9,0.47,-,-,1,0.05,-,-,-,-,-,-,1245,11.12
Yamaguchi,271,4.04,217,5.05,4,0.09,132,3.07,171,3.98,-,-,135,3.14,1,0.02,12,0.28,179,4.16,14,0.33,-,-,2,0.22,-,-,-,-,2,0.22,-,-,-,-,745,11.12
Tokushima,5,0.14,164,7.13,5,0.22,2,0.09,59,2.57,-,-,20,0.87,-,-,9,0.39,78,3.39,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,403,10.89
