"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2nd week, 2025",,,,,,"Data collected as of January 15, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,172417,35.02,1058,0.34,981,0.31,5417,1.73,12935,4.13,1098,0.35,515,0.16,2929,0.94,634,0.2,30,0.01,84,0.03,47,0.07,773,1.12,11,0.02,16,0.03,531,1.11,2,0,4,0.01,34857,7.08
Hokkaido,5942,26.89,155,1.15,48,0.36,324,2.4,202,1.5,140,1.04,46,0.34,65,0.48,19,0.14,6,0.04,3,0.02,-,-,13,0.45,-,-,-,-,38,1.81,-,-,-,-,2337,10.57
Aomori,1341,23.12,13,0.35,22,0.59,39,1.05,100,2.7,13,0.35,9,0.24,131,3.54,6,0.16,1,0.03,-,-,-,-,2,0.2,-,-,1,0.17,16,2.67,-,-,-,-,499,8.6
Iwate,2225,35.89,7,0.18,12,0.31,99,2.54,173,4.44,14,0.36,16,0.41,41,1.05,6,0.15,-,-,1,0.03,-,-,12,0.86,1,0.05,-,-,16,0.84,-,-,-,-,795,12.82
Miyagi,3773,41.46,8,0.15,43,0.78,100,1.82,167,3.04,25,0.45,18,0.33,104,1.89,12,0.22,-,-,1,0.02,-,-,18,1.5,-,-,-,-,8,0.8,-,-,-,-,1091,11.99
Akita,975,18.75,5,0.15,5,0.15,21,0.62,105,3.09,9,0.26,9,0.26,1,0.03,3,0.09,-,-,-,-,-,-,4,0.57,-,-,-,-,10,1.25,-,-,-,-,441,8.48
Yamagata,1370,32.62,5,0.19,29,1.07,53,1.96,65,2.41,8,0.3,17,0.63,16,0.59,9,0.33,1,0.04,-,-,-,-,1,0.13,-,-,-,-,12,1.2,-,-,-,-,313,7.45
Fukushima,2970,36.22,14,0.29,24,0.49,57,1.16,119,2.43,17,0.35,11,0.22,111,2.27,16,0.33,-,-,-,-,-,-,30,2.31,-,-,-,-,8,1.14,-,-,-,-,941,11.48
Ibaraki,4890,40.75,15,0.2,24,0.32,428,5.71,261,3.48,14,0.19,7,0.09,61,0.81,8,0.11,-,-,2,0.03,-,-,66,3.88,-,-,-,-,18,1.38,-,-,-,-,1357,11.31
Tochigi,3072,40.42,19,0.4,9,0.19,84,1.75,120,2.5,10,0.21,8,0.17,98,2.04,13,0.27,-,-,-,-,2,0.17,23,1.92,1,0.14,-,-,4,0.57,-,-,-,-,819,10.78
Gunma,3121,36.72,5,0.09,21,0.4,51,0.96,269,5.08,22,0.42,8,0.15,36,0.68,9,0.17,-,-,1,0.02,-,-,14,1,-,-,1,0.11,9,1,-,-,-,-,794,9.34
Saitama,9131,34.98,67,0.41,38,0.23,324,1.98,749,4.57,72,0.44,44,0.27,464,2.83,25,0.15,-,-,9,0.05,17,0.4,37,0.88,1,0.08,1,0.08,19,1.58,-,-,-,-,2049,7.85
Chiba,8045,40.02,14,0.11,38,0.3,333,2.62,685,5.39,32,0.25,17,0.13,342,2.69,27,0.21,1,0.01,6,0.05,4,0.12,44,1.33,1,0.11,-,-,6,0.67,-,-,-,-,1584,7.88
Tokyo,9166,21.93,86,0.33,34,0.13,409,1.56,1515,5.76,157,0.6,35,0.13,640,2.43,58,0.22,3,0.01,10,0.04,2,0.05,37,0.95,1,0.04,3,0.12,25,1,-,-,-,-,1561,3.73
Kanagawa,9569,26.73,56,0.24,25,0.11,268,1.17,955,4.17,98,0.43,26,0.11,364,1.59,32,0.14,3,0.01,8,0.03,1,0.02,78,1.63,-,-,1,0.08,10,0.83,-,-,-,-,1779,4.97
Niigata,3041,35.36,13,0.24,25,0.45,161,2.93,90,1.64,36,0.65,19,0.35,46,0.84,11,0.2,1,0.02,4,0.07,2,0.2,9,0.9,-,-,-,-,18,1.38,-,-,-,-,799,9.29
Toyama,1661,34.6,5,0.17,13,0.45,104,3.59,162,5.59,6,0.21,2,0.07,3,0.1,8,0.28,-,-,2,0.07,2,0.29,3,0.43,-,-,-,-,5,1,-,-,-,-,404,8.42
Ishikawa,2233,46.52,10,0.34,13,0.45,51,1.76,202,6.97,35,1.21,-,-,14,0.48,4,0.14,1,0.03,-,-,-,-,25,3.57,-,-,-,-,5,1,-,-,-,-,334,6.96
Fukui,1448,37.13,15,0.6,5,0.2,27,1.08,140,5.6,12,0.48,6,0.24,-,-,4,0.16,1,0.04,-,-,-,-,4,1.33,-,-,-,-,7,1.17,1,0.17,-,-,200,5.13
Yamanashi,1568,38.24,3,0.13,8,0.33,9,0.38,77,3.21,4,0.17,6,0.25,7,0.29,1,0.04,-,-,2,0.08,-,-,31,3.44,-,-,-,-,4,0.4,-,-,-,-,438,10.68
Nagano,3477,39.51,14,0.26,9,0.17,53,0.98,147,2.72,17,0.31,22,0.41,49,0.91,9,0.17,-,-,-,-,-,-,38,3.8,-,-,-,-,15,1.25,-,-,-,-,950,10.8
Gifu,2911,33.46,18,0.34,21,0.4,52,0.98,148,2.79,4,0.08,1,0.02,4,0.08,17,0.32,-,-,1,0.02,1,0.09,2,0.18,-,-,2,0.4,9,1.8,-,-,-,-,825,9.48
Shizuoka,6635,47.73,19,0.21,22,0.25,85,0.96,412,4.63,19,0.21,3,0.03,34,0.38,16,0.18,-,-,4,0.04,-,-,10,0.48,-,-,-,-,15,1.5,-,-,-,-,1250,8.99
Aichi,8374,42.94,50,0.27,46,0.25,184,1.01,675,3.71,21,0.12,9,0.05,20,0.11,16,0.09,2,0.01,3,0.02,1,0.03,13,0.37,-,-,1,0.07,21,1.4,-,-,-,-,1786,9.16
Mie,2815,39.1,32,0.71,21,0.47,67,1.49,228,5.07,7,0.16,2,0.04,7,0.16,15,0.33,2,0.04,1,0.02,1,0.08,1,0.08,-,-,-,-,6,0.67,-,-,-,-,538,7.47
Shiga,1931,32.18,10,0.28,6,0.17,39,1.08,109,3.03,17,0.47,3,0.08,11,0.31,7,0.19,1,0.03,1,0.03,-,-,-,-,-,-,-,-,3,0.43,-,-,-,-,406,6.77
Kyoto,3950,31.85,14,0.19,41,0.55,109,1.45,226,3.01,18,0.24,5,0.07,39,0.52,11,0.15,-,-,1,0.01,-,-,4,0.27,-,-,-,-,10,1.43,-,-,-,-,620,5
Osaka,7528,24.93,157,0.81,45,0.23,184,0.95,771,3.99,29,0.15,25,0.13,25,0.13,36,0.19,1,0.01,5,0.03,6,0.12,26,0.5,1,0.06,1,0.06,12,0.67,1,0.06,1,0.06,1137,3.76
Hyogo,6969,35.38,67,0.53,55,0.43,157,1.24,638,5.02,24,0.19,12,0.09,32,0.25,23,0.18,-,-,6,0.05,2,0.06,41,1.17,-,-,-,-,43,3.07,-,-,3,0.21,1053,5.35
