"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50th week, 2025",,,,,,"Data collected as of December 17, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
Shiga,2245,38.71,15,0.43,5,0.14,83,2.37,121,3.46,22,0.63,-,-,11,0.31,9,0.26,-,-,1,0.03,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,38,0.66
Kyoto,2804,41.85,26,0.65,23,0.58,169,4.23,181,4.53,30,0.75,1,0.03,11,0.28,8,0.2,1,0.03,1,0.03,-,-,3,0.17,-,-,-,-,8,1.14,-,-,-,-,83,1.24
Osaka,7318,25.23,171,0.92,85,0.46,401,2.17,736,3.98,72,0.39,7,0.04,83,0.45,25,0.14,2,0.01,9,0.05,-,-,34,0.67,-,-,-,-,3,0.17,1,0.06,-,-,159,0.55
Hyogo,5821,35.49,85,0.81,30,0.29,223,2.12,452,4.3,31,0.3,3,0.03,46,0.44,17,0.16,1,0.01,3,0.03,-,-,11,0.31,-,-,2,0.14,3,0.21,-,-,-,-,156,0.95
Nara,1271,30.26,27,1.13,7,0.29,48,2,95,3.96,4,0.17,-,-,11,0.46,3,0.13,1,0.04,-,-,-,-,6,0.6,-,-,-,-,4,0.67,-,-,-,-,23,0.55
Wakayama,1052,23.38,38,1.41,2,0.07,42,1.56,72,2.67,6,0.22,-,-,16,0.59,7,0.26,-,-,-,-,-,-,5,1.25,-,-,-,-,2,0.18,-,-,-,-,37,0.82
Tottori,1135,39.14,13,0.68,11,0.58,77,4.05,48,2.53,5,0.26,-,-,8,0.42,2,0.11,-,-,-,-,-,-,5,1,-,-,-,-,8,1.6,-,-,-,-,37,1.28
Shimane,1065,53.25,16,1.45,19,1.73,32,2.91,36,3.27,16,1.45,-,-,3,0.27,5,0.45,-,-,1,0.09,-,-,1,0.33,-,-,-,-,2,0.25,-,-,-,-,33,1.65
Okayama,2684,53.68,16,0.57,5,0.18,29,1.04,91,3.25,5,0.18,2,0.07,35,1.25,6,0.21,3,0.11,3,0.11,1,0.08,2,0.17,-,-,-,-,3,0.6,-,-,-,-,66,1.32
Hiroshima,3854,41,52,0.91,11,0.19,158,2.77,237,4.16,15,0.26,11,0.19,32,0.56,10,0.18,-,-,3,0.05,-,-,10,0.53,-,-,-,-,24,1.2,-,-,-,-,91,0.97
Yamaguchi,3638,57.75,25,0.63,8,0.2,167,4.18,151,3.78,5,0.13,1,0.03,73,1.83,12,0.3,1,0.03,-,-,-,-,4,0.44,-,-,-,-,12,1.33,-,-,1,0.11,56,0.89
Tokushima,1736,52.61,24,1.14,3,0.14,14,0.67,46,2.19,-,-,-,-,18,0.86,6,0.29,-,-,-,-,-,-,-,-,-,-,-,-,8,1.14,-,-,-,-,44,1.33
Kagawa,2546,63.65,21,0.81,8,0.31,23,0.88,98,3.77,6,0.23,1,0.04,37,1.42,3,0.12,-,-,1,0.04,-,-,1,0.2,-,-,-,-,1,0.2,-,-,-,-,64,1.6
Ehime,2037,55.05,18,0.9,12,0.6,126,6.3,97,4.85,15,0.75,3,0.15,45,2.25,5,0.25,1,0.05,-,-,-,-,13,1.63,-,-,-,-,6,1,-,-,-,-,46,1.24
Kochi,2142,56.37,2,0.1,2,0.1,23,1.15,36,1.8,3,0.15,4,0.2,15,0.75,1,0.05,-,-,-,-,-,-,1,0.33,1,0.13,1,0.13,8,1,-,-,1,0.13,81,2.13
Fukuoka,9197,75.39,31,0.44,34,0.49,393,5.61,368,5.26,30,0.43,24,0.34,67,0.96,24,0.34,3,0.04,2,0.03,-,-,46,1.77,-,-,2,0.13,6,0.4,-,-,-,-,45,0.37
Saga,1155,48.13,4,0.33,7,0.58,47,3.92,46,3.83,1,0.08,9,0.75,23,1.92,3,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,0.54
Nagasaki,3060,60,-,-,15,0.48,56,1.81,94,3.03,7,0.23,5,0.16,54,1.74,12,0.39,2,0.06,1,0.03,1,0.13,10,1.25,1,0.08,1,0.08,8,0.67,-,-,-,-,26,0.51
Kumamoto,4530,62.92,26,0.54,22,0.46,34,0.71,156,3.25,23,0.48,-,-,92,1.92,20,0.42,-,-,2,0.04,-,-,17,1.89,-,-,-,-,10,0.67,-,-,-,-,48,0.67
Oita,3264,56.28,5,0.14,23,0.64,73,2.03,314,8.72,26,0.72,4,0.11,39,1.08,18,0.5,1,0.03,2,0.06,-,-,1,0.2,-,-,-,-,5,0.45,-,-,-,-,33,0.57
Miyazaki,2798,99.93,6,0.4,32,2.13,52,3.47,115,7.67,7,0.47,-,-,48,3.2,6,0.4,-,-,-,-,-,-,14,2.33,-,-,-,-,1,0.14,-,-,-,-,26,0.93
Kagoshima,4283,75.14,29,0.94,20,0.65,92,2.97,134,4.32,6,0.19,4,0.13,88,2.84,6,0.19,3,0.1,3,0.1,-,-,3,0.43,-,-,-,-,8,0.67,-,-,-,-,22,0.39
Okinawa,637,14.16,-,-,5,0.2,29,1.16,97,3.88,9,0.36,14,0.56,5,0.2,4,0.16,1,0.04,-,-,-,-,23,2.56,-,-,-,-,-,-,-,-,-,-,18,0.4
