"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16th week, 2026",,,,,,"Data collected as of April 22, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,3457,0.92,1337,0.59,581,0.26,6673,2.96,11424,5.06,726,0.32,411,0.18,190,0.08,619,0.27,105,0.05,78,0.03,8,0.01,258,0.37,8,0.02,23,0.05,81,0.17,8,0.02,32,0.07,2556,0.68
Hokkaido,460,2.79,42,0.42,21,0.21,553,5.59,416,4.2,33,0.33,3,0.03,15,0.15,11,0.11,1,0.01,2,0.02,-,-,3,0.1,-,-,-,-,7,0.3,-,-,1,0.04,78,0.47
Aomori,68,1.31,18,0.53,7,0.21,107,3.15,101,2.97,2,0.06,1,0.03,1,0.03,9,0.26,-,-,-,-,-,-,3,0.3,-,-,-,-,7,1.17,-,-,1,0.17,78,1.5
Iwate,59,1.4,40,1.48,6,0.22,165,6.11,203,7.52,4,0.15,1,0.04,7,0.26,6,0.22,-,-,1,0.04,-,-,2,0.14,-,-,1,0.05,-,-,-,-,7,0.37,121,2.88
Miyagi,50,0.91,4,0.13,3,0.1,103,3.32,112,3.61,9,0.29,-,-,1,0.03,6,0.19,-,-,-,-,-,-,6,0.5,-,-,-,-,1,0.1,-,-,-,-,104,1.89
Akita,40,1.6,2,0.15,1,0.08,21,1.62,76,5.85,3,0.23,1,0.08,1,0.08,7,0.54,-,-,1,0.08,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-,51,2.04
Yamagata,178,4.68,52,2.08,9,0.36,154,6.16,103,4.12,10,0.4,-,-,2,0.08,9,0.36,1,0.04,-,-,-,-,3,0.38,-,-,-,-,-,-,-,-,-,-,43,1.13
Fukushima,65,1.35,24,0.86,7,0.25,66,2.36,124,4.43,16,0.57,-,-,-,-,8,0.29,-,-,1,0.04,-,-,8,0.62,-,-,1,0.14,-,-,1,0.14,-,-,52,1.08
Ibaraki,40,0.6,2,0.05,9,0.24,164,4.43,221,5.97,6,0.16,3,0.08,1,0.03,15,0.41,2,0.05,1,0.03,-,-,14,0.82,-,-,3,0.23,3,0.23,-,-,2,0.15,59,0.88
Tochigi,34,0.72,15,0.56,3,0.11,92,3.41,95,3.52,2,0.07,-,-,3,0.11,10,0.37,-,-,1,0.04,-,-,6,0.5,-,-,2,0.29,-,-,1,0.14,1,0.14,21,0.45
Gunma,28,0.62,12,0.48,6,0.24,95,3.8,144,5.76,8,0.32,1,0.04,1,0.04,9,0.36,-,-,2,0.08,-,-,8,0.8,-,-,1,0.11,3,0.33,-,-,1,0.11,35,0.78
Saitama,79,0.45,40,0.36,16,0.14,289,2.6,510,4.59,58,0.52,16,0.14,8,0.07,28,0.25,4,0.04,1,0.01,-,-,4,0.09,-,-,-,-,1,0.08,1,0.08,1,0.08,151,0.86
Chiba,123,0.68,41,0.38,19,0.17,294,2.7,335,3.07,35,0.32,9,0.08,4,0.04,28,0.26,3,0.03,10,0.09,-,-,9,0.26,-,-,-,-,-,-,-,-,-,-,141,0.78
Tokyo,217,0.52,87,0.33,32,0.12,446,1.7,1375,5.25,78,0.3,19,0.07,13,0.05,74,0.28,7,0.03,10,0.04,-,-,15,0.38,-,-,1,0.04,2,0.08,-,-,-,-,290,0.7
Kanagawa,157,0.66,33,0.23,12,0.08,282,1.99,565,3.98,56,0.39,13,0.09,4,0.03,44,0.31,1,0.01,7,0.05,-,-,28,0.57,-,-,1,0.08,3,0.25,-,-,-,-,182,0.76
Niigata,104,1.89,20,0.67,4,0.13,140,4.67,144,4.8,25,0.83,-,-,11,0.37,3,0.1,1,0.03,-,-,1,0.11,1,0.11,-,-,-,-,4,0.31,1,0.08,-,-,48,0.87
Toyama,87,1.81,27,0.93,25,0.86,138,4.76,227,7.83,8,0.28,7,0.24,-,-,7,0.24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,39,0.81
Ishikawa,99,2.11,31,1.11,16,0.57,117,4.18,175,6.25,13,0.46,10,0.36,1,0.04,6,0.21,2,0.07,-,-,-,-,4,0.57,-,-,-,-,2,0.4,2,0.4,-,-,24,0.51
Fukui,52,1.33,10,0.4,8,0.32,122,4.88,139,5.56,4,0.16,34,1.36,3,0.12,6,0.24,4,0.16,1,0.04,-,-,-,-,-,-,1,0.17,4,0.67,-,-,2,0.33,37,0.95
Yamanashi,8,0.23,4,0.19,4,0.19,22,1.05,67,3.19,4,0.19,-,-,1,0.05,3,0.14,-,-,1,0.05,-,-,1,0.11,-,-,-,-,1,0.1,-,-,1,0.1,37,1.06
Nagano,90,1.8,16,0.57,5,0.18,95,3.39,180,6.43,6,0.21,5,0.18,-,-,7,0.25,-,-,-,-,-,-,3,0.3,-,-,1,0.08,2,0.17,-,-,1,0.08,109,2.18
Gifu,33,0.73,7,0.26,-,-,50,1.85,317,11.74,7,0.26,-,-,1,0.04,5,0.19,3,0.11,1,0.04,-,-,-,-,-,-,-,-,1,0.2,-,-,-,-,14,0.31
Shizuoka,47,0.42,41,0.61,16,0.24,162,2.42,248,3.7,18,0.27,17,0.25,5,0.07,17,0.25,3,0.04,2,0.03,-,-,5,0.23,-,-,2,0.2,-,-,-,-,-,-,56,0.5
Aichi,95,0.58,38,0.38,12,0.12,180,1.78,549,5.44,24,0.24,5,0.05,5,0.05,25,0.25,3,0.03,3,0.03,-,-,6,0.17,2,0.13,2,0.13,2,0.13,-,-,2,0.13,68,0.42
Mie,25,0.36,23,0.53,16,0.37,93,2.16,243,5.65,7,0.16,2,0.05,2,0.05,6,0.14,3,0.07,1,0.02,1,0.08,4,0.33,-,-,-,-,1,0.11,-,-,2,0.22,29,0.42
Shiga,44,1.13,14,0.61,9,0.39,35,1.52,75,3.26,12,0.52,-,-,1,0.04,2,0.09,1,0.04,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,-,-,25,0.64
Kyoto,58,0.89,8,0.21,25,0.66,154,4.05,195,5.13,22,0.58,2,0.05,2,0.05,4,0.11,1,0.03,1,0.03,-,-,1,0.06,-,-,-,-,2,0.29,-,-,2,0.29,56,0.86
Osaka,139,0.48,143,0.78,56,0.31,455,2.49,973,5.32,41,0.22,5,0.03,8,0.04,39,0.21,2,0.01,11,0.06,-,-,11,0.21,-,-,1,0.06,1,0.06,-,-,4,0.22,100,0.35
Hyogo,134,0.83,62,0.61,19,0.19,208,2.04,660,6.47,24,0.24,23,0.23,8,0.08,34,0.33,1,0.01,4,0.04,1,0.03,6,0.17,1,0.07,1,0.07,2,0.14,-,-,-,-,72,0.44
Nara,29,0.69,23,0.96,3,0.13,129,5.38,168,7,2,0.08,3,0.13,2,0.08,6,0.25,-,-,4,0.17,-,-,2,0.2,1,0.17,-,-,2,0.33,-,-,-,-,38,0.9
Wakayama,30,0.67,17,0.63,5,0.19,49,1.81,92,3.41,5,0.19,4,0.15,-,-,8,0.3,-,-,1,0.04,-,-,-,-,1,0.09,-,-,3,0.27,-,-,-,-,10,0.22
Tottori,43,1.48,16,0.84,5,0.26,134,7.05,163,8.58,7,0.37,-,-,2,0.11,3,0.16,-,-,-,-,-,-,-,-,1,0.2,1,0.2,1,0.2,1,0.2,-,-,32,1.1
Shimane,28,1.4,2,0.18,5,0.45,22,2,121,11,3,0.27,1,0.09,4,0.36,7,0.64,-,-,1,0.09,-,-,-,-,-,-,1,0.13,5,0.63,-,-,-,-,7,0.35
Okayama,72,1.44,17,0.61,9,0.32,57,2.04,171,6.11,6,0.21,15,0.54,2,0.07,9,0.32,4,0.14,3,0.11,-,-,1,0.08,-,-,-,-,2,0.4,-,-,-,-,26,0.52
Hiroshima,84,0.9,31,0.55,14,0.25,161,2.88,251,4.48,16,0.29,5,0.09,4,0.07,7,0.13,13,0.23,1,0.02,-,-,9,0.47,-,-,-,-,7,0.35,-,-,-,-,67,0.72
Yamaguchi,70,1.15,35,0.92,16,0.42,146,3.84,205,5.39,4,0.11,-,-,4,0.11,20,0.53,-,-,-,-,-,-,7,0.78,-,-,-,-,2,0.22,-,-,-,-,28,0.46
Tokushima,29,0.88,7,0.33,2,0.1,19,0.9,65,3.1,1,0.05,-,-,5,0.24,6,0.29,1,0.05,-,-,-,-,-,-,-,-,-,-,1,0.14,-,-,-,-,26,0.79
Kagawa,13,0.57,4,0.31,2,0.15,11,0.85,62,4.77,-,-,6,0.46,5,0.38,1,0.08,5,0.38,-,-,-,-,2,0.4,-,-,-,-,-,-,-,-,1,0.2,9,0.39
Ehime,47,1.27,38,1.9,7,0.35,128,6.4,188,9.4,11,0.55,3,0.15,8,0.4,11,0.55,1,0.05,1,0.05,-,-,12,1.5,-,-,1,0.2,-,-,-,-,-,-,8,0.22
Kochi,6,0.16,19,0.95,2,0.1,36,1.8,31,1.55,3,0.15,-,-,5,0.25,2,0.1,-,-,-,-,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,9,0.24
Fukuoka,76,0.62,89,1.27,50,0.71,385,5.5,436,6.23,53,0.76,54,0.77,5,0.07,30,0.43,7,0.1,3,0.04,5,0.19,23,0.88,2,0.13,1,0.07,1,0.07,-,-,2,0.13,30,0.25
Saga,26,1.08,15,1.25,5,0.42,81,6.75,55,4.58,6,0.5,19,1.58,1,0.08,6,0.5,5,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,0.17,7,0.29
Nagasaki,32,0.63,45,1.45,26,0.84,131,4.23,122,3.94,7,0.23,2,0.06,5,0.16,12,0.39,4,0.13,-,-,-,-,13,1.63,-,-,-,-,-,-,1,0.08,-,-,12,0.24
Kumamoto,50,0.7,22,0.47,11,0.23,140,2.98,193,4.11,18,0.38,13,0.28,13,0.28,26,0.55,3,0.06,2,0.04,-,-,9,1,-,-,-,-,2,0.13,-,-,-,-,35,0.49
Oita,18,0.31,24,0.67,12,0.33,83,2.31,203,5.64,11,0.31,-,-,6,0.17,18,0.5,2,0.06,-,-,-,-,3,0.6,-,-,-,-,1,0.09,-,-,-,-,11,0.19
Miyazaki,12,0.43,30,2,9,0.6,63,4.2,124,8.27,10,0.67,85,5.67,5,0.33,3,0.2,13,0.87,-,-,-,-,9,1.5,-,-,-,-,2,0.29,-,-,-,-,9,0.32
Kagoshima,26,0.46,34,1.1,25,0.81,79,2.55,142,4.58,5,0.16,24,0.77,5,0.16,11,0.35,3,0.1,-,-,-,-,4,0.57,-,-,-,-,2,0.17,-,-,-,-,11,0.19
Okinawa,153,3.48,13,0.54,7,0.29,17,0.71,60,2.5,23,0.96,-,-,-,-,5,0.21,1,0.04,-,-,-,-,12,1.33,-,-,-,-,-,-,-,-,-,-,61,1.39
