"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"16th week, 2026",,,,,,"Data collected as of April 22, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,186273,49.95,,,,
Hokkaido,7437,45.07,,,,
Aomori,2484,47.77,,,,
Iwate,3378,80.43,,,,
Miyagi,3403,61.87,,,,
Akita,932,37.28,,,,
Yamagata,2274,59.84,,,,
Fukushima,2772,57.75,,,,
Ibaraki,3671,54.79,,,,
Tochigi,3233,68.79,,,,
Gunma,3148,69.96,,,,
Saitama,10935,62.13,,,,
Chiba,9441,52.45,,,,
Tokyo,21581,51.75,,,,
Kanagawa,14015,59.14,,,,
Niigata,2788,53.62,,,,
Toyama,3150,65.63,,,,
Ishikawa,2359,50.19,,,,
Fukui,1350,34.62,,,,
Yamanashi,1163,33.23,,,,
Nagano,3230,64.6,,,,
Gifu,1770,39.33,,,,
Shizuoka,4520,40.36,,,,
Aichi,10427,63.97,,,,
Mie,2433,35.26,,,,
Shiga,1798,46.1,,,,
Kyoto,2750,45.08,,,,
Osaka,10241,35.68,,,,
Hyogo,7339,45.3,,,,
Nara,1764,42,,,,
Wakayama,1510,33.56,,,,
Tottori,1391,47.97,,,,
Shimane,1086,54.3,,,,
Okayama,2574,51.48,,,,
Hiroshima,4266,45.87,,,,
Yamaguchi,3096,50.75,,,,
Tokushima,1028,31.15,,,,
Kagawa,850,36.96,,,,
Ehime,2238,60.49,,,,
Kochi,1111,29.24,,,,
Fukuoka,6054,49.62,,,,
Saga,1226,51.08,,,,
Nagasaki,2616,51.29,,,,
Kumamoto,3396,47.83,,,,
Oita,2644,45.59,,,,
Miyazaki,1016,36.29,,,,
Kagoshima,2491,43.7,,,,
Okinawa,1894,43.05,,,,
