"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42nd week, 2023",,,,,,"Data collected as of October 25, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1108650,224.83,143680,45.76,78686,25.06,141560,45.08,612835,195.17,11923,3.8,81923,26.09,1812,0.58,34116,10.86,191986,61.14,5874,1.87,342,0.49,11613,16.73,326,0.68,564,1.18,719,1.5,20,0.04,131,0.27,1212085,245.81
Hokkaido,40510,180.85,8950,64.86,3717,26.93,8258,59.84,12786,92.65,607,4.4,997,7.22,52,0.38,789,5.72,10943,79.3,185,1.34,5,0.17,173,5.97,5,0.22,3,0.13,38,1.65,1,0.04,7,0.3,52377,233.83
Aomori,12767,209.3,890,22.82,327,8.38,446,11.44,6043,154.95,92,2.36,543,13.92,12,0.31,355,9.1,2877,73.77,47,1.21,5,0.56,26,2.89,5,0.83,8,1.33,169,28.17,-,-,-,-,13764,225.64
Iwate,14429,232.73,1561,40.03,304,7.79,1738,44.56,7849,201.26,99,2.54,747,19.15,45,1.15,559,14.33,4382,112.36,52,1.33,-,-,147,11.31,12,0.63,8,0.42,27,1.42,1,0.05,16,0.84,18676,301.23
Miyagi,13646,148.33,3059,55.62,726,13.2,1197,21.76,10471,190.38,204,3.71,1751,31.84,36,0.65,666,12.11,6904,125.53,105,1.91,2,0.17,113,9.42,5,0.5,3,0.3,25,2.5,-,-,-,-,26862,291.98
Akita,7633,149.67,688,20.85,161,4.88,486,14.73,3753,113.73,118,3.58,455,13.79,13,0.39,212,6.42,1994,60.42,27,0.82,5,0.83,48,8,1,0.13,-,-,5,0.63,-,-,-,-,11541,226.29
Yamagata,8103,188.44,1867,66.68,455,16.25,933,33.32,5186,185.21,99,3.54,607,21.68,11,0.39,455,16.25,3830,136.79,46,1.64,-,-,34,4.25,4,0.4,4,0.4,4,0.4,-,-,1,0.1,8808,204.84
Fukushima,13011,158.67,3474,70.9,823,16.8,1927,39.33,6892,140.65,155,3.16,2064,42.12,47,0.96,829,16.92,3252,66.37,107,2.18,7,0.54,173,13.31,3,0.43,2,0.29,13,1.86,-,-,1,0.14,21239,259.01
Ibaraki,21377,178.14,1819,24.25,1804,24.05,3838,51.17,11516,153.55,268,3.57,3537,47.16,90,1.2,542,7.23,2822,37.63,122,1.63,13,0.76,720,42.35,5,0.42,5,0.42,43,3.58,-,-,1,0.08,35250,293.75
Tochigi,11578,152.34,1943,40.48,467,9.73,1600,33.33,5502,114.63,142,2.96,1722,35.88,33,0.69,627,13.06,2781,57.94,69,1.44,-,-,204,17,6,0.86,10,1.43,1,0.14,-,-,2,0.29,17701,232.91
Gunma,11478,133.47,1438,27.13,1254,23.66,1423,26.85,10681,201.53,235,4.43,1087,20.51,27,0.51,739,13.94,3897,73.53,155,2.92,2,0.14,207,14.79,6,0.67,5,0.56,8,0.89,2,0.22,-,-,17170,199.65
Saitama,62991,245.1,5576,34.63,4238,26.32,8960,55.65,39673,246.42,928,5.76,5508,34.21,106,0.66,1913,11.88,10299,63.97,462,2.87,64,1.56,583,14.22,9,0.82,29,2.64,12,1.09,-,-,6,0.55,70672,274.99
Chiba,53327,260.13,3221,25.16,2669,20.85,5736,44.81,27216,212.63,416,3.25,3127,24.43,60,0.47,1162,9.08,8084,63.16,280,2.19,9,0.26,587,17.26,12,1.33,14,1.56,5,0.56,-,-,-,-,63040,307.51
Tokyo,96408,233.43,6937,26.78,6410,24.75,11837,45.7,55653,214.88,1163,4.49,5868,22.66,245,0.95,2909,11.23,15942,61.55,495,1.91,16,0.42,608,16,26,1.08,32,1.33,27,1.13,7,0.29,4,0.17,81459,197.24
Kanagawa,84691,235.25,5522,24.22,3550,15.57,8406,36.87,40575,177.96,803,3.52,4450,19.52,154,0.68,2327,10.21,11792,51.72,520,2.28,26,0.52,1901,38.02,16,1.45,47,4.27,35,3.18,-,-,1,0.09,78946,219.29
Niigata,21678,255.04,3869,71.65,868,16.07,2448,45.33,10165,188.24,225,4.17,3930,72.78,29,0.54,556,10.3,4062,75.22,105,1.94,10,1,60,6,4,0.33,8,0.67,21,1.75,-,-,4,0.33,22106,260.07
