"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"33rd week, 2024",,,,,,"Data collected as of August 21, 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1157057,235.03,100353,32.09,82090,26.25,373506,119.45,466824,149.29,16740,5.35,329379,105.33,5274,1.69,26013,8.32,56316,18.01,4333,1.39,450,0.65,13065,18.85,310,0.65,392,0.82,4800,10,28,0.06,250,0.52,1228455,249.53
Hokkaido,57640,259.64,4900,36.03,8811,64.79,30304,222.82,14619,107.49,908,6.68,6899,50.73,18,0.13,561,4.13,2039,14.99,113,0.83,1,0.04,177,6.32,4,0.18,5,0.23,73,3.32,-,-,20,0.91,50818,228.91
Aomori,10456,180.28,600,16.67,954,26.5,3226,89.61,3688,102.44,248,6.89,2703,75.08,173,4.81,314,8.72,531,14.75,34,0.94,1,0.1,77,7.7,3,0.5,2,0.33,111,18.5,-,-,-,-,12499,215.5
Iwate,12049,194.34,1191,30.54,2430,62.31,3895,99.87,6375,163.46,183,4.69,2432,62.36,150,3.85,448,11.49,442,11.33,62,1.59,1,0.07,183,13.07,4,0.21,8,0.42,97,5.11,-,-,8,0.42,18314,295.39
Miyagi,23717,263.52,1833,33.94,1983,36.72,6304,116.74,7407,137.17,272,5.04,4366,80.85,18,0.33,514,9.52,672,12.44,76,1.41,1,0.08,137,11.42,3,0.3,7,0.7,26,2.6,1,0.1,2,0.2,26203,291.14
Akita,8157,159.94,280,8.48,663,20.09,2521,76.39,2761,83.67,171,5.18,1303,39.48,12,0.36,165,5,240,7.27,7,0.21,4,0.67,68,11.33,1,0.13,-,-,4,0.5,-,-,2,0.25,12115,237.55
Yamagata,11959,284.74,1095,40.56,1624,60.15,6860,254.07,4218,156.22,145,5.37,1501,55.59,18,0.67,325,12.04,456,16.89,27,1,-,-,72,10.29,-,-,-,-,5,0.5,-,-,3,0.3,10067,239.69
Fukushima,16829,205.23,1952,39.84,1945,39.69,6105,124.59,5480,111.84,310,6.33,4012,81.88,35,0.71,576,11.76,534,10.9,47,0.96,8,0.62,247,19,5,0.71,1,0.14,61,8.71,2,0.29,6,0.86,23035,280.91
Ibaraki,26769,224.95,1231,16.64,1575,21.28,12668,171.19,8845,119.53,239,3.23,5309,71.74,91,1.23,369,4.99,1114,15.05,101,1.36,2,0.13,793,49.56,2,0.15,13,1,151,11.62,-,-,3,0.23,37915,318.61
