"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43rd week, 2025",,,,,,"Data collected as of October 29, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,690857,165.55,94920,36.73,41044,15.88,233030,90.18,689455,266.82,35099,13.58,26970,10.44,144631,55.97,30433,11.78,48420,18.74,5661,2.19,978,1.41,25763,37.23,383,0.8,847,1.76,14724,30.68,106,0.22,1757,3.66,721565,172.91
Hokkaido,28617,156.38,4178,37.64,2226,20.05,14807,133.4,15410,138.83,1953,17.59,4564,41.12,9792,88.22,811,7.31,1705,15.36,187,1.68,6,0.21,241,8.61,3,0.13,25,1.09,1043,45.35,2,0.09,57,2.48,29044,158.71
Aomori,7165,135.19,508,14.94,422,12.41,1349,39.68,5120,150.59,739,21.74,307,9.03,1767,51.97,407,11.97,292,8.59,57,1.68,2,0.22,48,5.33,8,1.33,22,3.67,385,64.17,-,-,3,0.5,8530,160.94
Iwate,10701,222.94,757,24.42,516,16.65,3294,106.26,8971,289.39,336,10.84,510,16.45,1897,61.19,466,15.03,195,6.29,66,2.13,2,0.14,232,16.57,10,0.53,15,0.79,396,20.84,-,-,22,1.16,9588,199.75
Miyagi,13691,207.44,1346,35.42,647,17.03,4001,105.29,8510,223.95,510,13.42,262,6.89,3608,94.95,417,10.97,616,16.21,101,2.66,5,0.42,240,20,5,0.5,10,1,487,48.7,1,0.1,16,1.6,14197,215.11
Akita,4473,135.55,202,10.63,213,11.21,1235,65,2773,145.95,203,10.68,131,6.89,959,50.47,140,7.37,239,12.58,16,0.84,29,4.83,96,16,2,0.25,1,0.13,1000,125,-,-,9,1.13,5567,168.7
Yamagata,6927,177.62,1341,53.64,459,18.36,2473,98.92,5893,235.72,405,16.2,377,15.08,3980,159.2,404,16.16,650,26,40,1.6,1,0.14,200,28.57,2,0.2,7,0.7,355,35.5,-,-,28,2.8,6154,157.79
Fukushima,12708,219.1,1554,45.71,616,18.12,2950,86.76,6714,197.47,577,16.97,346,10.18,3436,101.06,419,12.32,269,7.91,106,3.12,5,0.42,916,76.33,4,0.57,3,0.43,166,23.71,4,0.57,25,3.57,13384,230.76
Ibaraki,18398,219.02,1384,28.24,748,15.27,9202,187.8,12786,260.94,573,11.69,247,5.04,2991,61.04,414,8.45,606,12.37,73,1.49,6,0.38,2431,151.94,9,0.69,13,1,424,32.62,1,0.08,9,0.69,21246,252.93
Tochigi,10831,196.93,1370,41.52,326,9.88,4428,134.18,7019,212.7,291,8.82,244,7.39,3771,114.27,531,16.09,507,15.36,69,2.09,3,0.27,465,42.27,7,1,10,1.43,348,49.71,3,0.43,19,2.71,11712,212.95
