"島根県","604","30.20","5","0.45","9","0.82","23","2.09","132","12.00","5","0.45","1","0.09","-","-","6","0.55","-","-","-","-","-","-","-","-","-","-","-","-","2","0.25","-","-","-","-","71","3.55"
"岡山県","1495","29.90","14","0.50","5","0.18","48","1.71","214","7.64","1","0.04","14","0.50","4","0.14","5","0.18","2","0.07","-","-","-","-","1","0.08","-","-","1","0.20","3","0.60","-","-","1","0.20","77","1.54"
"広島県","2642","28.41","34","0.61","12","0.21","120","2.14","457","8.16","15","0.27","2","0.04","4","0.07","7","0.13","-","-","1","0.02","-","-","21","1.11","-","-","-","-","9","0.45","-","-","3","0.15","101","1.09"
"山口県","2991","47.48","49","1.23","8","0.20","152","3.80","302","7.55","2","0.05","-","-","12","0.30","9","0.23","-","-","-","-","-","-","1","0.11","-","-","-","-","6","0.67","-","-","2","0.22","69","1.10"
"徳島県","1095","33.18","13","0.62","1","0.05","22","1.05","98","4.67","3","0.14","-","-","4","0.19","4","0.19","-","-","-","-","-","-","-","-","-","-","-","-","1","0.14","-","-","-","-","67","2.03"
"香川県","558","24.26","5","0.38","-","-","3","0.23","83","6.38","1","0.08","-","-","6","0.46","2","0.15","-","-","-","-","-","-","3","0.60","-","-","-","-","1","0.20","-","-","1","0.20","38","1.65"
"愛媛県","2212","59.78","15","0.75","8","0.40","165","8.25","129","6.45","3","0.15","-","-","8","0.40","3","0.15","-","-","2","0.10","-","-","17","2.13","-","-","-","-","2","0.33","-","-","-","-","64","1.73"
"高知県","995","26.18","17","0.85","2","0.10","49","2.45","78","3.90","4","0.20","-","-","9","0.45","2","0.10","1","0.05","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","85","2.24"
"福岡県","6042","49.52","48","0.69","44","0.63","404","5.77","665","9.50","27","0.39","15","0.21","10","0.14","16","0.23","1","0.01","1","0.01","-","-","23","0.88","-","-","-","-","3","0.20","-","-","-","-","60","0.49"
"佐賀県","973","40.54","4","0.33","8","0.67","59","4.92","75","6.25","3","0.25","3","0.25","2","0.17","3","0.25","-","-","-","-","-","-","-","-","-","-","1","0.17","3","0.50","-","-","-","-","11","0.46"
"長崎県","2665","52.25","9","0.29","17","0.55","92","2.97","154","4.97","13","0.42","7","0.23","11","0.35","6","0.19","-","-","-","-","-","-","22","2.75","-","-","-","-","8","0.67","-","-","-","-","30","0.59"
"熊本県","3852","53.50","33","0.69","14","0.29","94","1.96","383","7.98","9","0.19","16","0.33","21","0.44","20","0.42","1","0.02","2","0.04","-","-","5","0.56","-","-","1","0.07","1","0.07","-","-","1","0.07","75","1.04"
"大分県","3737","64.43","27","0.75","28","0.78","71","1.97","533","14.81","16","0.44","-","-","17","0.47","10","0.28","3","0.08","1","0.03","-","-","4","0.80","-","-","-","-","2","0.18","-","-","-","-","37","0.64"
"宮崎県","1441","51.46","7","0.47","37","2.47","46","3.07","150","10.00","-","-","1","0.07","6","0.40","5","0.33","-","-","-","-","-","-","7","1.17","-","-","-","-","2","0.29","-","-","1","0.14","30","1.07"
"鹿児島県","3541","62.12","28","0.90","31","1.00","67","2.16","227","7.32","10","0.32","-","-","12","0.39","6","0.19","-","-","3","0.10","-","-","5","0.71","-","-","-","-","2","0.17","-","-","-","-","22","0.39"
"沖縄県","1046","23.24","3","0.12","8","0.32","48","1.92","120","4.80","16","0.64","4","0.16","2","0.08","4","0.16","1","0.04","2","0.08","-","-","16","1.78","-","-","-","-","-","-","-","-","-","-","34","0.76"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
