"報告数・定点当り報告数、疾病・都道府県別","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026年07週(02月09日～02月15日)","2026年02月18日作成","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","インフルエンザ","","ＲＳウイルス感染症","","咽頭結膜熱","","Ａ群溶血性レンサ球菌咽頭炎","","感染性胃腸炎","","水痘","","手足口病","","伝染性紅斑","","突発性発しん","","ヘルパンギーナ","","流行性耳下腺炎","","急性出血性結膜炎","","流行性角結膜炎","","細菌性髄膜炎","","無菌性髄膜炎","","マイコプラズマ肺炎","","クラミジア肺炎","","感染性胃腸炎（ロタウイルス）","","COVID-19",""
"","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当","報告","定当"
"総数","157713","41.44","1362","0.59","605","0.26","6143","2.66","18419","7.98","683","0.30","138","0.06","320","0.14","409","0.18","33","0.01","44","0.02","8","0.01","305","0.44","4","0.01","12","0.02","165","0.34","3","0.01","23","0.05","8114","2.13"
"北海道","3664","21.81","91","0.90","38","0.38","613","6.07","504","4.99","53","0.52","3","0.03","15","0.15","13","0.13","1","0.01","2","0.02","-","-","6","0.21","-","-","-","-","6","0.26","-","-","-","-","1031","6.14"
"青森県","1425","27.40","6","0.18","10","0.29","95","2.79","93","2.74","6","0.18","-","-","2","0.06","7","0.21","3","0.09","-","-","-","-","-","-","-","-","-","-","6","1.00","-","-","-","-","209","4.02"
"岩手県","1803","42.93","26","0.96","5","0.19","123","4.56","214","7.93","2","0.07","-","-","25","0.93","12","0.44","-","-","-","-","-","-","4","0.29","-","-","-","-","6","0.32","-","-","-","-","319","7.60"
"宮城県","2721","49.47","19","0.61","3","0.10","69","2.23","257","8.29","9","0.29","-","-","5","0.16","3","0.10","-","-","-","-","-","-","1","0.08","-","-","-","-","5","0.50","-","-","-","-","221","4.02"
"秋田県","575","23.00","4","0.31","2","0.15","38","2.92","80","6.15","9","0.69","-","-","1","0.08","1","0.08","-","-","-","-","-","-","2","0.29","-","-","-","-","1","0.13","-","-","-","-","91","3.64"
"山形県","1224","31.38","24","0.92","8","0.31","151","5.81","205","7.88","28","1.08","-","-","2","0.08","6","0.23","1","0.04","-","-","-","-","7","0.88","-","-","-","-","6","0.60","-","-","-","-","151","3.87"
"福島県","2469","51.44","24","0.86","11","0.39","50","1.79","225","8.04","12","0.43","-","-","2","0.07","7","0.25","-","-","-","-","-","-","6","0.46","-","-","-","-","2","0.29","-","-","-","-","178","3.71"
"茨城県","3166","47.25","14","0.38","2","0.05","161","4.35","310","8.38","15","0.41","-","-","7","0.19","4","0.11","-","-","1","0.03","-","-","15","0.88","-","-","-","-","6","0.46","-","-","-","-","232","3.46"
"栃木県","2336","49.70","23","0.85","2","0.07","65","2.41","187","6.93","17","0.63","-","-","4","0.15","8","0.30","-","-","-","-","-","-","13","1.08","-","-","-","-","6","0.86","-","-","1","0.14","283","6.02"
"群馬県","1560","34.67","15","0.60","4","0.16","44","1.76","346","13.84","14","0.56","-","-","3","0.12","15","0.60","-","-","-","-","-","-","7","0.70","-","-","-","-","9","1.00","-","-","1","0.11","131","2.91"
"埼玉県","11018","62.60","37","0.34","13","0.12","376","3.42","1090","9.91","40","0.36","5","0.05","8","0.07","21","0.19","1","0.01","4","0.04","3","0.07","14","0.33","-","-","2","0.17","8","0.67","1","0.08","-","-","572","3.25"
"千葉県","9990","54.89","24","0.22","5","0.05","309","2.81","775","7.05","25","0.23","1","0.01","4","0.04","12","0.11","-","-","4","0.04","-","-","10","0.29","-","-","-","-","-","-","-","-","3","0.33","409","2.25"
"東京都","16051","38.40","66","0.25","58","0.22","448","1.70","3145","11.96","64","0.24","7","0.03","14","0.05","54","0.21","2","0.01","5","0.02","-","-","7","0.18","-","-","-","-","-","-","-","-","2","0.08","669","1.60"
"神奈川県","12140","49.55","55","0.39","14","0.10","299","2.11","1487","10.47","34","0.24","4","0.03","5","0.04","18","0.13","1","0.01","3","0.02","1","0.02","21","0.41","1","0.08","1","0.08","-","-","-","-","-","-","498","2.03"
"新潟県","1699","30.89","12","0.40","7","0.23","132","4.40","76","2.53","10","0.33","-","-","7","0.23","5","0.17","-","-","2","0.07","-","-","-","-","-","-","-","-","4","0.31","-","-","-","-","224","4.07"
"富山県","1405","29.89","6","0.21","10","0.34","189","6.52","262","9.03","2","0.07","-","-","1","0.03","10","0.34","1","0.03","1","0.03","-","-","2","0.29","-","-","-","-","1","0.20","-","-","-","-","131","2.79"
"石川県","1325","28.19","11","0.39","5","0.18","100","3.57","303","10.82","18","0.64","5","0.18","3","0.11","6","0.21","3","0.11","1","0.04","-","-","5","0.71","-","-","-","-","-","-","-","-","-","-","101","2.15"
"福井県","915","23.46","8","0.32","12","0.48","87","3.48","149","5.96","6","0.24","27","1.08","3","0.12","5","0.20","3","0.12","1","0.04","-","-","-","-","-","-","-","-","6","1.00","-","-","-","-","38","0.97"
"山梨県","1465","41.86","29","1.38","1","0.05","6","0.29","93","4.43","1","0.05","-","-","2","0.10","3","0.14","-","-","1","0.05","-","-","3","0.33","1","0.10","-","-","2","0.20","1","0.10","-","-","93","2.66"
"長野県","2206","44.12","15","0.54","5","0.18","97","3.46","226","8.07","3","0.11","-","-","2","0.07","7","0.25","1","0.04","1","0.04","-","-","16","1.60","1","0.08","-","-","6","0.50","-","-","2","0.17","233","4.66"
"岐阜県","1489","33.09","12","0.44","1","0.04","26","0.96","344","12.74","5","0.19","-","-","3","0.11","1","0.04","1","0.04","-","-","-","-","1","0.09","1","0.20","-","-","4","0.80","-","-","-","-","107","2.38"
"静岡県","6046","43.50","40","0.45","14","0.16","105","1.18","497","5.58","12","0.13","10","0.11","26","0.29","15","0.17","-","-","1","0.01","-","-","6","0.27","-","-","-","-","3","0.30","-","-","-","-","246","1.77"
"愛知県","7893","48.42","70","0.69","12","0.12","123","1.22","782","7.74","11","0.11","2","0.02","10","0.10","17","0.17","-","-","2","0.02","3","0.09","9","0.26","-","-","-","-","11","0.73","-","-","2","0.13","276","1.69"
"三重県","2901","42.04","26","0.60","7","0.16","42","0.98","293","6.81","9","0.21","1","0.02","2","0.05","3","0.07","-","-","-","-","-","-","4","0.33","-","-","-","-","7","0.78","-","-","-","-","77","1.12"
"滋賀県","1820","31.38","31","0.89","2","0.06","76","2.17","209","5.97","21","0.60","-","-","3","0.09","5","0.14","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","58","1.00"
"京都府","2758","41.16","17","0.43","31","0.78","147","3.68","262","6.55","25","0.63","-","-","1","0.03","6","0.15","-","-","-","-","-","-","2","0.11","-","-","-","-","6","0.86","-","-","1","0.14","132","1.97"
"大阪府","9124","31.46","192","1.04","40","0.22","334","1.81","1086","5.87","53","0.29","3","0.02","15","0.08","17","0.09","3","0.02","1","0.01","-","-","6","0.12","-","-","1","0.06","1","0.06","-","-","2","0.11","218","0.75"
"兵庫県","6753","41.18","88","0.84","35","0.33","221","2.10","686","6.53","35","0.33","3","0.03","13","0.12","13","0.12","3","0.03","-","-","-","-","4","0.11","-","-","2","0.14","3","0.21","1","0.07","-","-","164","1.00"
"奈良県","1972","48.10","24","1.00","10","0.42","47","1.96","146","6.08","3","0.13","1","0.04","-","-","2","0.08","-","-","1","0.04","-","-","7","0.70","-","-","2","0.33","2","0.33","-","-","-","-","35","0.85"
"和歌山県","1443","32.07","25","0.93","3","0.11","26","0.96","165","6.11","4","0.15","-","-","1","0.04","2","0.07","-","-","1","0.04","1","0.25","1","0.25","-","-","-","-","1","0.09","-","-","-","-","55","1.22"
"鳥取県","468","16.14","17","0.89","3","0.16","81","4.26","122","6.42","9","0.47","3","0.16","3","0.16","3","0.16","-","-","-","-","-","-","1","0.20","-","-","1","0.20","2","0.40","-","-","-","-","61","2.10"
