"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"46th week, 2025",,,,,,"Data collected as of November 19, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,364396,94.77,,,,
Hokkaido,15683,93.91,,,,
Aomori,4287,82.44,,,,
Iwate,5904,140.57,,,,
Miyagi,7766,141.2,,,,
Akita,2184,87.36,,,,
Yamagata,4242,111.63,,,,
Fukushima,6156,128.25,,,,
Ibaraki,7580,111.47,,,,
Tochigi,6059,128.91,,,,
Gunma,6690,148.67,,,,
Saitama,26935,153.04,,,,
Chiba,20522,112.14,,,,
Tokyo,42022,100.53,,,,
Kanagawa,28824,120.6,,,,
Niigata,4868,93.62,,,,
Toyama,5560,115.83,,,,
Ishikawa,4588,97.62,,,,
Fukui,2022,51.85,,,,
Yamanashi,2303,65.8,,,,
Nagano,7264,90.8,,,,
Gifu,2611,58.02,,,,
Shizuoka,10288,74.01,,,,
Aichi,18035,110.64,,,,
Mie,5500,78.57,,,,
Shiga,4823,83.16,,,,
Kyoto,6342,99.09,,,,
Osaka,19034,65.41,,,,
Hyogo,15113,92.15,,,,
Nara,3123,74.36,,,,
Wakayama,3336,74.13,,,,
Tottori,2240,77.24,,,,
Shimane,1511,75.55,,,,
Okayama,4397,87.94,,,,
Hiroshima,6867,73.05,,,,
Yamaguchi,6241,99.06,,,,
Tokushima,1732,50.94,,,,
Kagawa,2861,71.53,,,,
Ehime,3700,102.78,,,,
Kochi,1689,44.45,,,,
Fukuoka,9096,74.56,,,,
Saga,1663,69.29,,,,
Nagasaki,4148,81.33,,,,
Kumamoto,4862,67.53,,,,
Oita,5755,99.22,,,,
Miyazaki,1670,59.64,,,,
Kagoshima,4116,72.21,,,,
Okinawa,2184,49.64,,,,
