disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id
D050,에볼라바이러스병,,Class 1,Ebola virus disease|Ebola,KDCA EID mapping,Korea KDCA EID
D174,마버그열,,Class 1,Marburg virus disease|Marburg hemorrhagic fever,KDCA EID mapping,Korea KDCA EID
D053,라싸열,,Class 1,Lassa fever,KDCA EID mapping,Korea KDCA EID
D203,크리미안콩고출혈열,,Class 1,Crimean-Congo hemorrhagic fever|CCHF,KDCA EID mapping,Korea KDCA EID
D204,남아메리카출혈열,,Class 1,South American hemorrhagic fever|Argentine hemorrhagic fever|Bolivian hemorrhagic fever,KDCA EID mapping,Korea KDCA EID
D173,리프트밸리열,,Class 1,Rift Valley fever,KDCA EID mapping,Korea KDCA EID
D064,두창,,Class 1,Smallpox,KDCA EID mapping,Korea KDCA EID
D001,페스트,,Class 1,Plague,KDCA EID mapping,Korea KDCA EID
D023,탄저,,Class 1,Anthrax,KDCA EID mapping,Korea KDCA EID
D091,보툴리눔독소증,,Class 1,Botulism|Botulinum toxin disease,KDCA EID mapping,Korea KDCA EID
D123,야토병,,Class 1,Tularemia,KDCA EID mapping,Korea KDCA EID
D003,중증급성호흡기증후군(SARS),,Class 1,SARS|Severe Acute Respiratory Syndrome|중증급성호흡기증후군,KDCA EID mapping,Korea KDCA EID
D049,중동호흡기증후군(MERS),,Class 1,MERS|Middle East respiratory syndrome|중동호흡기증후군,KDCA EID mapping,Korea KDCA EID
D016,동물인플루엔자 인체감염증,,Class 1,Zoonotic influenza infection|Avian influenza in humans|동물인플루엔자인체감염증,KDCA EID mapping,Korea KDCA EID,SRC_KR_KDCA,SER_KR_ANIMAL_INFLUENZA_HUMAN_INFECTION
D016,신종인플루엔자,,Class 1,Novel influenza A|Novel influenza,KDCA EID mapping,Korea KDCA EID,SRC_KR_KDCA,SER_KR_NOVEL_INFLUENZA
D029,디프테리아,,Class 1,Diphtheria,KDCA EID mapping,Korea KDCA EID
D175,@니파바이러스감염증,,Class 1,Nipah virus infection|니파바이러스감염증,KDCA EID current category,Korea KDCA EID,SRC_KR_KDCA,SER_KR_NIPAH
D054,수두,,Class 2,Varicella|Chickenpox,KDCA EID mapping,Korea KDCA EID
D017,홍역,,Class 2,Measles,KDCA EID mapping,Korea KDCA EID
D002,콜레라,,Class 2,Cholera,KDCA EID mapping,Korea KDCA EID
D124,장티푸스,,Class 2,Typhoid fever,KDCA EID mapping,Korea KDCA EID
D234,파라티푸스,,Class 2,Paratyphoid fever,KDCA EID mapping; paratyphoid-only source category,Korea KDCA EID,SRC_KR_KDCA,SER_KR_PARATYPHOID_MONTHLY
D105,세균성이질,,Class 2,Shigellosis|Bacterial dysentery,KDCA EID mapping,Korea KDCA EID
D115,장출혈성대장균감염증,,Class 2,Enterohemorrhagic Escherichia coli infection|EHEC|STEC|장출혈성대장균 감염증,KDCA EID mapping,Korea KDCA EID
D007,A형간염,,Class 2,Hepatitis A|A형 간염,KDCA EID mapping,Korea KDCA EID
D028,백일해,,Class 2,Pertussis|Whooping cough,KDCA EID mapping,Korea KDCA EID
D039,유행성이하선염,,Class 2,Mumps,KDCA EID mapping,Korea KDCA EID
D168,풍진(선천성),,Class 2,Congenital rubella syndrome|Congenital rubella|풍진 선천성,KDCA EID mapping,Korea KDCA EID
