disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id
D040,풍진(후천성),,Class 2,Rubella|Acquired rubella|풍진 후천성,KDCA EID mapping,Korea KDCA EID
D013,폴리오,,Class 2,Poliomyelitis|Polio,KDCA EID mapping,Korea KDCA EID
D110,수막구균 감염증,,Class 2,Meningococcal disease|Meningococcal infection|수막구균감염증,KDCA EID mapping,Korea KDCA EID
D100,b형헤모필루스인플루엔자,,Class 2,Haemophilus influenzae type b|Hib|b형 헤모필루스 인플루엔자,KDCA EID mapping,Korea KDCA EID
D106,폐렴구균 감염증,,Class 2,Invasive pneumococcal disease|Pneumococcal disease|폐렴구균감염증,KDCA EID mapping,Korea KDCA EID
D042,한센병,,Class 2,Leprosy|Hansen's disease,KDCA EID mapping,Korea KDCA EID
D031,성홍열,,Class 2,Scarlet fever,KDCA EID mapping,Korea KDCA EID
D132,반코마이신내성황색포도알균(VRSA) 감염증,,Class 2,Vancomycin-resistant Staphylococcus aureus infection|VRSA|반코마이신내성황색포도알균 감염증,KDCA EID mapping,Korea KDCA EID
D227,카바페넴내성장내세균목(CRE) 감염증,,Class 2,Carbapenem-resistant Enterobacterales infection|CRE|Carbapenem-resistant Enterobacteriaceae infection|카바페넴내성장내세균목 감염증,KDCA EID mapping,Korea KDCA EID,SRC_KR_KDCA,SER_KR_CRE
D011,E형간염,,Class 2,Hepatitis E|E형 간염,KDCA EID mapping,Korea KDCA EID
D120,파상풍,,Class 3,Tetanus,KDCA EID mapping,Korea KDCA EID
D008,B형간염,,Class 3,Hepatitis B|B형 간염,KDCA EID mapping,Korea KDCA EID
D020,일본뇌염,,Class 3,Japanese encephalitis,KDCA EID mapping,Korea KDCA EID
D009,C형간염,,Class 3,Hepatitis C|C형 간염,KDCA EID mapping,Korea KDCA EID
D037,말라리아,,Class 3,Malaria,KDCA EID mapping,Korea KDCA EID
D107,레지오넬라증,,Class 3,Legionellosis|Legionnaires' disease,KDCA EID mapping,Korea KDCA EID
D126,비브리오패혈증,,Class 3,Vibrio vulnificus sepsis|Vibriosis,KDCA EID mapping,Korea KDCA EID
D183,발진티푸스,,Class 3,Epidemic typhus fever|Epidemic typhus,KDCA EID mapping,Korea KDCA EID
D169,발진열,,Class 3,Endemic typhus fever|Murine typhus,KDCA EID mapping,Korea KDCA EID
D058,쯔쯔가무시증,,Class 3,Scrub typhus|Tsutsugamushi disease,KDCA EID mapping,Korea KDCA EID
D035,렙토스피라증,,Class 3,Leptospirosis,KDCA EID mapping,Korea KDCA EID
D032,브루셀라증,,Class 3,Brucellosis,KDCA EID mapping,Korea KDCA EID
D019,공수병,,Class 3,Rabies,KDCA EID mapping,Korea KDCA EID
D018,신증후군출혈열,,Class 3,Hemorrhagic fever with renal syndrome|HFRS,KDCA EID mapping,Korea KDCA EID
D144,크로이츠펠트-야콥병(CJD) 및 변종크로이츠펠트-야콥병(vCJD),,Class 3,Creutzfeldt-Jakob disease|CJD|Variant Creutzfeldt-Jakob disease|vCJD,KDCA EID mapping,Korea KDCA EID
D059,황열,,Class 3,Yellow fever,KDCA EID mapping,Korea KDCA EID
D021,뎅기열,,Class 3,Dengue fever|Dengue,KDCA EID mapping,Korea KDCA EID
D113,큐열,,Class 3,Q fever,KDCA EID mapping,Korea KDCA EID
D128,웨스트나일열,,Class 3,West Nile fever|West Nile virus disease,KDCA EID mapping,Korea KDCA EID
D109,라임병,,Class 3,Lyme disease,KDCA EID mapping,Korea KDCA EID
D205,진드기매개뇌염,,Class 3,Tick-borne encephalitis|TBE,KDCA EID mapping,Korea KDCA EID
D116,유비저,,Class 3,Melioidosis,KDCA EID mapping,Korea KDCA EID
D052,치쿤구니야열,,Class 3,Chikungunya fever|Chikungunya,KDCA EID mapping,Korea KDCA EID
D057,중증열성혈소판감소증후군(SFTS),,Class 3,Severe fever with thrombocytopenia syndrome|SFTS|중증열성혈소판감소증후군,KDCA EID mapping,Korea KDCA EID
D051,지카바이러스감염증,,Class 3,Zika virus disease|Zika virus infection|Zika,KDCA EID mapping,Korea KDCA EID
D034,매독,,Class 3,Syphilis,KDCA aggregate syphilis category reported from 2024,Korea KDCA EID,SRC_KR_KDCA,SER_KR_SYPHILIS_TOTAL
D034,매독(1기),,Class 3,Primary syphilis|Syphilis stage 1,KDCA EID mapping,Korea KDCA EID,SRC_KR_KDCA,SER_KR_SYPHILIS_PRIMARY
D034,매독(2기),,Class 3,Secondary syphilis|Syphilis stage 2,KDCA EID mapping,Korea KDCA EID,SRC_KR_KDCA,SER_KR_SYPHILIS_SECONDARY
D034,매독(3기),,Class 3,Tertiary syphilis|Syphilis stage 3,KDCA EID mapping,Korea KDCA EID,SRC_KR_KDCA,SER_KR_SYPHILIS_TERTIARY
D167,매독(선천성),,Class 3,Congenital syphilis,KDCA EID mapping,Korea KDCA EID
D034,매독(잠복),,Class 3,Latent syphilis,KDCA EID mapping,Korea KDCA EID,SRC_KR_KDCA,SER_KR_SYPHILIS_LATENT
D065,@엠폭스,,Class 3,Mpox|Monkeypox|엠폭스,KDCA EID mapping,Korea KDCA EID
D065,엠폭스,,Class 3,Mpox|Monkeypox|@엠폭스,KDCA EID mapping,Korea KDCA EID
