disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id,mapping_scope,target_kind,target_code,mapping_relation,comparability,projection_policy,aggregation_policy,definition_version
D037,Malaria,malaria,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D037,exact,conditional,canonical,direct_only,*
D174,Marburg-Fieber,marburg-fieber,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D174,exact,conditional,canonical,direct_only,*
D017,Masern,masern,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D017,exact,conditional,canonical,direct_only,*
D110,"Meninigokokken, invasiv",meninigokokken-invasiv,National monthly,,Invasive source definition maps to meningococcal disease,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D110,exact,conditional,canonical,direct_only,*
D049,Middle East Respiratory Syndrome (MERS),middle-east-respiratory-syndrome-mers,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D049,exact,conditional,canonical,direct_only,*
D023,Milzbrand (Anthrax),milzbrand-anthrax,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D023,exact,conditional,canonical,direct_only,*
D065,Mpox,mpox,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D065,exact,conditional,canonical,direct_only,*
,Norovirus-Gastroenteritis,norovirus-gastroenteritis,National monthly,,No reviewed canonical norovirus disease concept,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D234,Paratyphus,paratyphus,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D234,exact,conditional,canonical,direct_only,*
D001,Pest,pest,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D001,exact,conditional,canonical,direct_only,*
D106,"Pneumokokken, invasiv",pneumokokken-invasiv,National monthly,,Reviewed invasive pneumococcal disease category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D106,exact,conditional,canonical,direct_only,*
D064,Pocken,pocken,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D064,exact,conditional,canonical,direct_only,*
D112,Psittakose,psittakose,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D112,exact,conditional,canonical,direct_only,*
,Puerperalfieber,puerperalfieber,National monthly,,No reviewed canonical puerperal fever concept,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D145,Rückfallfieber,r-ckfallfieber,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D145,exact,conditional,canonical,direct_only,*
D040,Röteln,r-teln,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D040,exact,conditional,canonical,direct_only,*
D199,Rotavirus-Gastroenteritis,rotavirus-gastroenteritis,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D199,exact,conditional,canonical,direct_only,*
D221,Rotz (Malleus),rotz-malleus,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D221,exact,conditional,canonical,direct_only,*
D114,Salmonellose,salmonellose,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D114,exact,conditional,canonical,direct_only,*
D031,Scharlach,scharlach,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D031,exact,conditional,canonical,direct_only,*
D003,Schweres Akutes Respiratorisches Syndrom (SARS),schweres-akutes-respiratorisches-syndrom-sars,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D003,exact,conditional,canonical,direct_only,*
D105,Shigellose,shigellose,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D105,exact,conditional,canonical,direct_only,*
,Sonstige virusbedingte Meningoenzephalitis,sonstige-virusbedingte-meningoenzephalitis,National monthly,,Mixed residual category cannot map to one canonical concept,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,group,G_UNMAPPED_SOURCE_CATEGORIES,unmapped,not_comparable,no_projection,non_additive,*
D115,STEC,stec,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D115,exact,conditional,canonical,direct_only,*
D019,Tollwut (Rabies),tollwut-rabies,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D019,exact,conditional,canonical,direct_only,*
D200,Trachom (Körnerkrankheit),trachom-k-rnerkrankheit,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D200,exact,conditional,canonical,direct_only,*
D122,Trichinellose,trichinellose,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D122,exact,conditional,canonical,direct_only,*
D025,Tuberkulose,tuberkulose,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D025,exact,conditional,canonical,direct_only,*
D123,Tularämie,tular-mie,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D123,exact,conditional,canonical,direct_only,*
D124,Typhus,typhus,National monthly,,Austrian Typhus means typhoid and is distinct from Fleckfieber,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D124,exact,conditional,canonical,direct_only,*
D016,Vogelgrippe (Aviäre Influenza),vogelgrippe-avi-re-influenza,National monthly,,Avian subset of zoonotic influenza,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D016,narrower,conditional,canonical,direct_only,*
D128,West-Nil-Virus-Erkrankung,west-nil-virus-erkrankung,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D128,exact,conditional,canonical,direct_only,*
D155,Yersiniose,yersiniose,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D155,exact,conditional,canonical,direct_only,*
D051,Zika-Virus-Erkrankung,zika-virus-erkrankung,National monthly,,Reviewed official source category,Austria AGES Radar for Infectious Diseases,SRC_AT_AGES_RADAR,,source_category_dimension,concept,D051,exact,conditional,canonical,direct_only,*
