disease_id,local_name,local_code,category,aliases,notes,data_source,source_id,series_id,mapping_scope,target_kind,target_code,mapping_relation,comparability,projection_policy,aggregation_policy,definition_version
D002,Cholera,cholera,"National weekly",,"Reviewed Singapore source category","Singapore data.gov.sg Weekly Infectious Diseases Bulletin (2012-2022)",SRC_SG_DATA_GOV_WIDB,SER_SG_HIST_CHOLERA,"source_category_dimension","concept",D002,exact,"conditional","canonical","non_additive",SG_DATA_GOV_2012_2022
D002,Cholera,cholera,"National weekly",,"Reviewed Singapore source category","Singapore CDA Weekly Infectious Diseases Bulletin",SRC_SG_CDA_WIDB,SER_SG_CDA_CHOLERA,"source_category_dimension","concept",D002,exact,"conditional","canonical","non_additive",SG_CDA_WIDB_2023_CURRENT
D234,Paratyphoid,paratyphoid,"National weekly",,"Reviewed Singapore source category","Singapore data.gov.sg Weekly Infectious Diseases Bulletin (2012-2022)",SRC_SG_DATA_GOV_WIDB,SER_SG_HIST_PARATYPHOID,"source_category_dimension","concept",D234,exact,"conditional","canonical","non_additive",SG_DATA_GOV_2012_2022
D234,Paratyphoid,paratyphoid,"National weekly",,"Reviewed Singapore source category","Singapore CDA Weekly Infectious Diseases Bulletin",SRC_SG_CDA_WIDB,SER_SG_CDA_PARATYPHOID,"source_category_dimension","concept",D234,exact,"conditional","canonical","non_additive",SG_CDA_WIDB_2023_CURRENT
D124,Typhoid,typhoid,"National weekly",,"Reviewed Singapore source category","Singapore data.gov.sg Weekly Infectious Diseases Bulletin (2012-2022)",SRC_SG_DATA_GOV_WIDB,SER_SG_HIST_TYPHOID,"source_category_dimension","concept",D124,exact,"conditional","canonical","non_additive",SG_DATA_GOV_2012_2022
D124,Typhoid,typhoid,"National weekly",,"Reviewed Singapore source category","Singapore CDA Weekly Infectious Diseases Bulletin",SRC_SG_CDA_WIDB,SER_SG_CDA_TYPHOID,"source_category_dimension","concept",D124,exact,"conditional","canonical","non_additive",SG_CDA_WIDB_2023_CURRENT
D007,Acute Viral Hepatitis A,acute_viral_hepatitis_a,"National weekly",,"Reviewed Singapore source category","Singapore data.gov.sg Weekly Infectious Diseases Bulletin (2012-2022)",SRC_SG_DATA_GOV_WIDB,SER_SG_HIST_ACUTE_VIRAL_HEPATITIS_A,"source_category_dimension","concept",D007,exact,"conditional","canonical","non_additive",SG_DATA_GOV_2012_2022
D007,Acute Viral Hepatitis A,acute_viral_hepatitis_a,"National weekly",,"Reviewed Singapore source category","Singapore CDA Weekly Infectious Diseases Bulletin",SRC_SG_CDA_WIDB,SER_SG_CDA_ACUTE_VIRAL_HEPATITIS_A,"source_category_dimension","concept",D007,exact,"conditional","canonical","non_additive",SG_CDA_WIDB_2023_CURRENT
D011,Acute Viral Hepatitis E,acute_viral_hepatitis_e,"National weekly",,"Reviewed Singapore source category","Singapore data.gov.sg Weekly Infectious Diseases Bulletin (2012-2022)",SRC_SG_DATA_GOV_WIDB,SER_SG_HIST_ACUTE_VIRAL_HEPATITIS_E,"source_category_dimension","concept",D011,exact,"conditional","canonical","non_additive",SG_DATA_GOV_2012_2022
D011,Acute Viral Hepatitis E,acute_viral_hepatitis_e,"National weekly",,"Reviewed Singapore source category","Singapore CDA Weekly Infectious Diseases Bulletin",SRC_SG_CDA_WIDB,SER_SG_CDA_ACUTE_VIRAL_HEPATITIS_E,"source_category_dimension","concept",D011,exact,"conditional","canonical","non_additive",SG_CDA_WIDB_2023_CURRENT
D013,Poliomyelitis,poliomyelitis,"National weekly",,"Reviewed Singapore source category","Singapore data.gov.sg Weekly Infectious Diseases Bulletin (2012-2022)",SRC_SG_DATA_GOV_WIDB,SER_SG_HIST_POLIOMYELITIS,"source_category_dimension","concept",D013,exact,"conditional","canonical","non_additive",SG_DATA_GOV_2012_2022
D013,Poliomyelitis,poliomyelitis,"National weekly",,"Reviewed Singapore source category","Singapore CDA Weekly Infectious Diseases Bulletin",SRC_SG_CDA_WIDB,SER_SG_CDA_POLIOMYELITIS,"source_category_dimension","concept",D013,exact,"conditional","canonical","non_additive",SG_CDA_WIDB_2023_CURRENT
D001,Plague,plague,"National weekly",,"Reviewed Singapore source category","Singapore data.gov.sg Weekly Infectious Diseases Bulletin (2012-2022)",SRC_SG_DATA_GOV_WIDB,SER_SG_HIST_PLAGUE,"source_category_dimension","concept",D001,exact,"conditional","canonical","non_additive",SG_DATA_GOV_2012_2022
D001,Plague,plague,"National weekly",,"Reviewed Singapore source category","Singapore CDA Weekly Infectious Diseases Bulletin",SRC_SG_CDA_WIDB,SER_SG_CDA_PLAGUE,"source_category_dimension","concept",D001,exact,"conditional","canonical","non_additive",SG_CDA_WIDB_2023_CURRENT
