"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"18th week, 2026",,,,,,"Data collected as of May 8, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,212929,57.69,,,,
Hokkaido,8722,53.18,,,,
Aomori,2782,53.5,,,,
Iwate,3586,85.38,,,,
Miyagi,4062,73.85,,,,
Akita,1115,44.6,,,,
Yamagata,2432,64,,,,
Fukushima,3082,64.21,,,,
Ibaraki,4313,64.37,,,,
Tochigi,3576,76.09,,,,
Gunma,4038,89.73,,,,
Saitama,13622,80.13,,,,
Chiba,11381,66.56,,,,
Tokyo,23350,57.23,,,,
Kanagawa,16299,70.25,,,,
Niigata,3232,62.15,,,,
Toyama,3605,75.1,,,,
Ishikawa,2704,57.53,,,,
Fukui,1394,35.74,,,,
Yamanashi,1286,36.74,,,,
Nagano,3595,71.9,,,,
Gifu,1734,38.53,,,,
Shizuoka,4762,44.09,,,,
Aichi,12109,74.29,,,,
Mie,2773,40.19,,,,
Shiga,2069,53.05,,,,
Kyoto,3385,56.42,,,,
Osaka,10456,36.69,,,,
Hyogo,8210,50.68,,,,
Nara,1752,41.71,,,,
Wakayama,1752,38.93,,,,
Tottori,1682,58,,,,
Shimane,1182,59.1,,,,
Okayama,3135,62.7,,,,
Hiroshima,4798,52.15,,,,
Yamaguchi,3787,62.08,,,,
Tokushima,1174,35.58,,,,
Kagawa,982,42.7,,,,
Ehime,2595,68.29,,,,
Kochi,1332,35.05,,,,
Fukuoka,6859,56.69,,,,
Saga,1304,54.33,,,,
Nagasaki,3070,60.2,,,,
Kumamoto,4048,57.01,,,,
Oita,3370,58.1,,,,
Miyazaki,1199,42.82,,,,
Kagoshima,2961,51.95,,,,
Okinawa,2273,51.66,,,,
