"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2025",,,,,,"Data collected as of February 19, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,12964,2.63,3315,1.06,886,0.28,6499,2.08,24106,7.7,744,0.24,198,0.06,1742,0.56,558,0.18,23,0.01,112,0.04,22,0.03,518,0.74,6,0.01,4,0.01,201,0.42,-,-,35,0.07,25413,5.15
Hokkaido,764,3.44,201,1.48,57,0.42,487,3.58,334,2.46,42,0.31,21,0.15,74,0.54,14,0.1,3,0.02,5,0.04,-,-,12,0.41,-,-,-,-,7,0.3,-,-,-,-,1359,6.12
Aomori,256,4.41,18,0.49,10,0.27,36,0.97,180,4.86,4,0.11,5,0.14,72,1.95,3,0.08,1,0.03,1,0.03,-,-,-,-,-,-,-,-,6,1,-,-,-,-,342,5.9
Iwate,378,6.1,23,0.59,14,0.36,137,3.51,252,6.46,4,0.1,7,0.18,31,0.79,8,0.21,1,0.03,-,-,-,-,19,1.36,-,-,-,-,4,0.21,-,-,-,-,335,5.4
Miyagi,434,4.77,32,0.58,20,0.36,117,2.13,270,4.91,11,0.2,3,0.05,53,0.96,10,0.18,-,-,4,0.07,-,-,8,0.67,-,-,-,-,2,0.2,-,-,-,-,584,6.42
Akita,114,2.19,10,0.29,14,0.41,38,1.12,90,2.65,4,0.12,1,0.03,4,0.12,8,0.24,-,-,-,-,-,-,3,0.43,-,-,-,-,5,0.63,-,-,-,-,264,5.08
Yamagata,215,5.24,14,0.54,11,0.42,73,2.81,55,2.12,5,0.19,8,0.31,19,0.73,3,0.12,-,-,1,0.04,-,-,15,1.88,-,-,-,-,8,0.8,-,-,-,-,152,3.71
Fukushima,105,1.3,29,0.6,21,0.44,112,2.33,160,3.33,14,0.29,-,-,86,1.79,7,0.15,-,-,1,0.02,-,-,28,2.15,-,-,-,-,5,0.71,-,-,2,0.29,548,6.77
Ibaraki,286,2.38,54,0.72,21,0.28,331,4.41,577,7.69,29,0.39,5,0.07,37,0.49,9,0.12,-,-,1,0.01,3,0.18,36,2.12,-,-,-,-,3,0.23,-,-,-,-,931,7.76
Tochigi,390,5.13,47,0.98,14,0.29,94,1.96,300,6.25,8,0.17,9,0.19,70,1.46,8,0.17,-,-,2,0.04,-,-,11,0.92,-,-,-,-,1,0.14,-,-,-,-,466,6.13
Gunma,336,3.95,63,1.19,27,0.51,54,1.02,489,9.23,6,0.11,9,0.17,35,0.66,8,0.15,2,0.04,1,0.02,-,-,5,0.36,-,-,-,-,5,0.56,-,-,-,-,413,4.86
Saitama,771,2.95,170,1.04,47,0.29,377,2.3,1468,8.95,56,0.34,10,0.06,230,1.4,26,0.16,-,-,7,0.04,5,0.12,9,0.21,1,0.08,-,-,11,0.92,-,-,6,0.5,1720,6.59
Chiba,619,3.02,73,0.57,18,0.14,349,2.73,1283,10.02,22,0.17,5,0.04,156,1.22,19,0.15,1,0.01,9,0.07,-,-,25,0.74,-,-,-,-,1,0.11,-,-,-,-,1380,6.73
Tokyo,685,1.63,202,0.77,44,0.17,522,1.98,2694,10.2,65,0.25,12,0.05,272,1.03,38,0.14,-,-,15,0.06,-,-,15,0.38,-,-,-,-,9,0.36,-,-,1,0.04,1371,3.27
Kanagawa,739,2.04,180,0.79,14,0.06,355,1.56,1830,8.03,91,0.4,6,0.03,182,0.8,39,0.17,1,0,10,0.04,-,-,35,0.7,2,0.17,-,-,2,0.17,-,-,3,0.25,1585,4.38
Niigata,599,6.97,28,0.51,19,0.35,223,4.05,239,4.35,55,1,3,0.05,41,0.75,14,0.25,-,-,5,0.09,1,0.1,2,0.2,-,-,-,-,5,0.38,-,-,-,-,407,4.73
Toyama,121,2.52,26,0.9,15,0.52,112,3.86,201,6.93,3,0.1,-,-,24,0.83,1,0.03,1,0.03,2,0.07,3,0.43,2,0.29,-,-,-,-,3,0.6,-,-,-,-,164,3.42
Ishikawa,181,3.77,14,0.48,6,0.21,85,2.93,281,9.69,14,0.48,1,0.03,6,0.21,5,0.17,-,-,-,-,-,-,5,0.71,-,-,-,-,3,0.6,-,-,-,-,193,4.02
Fukui,74,1.9,60,2.4,12,0.48,56,2.24,214,8.56,8,0.32,4,0.16,2,0.08,4,0.16,1,0.04,2,0.08,-,-,-,-,-,-,-,-,7,1.17,-,-,-,-,105,2.69
Yamanashi,18,0.44,7,0.29,4,0.17,16,0.67,176,7.33,-,-,1,0.04,7,0.29,2,0.08,-,-,-,-,-,-,17,1.89,-,-,-,-,3,0.3,-,-,-,-,190,4.63
Nagano,287,3.26,38,0.7,9,0.17,64,1.19,283,5.24,12,0.22,3,0.06,40,0.74,4,0.07,2,0.04,-,-,-,-,33,3.3,-,-,-,-,6,0.5,-,-,1,0.08,616,7
Gifu,177,2.03,83,1.57,6,0.11,44,0.83,261,4.92,3,0.06,-,-,5,0.09,6,0.11,-,-,-,-,-,-,2,0.18,-,-,-,-,2,0.4,-,-,1,0.2,572,6.57
Shizuoka,413,2.97,49,0.55,10,0.11,98,1.1,579,6.51,10,0.11,3,0.03,27,0.3,11,0.12,1,0.01,5,0.06,-,-,8,0.36,-,-,-,-,1,0.1,-,-,-,-,951,6.84
Aichi,450,2.31,156,0.86,39,0.21,191,1.05,1038,5.7,10,0.05,-,-,19,0.1,31,0.17,-,-,1,0.01,-,-,6,0.17,-,-,1,0.07,10,0.67,-,-,1,0.07,1376,7.06
Mie,115,1.6,83,1.84,17,0.38,83,1.84,313,6.96,9,0.2,-,-,4,0.09,-,-,1,0.02,-,-,-,-,-,-,1,0.11,-,-,3,0.33,-,-,-,-,352,4.89
Shiga,85,1.42,41,1.14,7,0.19,44,1.22,168,4.67,7,0.19,-,-,4,0.11,10,0.28,-,-,-,-,-,-,1,0.11,-,-,-,-,3,0.43,-,-,-,-,239,3.98
Kyoto,187,1.51,82,1.09,38,0.51,80,1.07,463,6.17,7,0.09,4,0.05,30,0.4,5,0.07,1,0.01,2,0.03,-,-,8,0.44,-,-,-,-,3,0.43,-,-,-,-,454,3.66
Osaka,554,1.83,334,1.72,45,0.23,194,1,1514,7.8,31,0.16,14,0.07,30,0.15,24,0.12,-,-,4,0.02,1,0.02,8,0.15,-,-,2,0.11,4,0.22,-,-,7,0.39,933,3.09
Hyogo,390,1.97,216,1.69,36,0.28,192,1.5,1029,8.04,11,0.09,10,0.08,29,0.23,19,0.15,1,0.01,5,0.04,2,0.06,27,0.77,-,-,-,-,6,0.43,-,-,2,0.14,767,3.87
Nara,123,2.24,67,1.97,9,0.26,39,1.15,266,7.82,12,0.35,1,0.03,8,0.24,7,0.21,1,0.03,-,-,-,-,6,0.6,1,0.17,-,-,3,0.5,-,-,-,-,307,5.58
Wakayama,129,2.69,44,1.52,7,0.24,32,1.1,172,5.93,4,0.14,-,-,1,0.03,5,0.17,-,-,1,0.03,-,-,-,-,-,-,-,-,1,0.09,-,-,1,0.09,263,5.48
