"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7th week, 2025",,,,,,"Data collected as of February 19, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,516778,107.48,14035,4.6,5825,1.91,42232,13.85,117503,38.53,5083,1.67,2217,0.73,16104,5.28,3763,1.23,186,0.06,605,0.2,195,0.29,3306,4.89,60,0.13,71,0.15,2316,4.87,10,0.02,138,0.29,198420,41.27
Hokkaido,20202,93.1,1298,9.91,347,2.65,2889,22.05,1717,13.11,433,3.31,221,1.69,468,3.57,122,0.93,17,0.13,25,0.19,1,0.04,64,2.29,1,0.04,1,0.04,126,5.48,2,0.09,5,0.22,11926,54.96
Aomori,5397,96.38,86,2.39,94,2.61,246,6.83,835,23.19,58,1.61,51,1.42,669,18.58,54,1.5,4,0.11,7,0.19,-,-,5,0.56,1,0.17,7,1.17,60,10,-,-,-,-,2941,52.52
Iwate,8173,131.82,129,3.31,89,2.28,888,22.77,1469,37.67,72,1.85,72,1.85,236,6.05,57,1.46,2,0.05,8,0.21,-,-,56,4,3,0.16,1,0.05,96,5.05,-,-,3,0.16,3874,62.48
Miyagi,10941,120.23,137,2.49,211,3.84,697,12.67,1356,24.65,91,1.65,60,1.09,546,9.93,65,1.18,1,0.02,19,0.35,-,-,53,4.42,1,0.1,-,-,35,3.5,-,-,-,-,5110,56.15
Akita,2954,62.85,56,1.81,52,1.68,211,6.81,666,21.48,41,1.32,42,1.35,27,0.87,27,0.87,3,0.1,1,0.03,4,0.67,13,2.17,1,0.13,-,-,38,4.75,-,-,-,-,1996,42.47
Yamagata,5479,140.49,77,3.08,93,3.72,403,16.12,487,19.48,40,1.6,107,4.28,148,5.92,42,1.68,2,0.08,3,0.12,-,-,53,7.57,1,0.1,-,-,63,6.3,-,-,-,-,1536,39.38
Fukushima,10044,124,184,3.83,146,3.04,581,12.1,919,19.15,76,1.58,32,0.67,688,14.33,73,1.52,-,-,8,0.17,-,-,152,11.69,-,-,1,0.14,36,5.14,-,-,4,0.57,5383,66.46
Ibaraki,15768,134.77,229,3.18,151,2.1,2400,33.33,2693,37.4,103,1.43,34,0.47,326,4.53,54,0.75,6,0.08,6,0.08,4,0.25,268,16.75,-,-,2,0.15,64,4.92,-,-,1,0.08,7466,63.81
Tochigi,8199,113.88,246,5.47,119,2.64,591,13.13,1444,32.09,50,1.11,55,1.22,578,12.84,79,1.76,3,0.07,8,0.18,2,0.18,65,5.91,2,0.29,-,-,21,3,-,-,3,0.43,4047,56.21
Gunma,9777,122.21,304,6.08,105,2.1,356,7.12,2414,48.28,96,1.92,46,0.92,232,4.64,67,1.34,5,0.1,13,0.26,-,-,47,3.92,1,0.11,2,0.22,50,5.56,1,0.11,1,0.11,3692,46.15
Saitama,26543,109.23,748,4.89,279,1.82,2470,16.14,6913,45.18,360,2.35,129,0.84,2439,15.94,194,1.27,12,0.08,47,0.31,62,1.63,127,3.34,3,0.25,5,0.42,90,7.5,2,0.17,12,1,11862,48.81
Chiba,22051,110.81,269,2.17,148,1.19,2596,20.94,6050,48.79,149,1.2,64,0.52,1768,14.26,130,1.05,5,0.04,36,0.29,5,0.15,181,5.48,3,0.33,-,-,22,2.44,-,-,1,0.11,9443,47.45
Tokyo,24096,59.64,915,3.6,255,1,3464,13.64,12971,51.07,559,2.2,123,0.48,3047,12,319,1.26,11,0.04,63,0.25,3,0.08,144,3.89,3,0.12,5,0.2,100,4,-,-,5,0.2,9069,22.45
Kanagawa,23310,67.57,715,3.29,159,0.73,2056,9.47,8511,39.22,504,2.32,115,0.53,1924,8.87,229,1.06,11,0.05,64,0.29,2,0.04,312,6.64,4,0.33,6,0.5,24,2,-,-,6,0.5,10615,30.77
Niigata,11491,133.62,144,2.62,156,2.84,1388,25.24,1169,21.25,234,4.25,54,0.98,268,4.87,69,1.25,3,0.05,16,0.29,12,1.2,33,3.3,1,0.08,-,-,92,7.08,-,-,-,-,3780,43.95
Toyama,4874,103.7,69,2.46,117,4.18,794,28.36,1379,49.25,32,1.14,4,0.14,100,3.57,37,1.32,8,0.29,8,0.29,7,1.17,12,2,1,0.2,-,-,25,5,-,-,2,0.4,1752,37.28
Ishikawa,6829,142.27,118,4.07,56,1.93,482,16.62,1606,55.38,121,4.17,2,0.07,59,2.03,34,1.17,5,0.17,4,0.14,-,-,81,11.57,-,-,1,0.2,24,4.8,-,-,-,-,1830,38.13
Fukui,4551,116.69,202,8.08,63,2.52,255,10.2,1100,44,78,3.12,25,1,24,0.96,27,1.08,5,0.2,7,0.28,-,-,4,1.33,1,0.17,1,0.17,64,10.67,2,0.33,-,-,1222,31.33
Yamanashi,3625,88.41,51,2.13,31,1.29,78,3.25,830,34.58,13,0.54,16,0.67,70,2.92,13,0.54,-,-,6,0.25,-,-,145,16.11,2,0.2,-,-,25,2.5,-,-,-,-,1773,43.24
Nagano,11452,136.33,169,3.31,68,1.33,539,10.57,1281,25.12,68,1.33,76,1.49,318,6.24,51,1,7,0.14,2,0.04,-,-,184,20.44,1,0.08,-,-,54,4.5,-,-,2,0.17,5246,62.45
Gifu,12210,140.34,285,5.38,57,1.08,373,7.04,1222,23.06,28,0.53,8,0.15,30,0.57,63,1.19,1,0.02,6,0.11,1,0.09,5,0.45,2,0.4,5,1,46,9.2,-,-,2,0.4,5070,58.28
Shizuoka,18933,136.21,267,3,117,1.31,599,6.73,2916,32.76,68,0.76,12,0.13,221,2.48,89,1,1,0.01,18,0.2,-,-,41,1.95,1,0.1,-,-,34,3.4,-,-,-,-,7003,50.38
Aichi,28449,146.64,542,2.99,239,1.32,1284,7.09,5107,28.22,97,0.54,25,0.14,135,0.75,118,0.65,3,0.02,23,0.13,9,0.26,43,1.23,1,0.07,3,0.2,88,5.87,-,-,4,0.27,11269,58.09
Mie,7336,106.32,359,8.35,76,1.77,575,13.37,1685,39.19,52,1.21,6,0.14,39,0.91,54,1.26,3,0.07,4,0.09,1,0.09,5,0.45,1,0.11,-,-,41,4.56,-,-,1,0.11,2843,41.2
Shiga,6189,108.58,155,4.56,34,1,306,9,961,28.26,67,1.97,7,0.21,55,1.62,26,0.76,1,0.03,9,0.26,-,-,2,0.22,-,-,1,0.14,12,1.71,-,-,-,-,2128,37.33
Kyoto,11830,96.97,288,3.95,298,4.08,699,9.58,2123,29.08,65,0.89,30,0.41,257,3.52,57,0.78,3,0.04,9,0.12,1,0.06,40,2.5,-,-,-,-,44,6.29,1,0.14,-,-,3676,30.13
Osaka,23291,77.38,1730,8.96,302,1.56,1510,7.82,7309,37.87,181,0.94,114,0.59,207,1.07,212,1.1,7,0.04,32,0.17,16,0.31,81,1.56,2,0.11,9,0.5,59,3.28,2,0.11,27,1.5,7494,24.9
Hyogo,17757,91.53,952,7.62,270,2.16,1087,8.7,5060,40.48,132,1.06,66,0.53,198,1.58,129,1.03,5,0.04,24,0.19,15,0.44,171,5.03,1,0.07,4,0.29,158,11.29,-,-,9,0.64,6119,31.54
Nara,4965,99.3,294,9.8,39,1.3,229,7.63,1272,42.4,45,1.5,14,0.47,61,2.03,40,1.33,2,0.07,3,0.1,-,-,24,2.67,5,0.83,2,0.33,31,5.17,-,-,1,0.17,2040,40.8
Wakayama,1166,43.19,143,8.94,24,1.5,124,7.75,799,49.94,32,2,5,0.31,9,0.56,23,1.44,-,-,2,0.13,-,-,2,1,-,-,-,-,11,1.83,-,-,3,0.5,1074,39.78
Tottori,3319,114.45,32,1.68,36,1.89,414,21.79,511,26.89,21,1.11,12,0.63,56,2.95,18,0.95,-,-,-,-,-,-,4,0.8,1,0.2,3,0.6,24,4.8,-,-,1,0.2,1533,52.86
Shimane,3989,104.97,75,3.26,45,1.96,252,10.96,765,33.26,21,0.91,15,0.65,30,1.3,48,2.09,-,-,1,0.04,-,-,-,-,1,0.13,-,-,36,4.5,-,-,-,-,1402,36.89
Okayama,8904,106,88,1.63,59,1.09,402,7.44,2004,37.11,38,0.7,23,0.43,18,0.33,70,1.3,5,0.09,24,0.44,2,0.17,35,2.92,2,0.4,1,0.2,26,5.2,-,-,3,0.6,3351,39.89
Hiroshima,11071,97.97,321,4.52,178,2.51,968,13.63,3399,47.87,56,0.79,38,0.54,43,0.61,68,0.96,3,0.04,10,0.14,4,0.24,166,9.76,1,0.05,2,0.1,160,8,-,-,7,0.35,4464,39.5
Yamaguchi,7730,115.37,407,9.47,54,1.26,873,20.3,1958,45.53,27,0.63,17,0.4,58,1.35,82,1.91,3,0.07,3,0.07,-,-,45,5,-,-,1,0.11,27,3,-,-,-,-,2486,37.1
Tokushima,5787,156.41,117,5.09,38,1.65,106,4.61,700,30.43,16,0.7,45,1.96,19,0.83,27,1.17,2,0.09,-,-,6,2,2,0.67,2,0.29,-,-,10,1.43,-,-,1,0.14,2133,57.65
Kagawa,6137,130.57,126,4.5,46,1.64,330,11.79,1342,47.93,27,0.96,16,0.57,13,0.46,39,1.39,4,0.14,4,0.14,3,0.6,9,1.8,1,0.2,1,0.2,18,3.6,-,-,-,-,2060,43.83
Ehime,7750,135.96,189,5.56,92,2.71,746,21.94,1919,56.44,21,0.62,20,0.59,34,1,64,1.88,-,-,7,0.21,1,0.14,138,19.71,-,-,-,-,31,5.17,-,-,9,1.5,2651,46.51
Kochi,7442,169.14,41,1.64,18,0.72,338,13.52,461,18.44,23,0.92,33,1.32,161,6.44,30,1.2,1,0.04,4,0.16,-,-,2,0.67,-,-,1,0.13,51,6.38,-,-,3,0.38,2440,55.45
Fukuoka,22926,116.38,704,5.92,299,2.51,2719,22.85,6111,51.35,331,2.78,74,0.62,137,1.15,221,1.86,7,0.06,21,0.18,6,0.23,66,2.54,2,0.13,1,0.07,94,6.27,-,-,6,0.4,7118,36.13
Saga,5729,150.76,96,4.36,67,3.05,425,19.32,1169,53.14,42,1.91,26,1.18,16,0.73,58,2.64,4,0.18,3,0.14,-,-,5,1.67,1,0.17,1,0.17,28,4.67,-,-,2,0.33,1594,41.95
Nagasaki,10366,148.09,81,1.84,81,1.84,873,19.84,1552,35.27,84,1.91,43,0.98,82,1.86,62,1.41,-,-,8,0.18,21,2.63,94,11.75,2,0.17,1,0.08,47,3.92,-,-,9,0.75,3434,49.06
Kumamoto,11489,145.43,182,3.71,71,1.45,833,17,3081,62.88,87,1.78,58,1.18,54,1.1,125,2.55,7,0.14,7,0.14,2,0.22,70,7.78,1,0.07,1,0.07,40,2.67,-,-,-,-,2938,37.19
Oita,7532,129.86,121,3.36,119,3.31,841,23.36,3340,92.78,67,1.86,41,1.14,24,0.67,96,2.67,6,0.17,12,0.33,-,-,28,5.6,1,0.09,1,0.09,17,1.55,-,-,2,0.18,2340,40.34
Miyazaki,8862,155.47,114,3.26,126,3.6,622,17.77,1816,51.89,56,1.6,36,1.03,113,3.23,83,2.37,3,0.09,7,0.2,-,-,27,5.4,1,0.14,-,-,22,3.14,-,-,1,0.14,2124,37.26
Kagoshima,10914,124.02,157,3.14,266,5.32,843,16.86,2522,50.44,95,1.9,79,1.58,28,0.56,76,1.52,3,0.06,3,0.06,1,0.14,34,4.86,-,-,-,-,41,3.42,-,-,-,-,2461,27.97
Okinawa,8949,159.8,23,0.72,35,1.09,477,14.91,589,18.41,126,3.94,26,0.81,71,2.22,42,1.31,2,0.06,10,0.31,4,0.44,168,18.67,1,0.14,1,0.14,11,1.57,-,-,2,0.29,612,10.93
