"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"30th week, 2026",,,,,,"Data collected as of July 29, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,159679,42.87,,,,
Hokkaido,4812,29.16,,,,
Aomori,1904,36.62,,,,
Iwate,2070,50.49,,,,
Miyagi,2911,52.93,,,,
Akita,732,29.28,,,,
Yamagata,1711,45.03,,,,
Fukushima,2188,45.58,,,,
Ibaraki,3288,48.35,,,,
Tochigi,2935,62.45,,,,
Gunma,2805,63.75,,,,
Saitama,11301,64.21,,,,
Chiba,8340,46.33,,,,
Tokyo,16594,39.7,,,,
Kanagawa,12662,52.54,,,,
Niigata,2000,38.46,,,,
Toyama,2252,47.91,,,,
Ishikawa,2078,44.21,,,,
Fukui,1150,29.49,,,,
Yamanashi,908,25.94,,,,
Nagano,2285,45.7,,,,
Gifu,1504,33.42,,,,
Shizuoka,4284,39.67,,,,
Aichi,8956,54.94,,,,
Mie,2473,36.37,,,,
Shiga,1603,41.1,,,,
Kyoto,2428,38.54,,,,
Osaka,8295,29.11,,,,
Hyogo,6373,39.34,,,,
Nara,1353,32.21,,,,
Wakayama,1440,32,,,,
Tottori,1184,40.83,,,,
Shimane,760,38,,,,
Okayama,2120,42.4,,,,
Hiroshima,3412,36.69,,,,
Yamaguchi,2795,45.82,,,,
Tokushima,997,30.21,,,,
Kagawa,840,36.52,,,,
Ehime,2190,57.63,,,,
Kochi,1113,30.08,,,,
Fukuoka,5569,45.65,,,,
Saga,1120,46.67,,,,
Nagasaki,2340,45.88,,,,
Kumamoto,3275,47.46,,,,
Oita,2694,46.45,,,,
Miyazaki,1154,41.21,,,,
Kagoshima,2527,44.33,,,,
Okinawa,1954,44.41,,,,
