"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"25th week, 2025",,,,,,"Data collected as of June 25, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,200018,51.93,,,,
Hokkaido,8035,47.83,,,,
Aomori,2344,45.08,,,,
Iwate,3001,73.2,,,,
Miyagi,3460,64.07,,,,
Akita,1099,43.96,,,,
Yamagata,2158,56.79,,,,
Fukushima,2967,61.81,,,,
Ibaraki,4176,61.41,,,,
Tochigi,3245,69.04,,,,
Gunma,3387,75.27,,,,
Saitama,13089,74.37,,,,
Chiba,11066,60.14,,,,
Tokyo,22333,53.43,,,,
Kanagawa,15659,65.25,,,,
Niigata,2769,53.25,,,,
Toyama,2692,56.08,,,,
Ishikawa,2331,49.6,,,,
Fukui,1160,29.74,,,,
Yamanashi,1007,28.77,,,,
Nagano,3650,45.06,,,,
Gifu,1458,32.4,,,,
Shizuoka,5950,42.81,,,,
Aichi,9248,56.74,,,,
Mie,2561,36.59,,,,
Shiga,2777,47.88,,,,
Kyoto,3058,47.78,,,,
Osaka,11226,38.45,,,,
Hyogo,7737,47.18,,,,
Nara,1535,37.44,,,,
Wakayama,1777,39.49,,,,
Tottori,1408,48.55,,,,
Shimane,1018,50.9,,,,
Okayama,2469,49.38,,,,
Hiroshima,4017,42.28,,,,
Yamaguchi,3746,59.46,,,,
Tokushima,1241,36.5,,,,
Kagawa,1728,43.2,,,,
Ehime,2585,68.03,,,,
Kochi,1467,38.61,,,,
Fukuoka,5357,43.91,,,,
Saga,1167,48.63,,,,
Nagasaki,2813,55.16,,,,
Kumamoto,3227,44.21,,,,
Oita,3149,54.29,,,,
Miyazaki,1235,44.11,,,,
Kagoshima,3383,59.35,,,,
Okinawa,3053,67.84,,,,
