"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"8th week, 2026",,,,,,"Data collected as of February 25, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,327429,86.46,,,,
Hokkaido,12503,74.87,,,,
Aomori,3623,69.67,,,,
Iwate,5138,122.33,,,,
Miyagi,5293,96.24,,,,
Akita,1513,60.52,,,,
Yamagata,3530,92.89,,,,
Fukushima,4730,98.54,,,,
Ibaraki,6892,102.87,,,,
Tochigi,5826,123.96,,,,
Gunma,5281,117.36,,,,
Saitama,21762,124.35,,,,
Chiba,17189,96.03,,,,
Tokyo,35809,85.87,,,,
Kanagawa,23673,99.05,,,,
Niigata,4526,87.04,,,,
Toyama,5152,109.62,,,,
Ishikawa,4637,98.66,,,,
Fukui,2119,54.33,,,,
Yamanashi,1913,54.66,,,,
Nagano,5393,107.86,,,,
Gifu,2718,60.4,,,,
Shizuoka,9203,66.21,,,,
Aichi,16477,101.09,,,,
Mie,5171,74.94,,,,
Shiga,4539,78.26,,,,
Kyoto,5405,84.45,,,,
Osaka,16932,58.39,,,,
Hyogo,12775,77.9,,,,
Nara,3133,74.6,,,,
Wakayama,2962,65.82,,,,
Tottori,1914,66,,,,
Shimane,1242,65.37,,,,
Okayama,4292,85.84,,,,
Hiroshima,6551,70.44,,,,
Yamaguchi,6902,109.56,,,,
Tokushima,2095,63.48,,,,
Kagawa,1443,62.74,,,,
Ehime,3902,105.46,,,,
Kochi,1987,52.29,,,,
Fukuoka,10866,89.07,,,,
Saga,1877,78.21,,,,
Nagasaki,4917,96.41,,,,
Kumamoto,7143,99.21,,,,
Oita,6155,106.12,,,,
Miyazaki,2240,80,,,,
Kagoshima,4971,87.21,,,,
Okinawa,3115,69.22,,,,
