"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"22nd week, 2026",,,,,,"Data collected as of June 3, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,175999,47.18,,,,
Hokkaido,8295,49.97,,,,
Aomori,2454,47.19,,,,
Iwate,2950,70.24,,,,
Miyagi,3768,68.51,,,,
Akita,1012,40.48,,,,
Yamagata,1903,50.08,,,,
Fukushima,2938,61.21,,,,
Ibaraki,3844,57.37,,,,
Tochigi,2922,62.17,,,,
Gunma,3208,71.29,,,,
Saitama,11702,66.87,,,,
Chiba,10013,55.63,,,,
Tokyo,19993,47.83,,,,
Kanagawa,14205,58.7,,,,
Niigata,2617,50.33,,,,
Toyama,2876,61.19,,,,
Ishikawa,2376,50.55,,,,
Fukui,1049,26.9,,,,
Yamanashi,965,27.57,,,,
Nagano,2743,54.86,,,,
Gifu,1460,32.44,,,,
Shizuoka,4214,39.02,,,,
Aichi,8782,53.88,,,,
Mie,2146,31.1,,,,
Shiga,1580,40.51,,,,
Kyoto,2566,42.07,,,,
Osaka,8563,29.94,,,,
Hyogo,6566,40.53,,,,
Nara,1344,32,,,,
Wakayama,1363,30.29,,,,
Tottori,1346,46.41,,,,
Shimane,788,39.4,,,,
Okayama,2062,41.24,,,,
Hiroshima,3547,38.14,,,,
Yamaguchi,2739,44.9,,,,
Tokushima,884,26.79,,,,
Kagawa,715,31.09,,,,
Ehime,2046,53.84,,,,
Kochi,1055,27.76,,,,
Fukuoka,5364,43.97,,,,
Saga,982,40.92,,,,
Nagasaki,2363,46.33,,,,
Kumamoto,3481,49.03,,,,
Oita,2381,41.05,,,,
Miyazaki,926,33.07,,,,
Kagoshima,2570,45.09,,,,
Okinawa,2333,53.02,,,,
