id,disease_id,country_code,local_name,local_code,is_primary,is_alias,priority,category,source,confidence_score,verified_by,verified_at,usage_count,last_used_at,is_active,created_by,created_at,updated_at,metadata
2255,D015,CN,人感染H7N9禽流感,H7N9,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2256,D015,CN,禽流感H7N9;人感染H7N9病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2257,D016,CN,人感染新亚型流感,Novel Influenza,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2258,D017,CN,麻疹,Measles,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2259,D018,CN,流行性出血热,Hemorrhagic Fever,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2260,D018,CN,肾综合征出血热;出血热,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2261,D019,CN,狂犬病,Rabies,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2262,D019,CN,疯狗病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2263,D020,CN,流行性乙型脑炎,Japanese Encephalitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2264,D020,CN,乙脑,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2265,D021,CN,登革热,Dengue,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2266,D065,CN,猴痘,Mpox,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2267,D065,CN,猴天花,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2268,D065,CN,Monkeypox,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2269,D023,CN,炭疽,Anthrax,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2270,D024,CN,细菌性和阿米巴性痢疾,Dysentery,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2271,D024,CN,痢疾,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2272,D025,CN,肺结核,Tuberculosis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2273,D025,CN,结核病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2274,D025,CN,TB,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2275,D026,CN,伤寒和副伤寒,Typhoid,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2276,D026,CN,伤寒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2277,D027,CN,流行性脑脊髓膜炎,Meningococcal Meningitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2278,D027,CN,流脑,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2279,D028,CN,百日咳,Pertussis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2280,D029,CN,白喉,Diphtheria,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2281,D030,CN,新生儿破伤风,Neonatal Tetanus,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2282,D031,CN,猩红热,Scarlet Fever,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2283,D032,CN,布鲁氏菌病,Brucellosis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2284,D032,CN,布病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2285,D033,CN,淋病,Gonorrhea,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2286,D033,CN,体病;淋病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2287,D034,CN,梅毒,Syphilis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2288,D034,CN,毒毒;梅毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2289,D035,CN,钩端螺旋体病,Leptospirosis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2290,D035,CN,钩体病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2291,D036,CN,血吸虫病,Schistosomiasis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2292,D037,CN,疟疾,Malaria,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2293,D038,CN,流行性感冒,Influenza,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2294,D038,CN,流感,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2295,D038,CN,感冒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2296,D038,CN,甲型H1N1流感,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2297,D039,CN,流行性腮腺炎,Mumps,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2298,D039,CN,其它感染性腮腺炎;流行性腮腺炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2299,D040,CN,风疹,Rubella,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2300,D040,CN,德国麻疹,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2301,D041,CN,急性出血性结膜炎,Acute Hemorrhagic Conjunctivitis,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2302,D041,CN,红眼病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2303,D042,CN,麻风病,Leprosy,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2304,D043,CN,流行性和地方性斑疹伤寒,Typhus,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2305,D043,CN,麻疹伤寒;斑疹伤寒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2306,D044,CN,黑热病,Kala-azar,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2307,D044,CN,内脏利什曼病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2308,D045,CN,包虫病,Echinococcosis,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2309,D045,CN,棘球蚴病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2310,D046,CN,丝虫病,Filariasis,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2311,D047,CN,其他感染性腹泻病,Infectious Diarrhea,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2312,D047,CN,感染性腹泻;其它感染性腹泻病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2313,D048,CN,手足口病,HFMD,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2314,D048,CN,肠道病毒感染,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2315,D049,CN,中东呼吸综合征,MERS,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2316,D049,CN,MERS-CoV;中东呼吸综合征MERS,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2317,D058,CN,恙虫病,Scrub Typhus,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2319,D050,CN,埃博拉出血热,Ebola,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2320,D050,CN,埃博拉,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2321,D051,CN,寨卡病毒病,Zika,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2322,D051,CN,寨卡,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2323,D052,CN,基孔肯雅热,Chikungunya,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2324,D053,CN,拉沙热,Lassa,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2325,D054,CN,水痘,Varicella,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2326,D055,CN,肝吸虫病,Clonorchiasis,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2327,D055,CN,华支睾吸虫病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2328,D057,CN,发热伴血小板减少综合征,SFTS,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2329,D057,CN,蜱虫病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2330,D057,CN,新型布尼亚病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2331,D999,CN,甲乙丙类传染病总计,Total,True,False,100,汇总,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2332,D999,CN,合计,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2333,D999,CN,总计,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
2334,D999,CN,甲乙类传染病合计,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:54:15.491800,2026-02-14 09:54:15.491800,{}
