id,disease_id,country_code,local_name,local_code,is_primary,is_alias,priority,category,source,confidence_score,verified_by,verified_at,usage_count,last_used_at,is_active,created_by,created_at,updated_at,metadata
3838,D027,CN,流行性脑脊髓膜炎,Meningococcal Meningitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3839,D027,CN,流脑,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3840,D028,CN,百日咳,Pertussis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3841,D029,CN,白喉,Diphtheria,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3842,D030,CN,新生儿破伤风,Neonatal Tetanus,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3843,D031,CN,猩红热,Scarlet Fever,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3844,D032,CN,布鲁氏菌病,Brucellosis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3845,D032,CN,布病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3846,D033,CN,淋病,Gonorrhea,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3847,D033,CN,淋球菌病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3849,D034,CN,梅毒,Syphilis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3850,D034,CN,梅毒毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3852,D035,CN,钩端螺旋体病,Leptospirosis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3853,D035,CN,钩体病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3854,D036,CN,血吸虫病,Schistosomiasis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3855,D037,CN,疟疾,Malaria,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3856,D038,CN,流行性感冒,Influenza,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3857,D038,CN,流感,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3858,D038,CN,感冒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3859,D038,CN,甲型H1N1流感,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3860,D039,CN,流行性腮腺炎,Mumps,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3861,D039,CN,其它感染性腮腺炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3863,D040,CN,风疹,Rubella,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3864,D040,CN,德国麻疹,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3865,D041,CN,急性出血性结膜炎,Acute Hemorrhagic Conjunctivitis,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3866,D041,CN,红眼病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3867,D042,CN,麻风病,Leprosy,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3868,D043,CN,流行性和地方性斑疹伤寒,Typhus,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3869,D043,CN,斑疹伤寒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3870,D044,CN,黑热病,Kala-azar,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3871,D044,CN,内脏利什曼病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3872,D045,CN,包虫病,Echinococcosis,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3873,D045,CN,棘球蚴病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3874,D046,CN,丝虫病,Filariasis,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3875,D047,CN,其他感染性腹泻病,Infectious Diarrhea,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3876,D047,CN,感染性腹泻,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3877,D047,CN,其它感染性腹泻病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3878,D048,CN,手足口病,HFMD,True,False,100,丙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3879,D048,CN,肠道病毒感染,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3880,D049,CN,中东呼吸综合征,MERS,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3881,D049,CN,MERS-CoV,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3882,D049,CN,中东呼吸综合征MERS,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3883,D050,CN,埃博拉出血热,Ebola,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3884,D050,CN,埃博拉,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3885,D051,CN,寨卡病毒病,Zika,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3886,D051,CN,寨卡,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3887,D052,CN,基孔肯雅热,Chikungunya,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3888,D053,CN,拉沙热,Lassa,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3889,D054,CN,水痘,Varicella,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3890,D055,CN,肝吸虫病,Clonorchiasis,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3891,D055,CN,华支睾吸虫病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3892,D056,CN,人感染猪链球菌病,Streptococcus suis,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3893,D056,CN,猪链球菌,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3894,D057,CN,发热伴血小板减少综合征,SFTS,True,False,100,监测,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3895,D057,CN,蜱虫病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3896,D057,CN,新型布尼亚病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3897,D058,CN,恙虫病,Scrub Typhus,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3899,D999,CN,甲乙丙类传染病总计,Total,True,False,100,汇总,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3900,D999,CN,合计,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3901,D999,CN,总计,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3902,D999,CN,甲乙类传染病合计,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
3904,D999,CN,甲乙丙类总计,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 15:08:50.710353,2026-02-14 15:08:50.710353,{}
