id,disease_id,country_code,local_name,local_code,is_primary,is_alias,priority,category,source,confidence_score,verified_by,verified_at,usage_count,last_used_at,is_active,created_by,created_at,updated_at,metadata
2336,D001,CN,鼠疫,Plague,True,False,100,甲类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2337,D002,CN,霍乱,Cholera,True,False,100,甲类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2338,D003,CN,传染性非典型肺炎,SARS-CoV,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2339,D003,CN,非典,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2340,D003,CN,SARS,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2341,D004,CN,新型冠状病毒感染,COVID-19,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2342,D004,CN,新冠,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2343,D004,CN,新型冠状病毒肺炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2344,D004,CN,新冠肺炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2345,D004,CN,新型冠状病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2346,D005,CN,艾滋病,AIDS,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2347,D005,CN,HIV,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2348,D005,CN,获得性免疫缺陷综合征,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2349,D006,CN,病毒性肝炎,Hepatitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2350,D006,CN,病毒性肝炎*,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2352,D006,CN,肝炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2353,D007,CN,甲型肝炎,Hepatitis A,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2354,D007,CN,甲肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2355,D008,CN,乙型肝炎,Hepatitis B,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2356,D008,CN,乙肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2357,D009,CN,丙型肝炎,Hepatitis C,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2358,D009,CN,丙肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2360,D010,CN,丁型肝炎,Hepatitis D,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2361,D010,CN,丁肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2362,D011,CN,戊型肝炎,Hepatitis E,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2363,D011,CN,戊肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2364,D012,CN,未分型肝炎,Other Hepatitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2365,D012,CN,肝炎未分型,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2366,D012,CN,肝炎（未分型）,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2367,D012,CN,成型肝炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2368,D013,CN,脊髓灰质炎,Poliomyelitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2369,D013,CN,小儿麻痹症,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2370,D013,CN,灰质炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2371,D014,CN,人感染高致病性禽流感,H5N1,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2372,D014,CN,禽流感H5N1,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2373,D014,CN,人感染H5N1病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2374,D015,CN,人感染H7N9禽流感,H7N9,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2375,D015,CN,禽流感H7N9,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2376,D015,CN,人感染H7N9病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2377,D016,CN,人感染新亚型流感,Novel Influenza,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2378,D017,CN,麻疹,Measles,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2379,D018,CN,流行性出血热,Hemorrhagic Fever,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2380,D018,CN,肾综合征出血热,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2381,D018,CN,出血热,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2382,D019,CN,狂犬病,Rabies,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
2383,D019,CN,疯狗病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 09:59:18.018106,2026-02-14 09:59:18.018106,{}
