id,disease_id,country_code,local_name,local_code,is_primary,is_alias,priority,category,source,confidence_score,verified_by,verified_at,usage_count,last_used_at,is_active,created_by,created_at,updated_at,metadata
2465,D001,CN,鼠疫,Plague,True,False,100,甲类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2466,D002,CN,霍乱,Cholera,True,False,100,甲类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2467,D003,CN,传染性非典型肺炎,SARS-CoV,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2468,D003,CN,非典,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2469,D003,CN,SARS,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2470,D004,CN,新型冠状病毒感染,COVID-19,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2471,D004,CN,新冠,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2472,D004,CN,新型冠状病毒肺炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2473,D004,CN,新冠肺炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2474,D004,CN,新型冠状病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2475,D005,CN,艾滋病,AIDS,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2476,D005,CN,HIV,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2477,D005,CN,获得性免疫缺陷综合征,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2478,D006,CN,病毒性肝炎,Hepatitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2479,D006,CN,病毒性肝炎*,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2481,D006,CN,肝炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2482,D007,CN,甲型肝炎,Hepatitis A,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2483,D007,CN,甲肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2484,D008,CN,乙型肝炎,Hepatitis B,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2485,D008,CN,乙肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2486,D009,CN,丙型肝炎,Hepatitis C,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2487,D009,CN,丙肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2489,D010,CN,丁型肝炎,Hepatitis D,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2490,D010,CN,丁肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2491,D011,CN,戊型肝炎,Hepatitis E,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2492,D011,CN,戊肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2493,D012,CN,未分型肝炎,Other Hepatitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2494,D012,CN,肝炎未分型,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2495,D012,CN,肝炎（未分型）,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2496,D012,CN,成型肝炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2497,D013,CN,脊髓灰质炎,Poliomyelitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2498,D013,CN,小儿麻痹症,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2499,D013,CN,灰质炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2500,D014,CN,人感染高致病性禽流感,H5N1,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2501,D014,CN,禽流感H5N1,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2502,D014,CN,人感染H5N1病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2503,D015,CN,人感染H7N9禽流感,H7N9,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2504,D015,CN,禽流感H7N9,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2505,D015,CN,人感染H7N9病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2506,D016,CN,人感染新亚型流感,Novel Influenza,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2507,D017,CN,麻疹,Measles,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2508,D018,CN,流行性出血热,Hemorrhagic Fever,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2509,D018,CN,肾综合征出血热,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2510,D018,CN,出血热,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2511,D019,CN,狂犬病,Rabies,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2512,D019,CN,疯狗病,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2513,D020,CN,流行性乙型脑炎,Japanese Encephalitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2514,D020,CN,乙脑,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2515,D021,CN,登革热,Dengue,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2516,D065,CN,猴痘,Mpox,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2517,D065,CN,猴天花,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2518,D065,CN,Monkeypox,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2519,D023,CN,炭疽,Anthrax,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2520,D024,CN,细菌性和阿米巴性痢疾,Dysentery,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2521,D024,CN,痢疾,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
2522,D025,CN,肺结核,Tuberculosis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:01:38.435804,2026-02-14 10:01:38.435804,{}
