id,disease_id,country_code,local_name,local_code,is_primary,is_alias,priority,category,source,confidence_score,verified_by,verified_at,usage_count,last_used_at,is_active,created_by,created_at,updated_at,metadata
2596,D001,CN,鼠疫,Plague,True,False,100,甲类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2597,D002,CN,霍乱,Cholera,True,False,100,甲类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2598,D003,CN,传染性非典型肺炎,SARS-CoV,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2599,D003,CN,非典,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2600,D003,CN,SARS,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2601,D004,CN,新型冠状病毒感染,COVID-19,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2602,D004,CN,新冠,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2603,D004,CN,新型冠状病毒肺炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2604,D004,CN,新冠肺炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2605,D004,CN,新型冠状病毒,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2606,D005,CN,艾滋病,AIDS,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2607,D005,CN,HIV,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2608,D005,CN,获得性免疫缺陷综合征,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2609,D006,CN,病毒性肝炎,Hepatitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2610,D006,CN,病毒性肝炎*,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2612,D006,CN,肝炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2613,D007,CN,甲型肝炎,Hepatitis A,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2614,D007,CN,甲肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2615,D008,CN,乙型肝炎,Hepatitis B,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2616,D008,CN,乙肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2617,D009,CN,丙型肝炎,Hepatitis C,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2618,D009,CN,丙肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2620,D010,CN,丁型肝炎,Hepatitis D,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2621,D010,CN,丁肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2622,D011,CN,戊型肝炎,Hepatitis E,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2623,D011,CN,戊肝,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2624,D012,CN,未分型肝炎,Other Hepatitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2625,D012,CN,肝炎未分型,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2626,D012,CN,肝炎（未分型）,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2627,D012,CN,成型肝炎,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2628,D013,CN,脊髓灰质炎,Poliomyelitis,True,False,100,乙类,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
2629,D013,CN,小儿麻痹症,,True,False,90,,migration,1.0,,,0,,True,migration,2026-02-14 10:03:20.778675,2026-02-14 10:03:20.778675,{}
