"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"30th week, 2025",,,,,,"Data collected as of July 30, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,185656,48.2,,,,
Hokkaido,6333,37.92,,,,
Aomori,1982,38.12,,,,
Iwate,2735,66.71,,,,
Miyagi,3239,58.89,,,,
Akita,1068,42.72,,,,
Yamagata,2067,54.39,,,,
Fukushima,2666,55.54,,,,
Ibaraki,4423,65.04,,,,
Tochigi,3358,71.45,,,,
Gunma,3235,71.89,,,,
Saitama,12394,71.23,,,,
Chiba,10519,56.86,,,,
Tokyo,20736,49.49,,,,
Kanagawa,14703,60.76,,,,
Niigata,2532,48.69,,,,
Toyama,2313,48.19,,,,
Ishikawa,1880,40,,,,
Fukui,1106,28.36,,,,
Yamanashi,1012,28.91,,,,
Nagano,3607,44.53,,,,
Gifu,1502,33.38,,,,
Shizuoka,5835,41.98,,,,
Aichi,8945,54.88,,,,
Mie,2726,38.94,,,,
Shiga,2585,44.57,,,,
Kyoto,2858,44.66,,,,
Osaka,9547,32.81,,,,
Hyogo,6790,41.15,,,,
Nara,1554,37.9,,,,
Wakayama,1649,36.64,,,,
Tottori,1241,42.79,,,,
Shimane,835,41.75,,,,
Okayama,2376,47.52,,,,
Hiroshima,3918,41.24,,,,
Yamaguchi,3028,48.06,,,,
Tokushima,1197,35.21,,,,
Kagawa,1501,37.53,,,,
Ehime,2324,61.16,,,,
Kochi,1314,34.58,,,,
Fukuoka,5427,44.48,,,,
Saga,935,38.96,,,,
Nagasaki,2420,48.4,,,,
Kumamoto,3299,45.82,,,,
Oita,2883,49.71,,,,
Miyazaki,1279,45.68,,,,
Kagoshima,3331,58.44,,,,
Okinawa,2449,54.42,,,,
