"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"41st week, 2023",,,,,,"Data collected as of October 18, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,54709,11.07,381,0.12,5516,1.75,5902,1.88,8235,2.62,261,0.08,3760,1.2,26,0.01,688,0.22,929,0.3,115,0.04,8,0.01,581,0.83,6,0.01,22,0.05,25,0.05,-,-,1,0,18587,3.76
Hokkaido,1106,4.89,43,0.31,258,1.84,270,1.93,167,1.19,22,0.16,29,0.21,1,0.01,13,0.09,35,0.25,4,0.03,-,-,3,0.1,-,-,-,-,-,-,-,-,-,-,1493,6.61
Aomori,96,1.6,2,0.05,14,0.37,28,0.74,51,1.34,2,0.05,30,0.79,-,-,4,0.11,13,0.34,1,0.03,-,-,-,-,-,-,-,-,1,0.17,-,-,-,-,175,2.92
Iwate,168,2.67,17,0.43,20,0.5,50,1.25,116,2.9,1,0.03,6,0.15,-,-,10,0.25,13,0.33,1,0.03,-,-,2,0.14,-,-,-,-,-,-,-,-,-,-,282,4.48
Miyagi,637,7,9,0.16,32,0.58,65,1.18,100,1.82,3,0.05,76,1.38,-,-,11,0.2,4,0.07,2,0.04,-,-,4,0.33,1,0.1,-,-,1,0.1,-,-,-,-,286,3.14
Akita,94,1.81,7,0.21,-,-,8,0.24,53,1.56,4,0.12,25,0.74,-,-,3,0.09,4,0.12,-,-,1,0.14,1,0.14,-,-,-,-,-,-,-,-,-,-,171,3.29
Yamagata,243,5.79,24,0.86,9,0.32,47,1.68,56,2,-,-,42,1.5,-,-,7,0.25,44,1.57,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,126,3
Fukushima,1143,13.94,17,0.35,37,0.76,63,1.29,76,1.55,4,0.08,103,2.1,3,0.06,15,0.31,24,0.49,2,0.04,-,-,5,0.38,-,-,-,-,-,-,-,-,-,-,419,5.11
Ibaraki,1526,12.72,5,0.07,87,1.16,140,1.87,147,1.96,6,0.08,70,0.93,-,-,10,0.13,9,0.12,2,0.03,-,-,27,1.59,-,-,1,0.08,3,0.23,-,-,-,-,544,4.53
