"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"37th week, 2025",,,,,,"Data collected as of September 17, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,229689,59.83,,,,
Hokkaido,9809,59.09,,,,
Aomori,2767,53.21,,,,
Iwate,3738,91.17,,,,
Miyagi,4426,80.47,,,,
Akita,1393,55.72,,,,
Yamagata,2859,75.24,,,,
Fukushima,3222,68.55,,,,
Ibaraki,4769,70.13,,,,
Tochigi,4095,87.13,,,,
Gunma,4065,92.39,,,,
Saitama,14293,81.67,,,,
Chiba,11714,64.01,,,,
Tokyo,22690,54.41,,,,
Kanagawa,15589,65.23,,,,
Niigata,3401,65.4,,,,
Toyama,3207,66.81,,,,
Ishikawa,2755,58.62,,,,
Fukui,1465,37.56,,,,
Yamanashi,1427,40.77,,,,
Nagano,5264,64.99,,,,
Gifu,1800,40,,,,
Shizuoka,7812,56.2,,,,
Aichi,10769,66.07,,,,
Mie,3572,51.03,,,,
Shiga,3076,53.03,,,,
Kyoto,3523,55.05,,,,
Osaka,11738,40.34,,,,
Hyogo,8397,51.2,,,,
Nara,1794,42.71,,,,
Wakayama,2028,45.07,,,,
Tottori,1791,61.76,,,,
Shimane,1165,58.25,,,,
Okayama,3351,67.02,,,,
Hiroshima,5175,55.05,,,,
Yamaguchi,4431,73.85,,,,
Tokushima,1566,46.06,,,,
Kagawa,2092,53.64,,,,
Ehime,3002,79,,,,
Kochi,1630,42.89,,,,
Fukuoka,6829,55.98,,,,
Saga,1430,59.58,,,,
Nagasaki,3882,76.12,,,,
Kumamoto,3885,53.96,,,,
Oita,4251,73.29,,,,
Miyazaki,1496,53.43,,,,
Kagoshima,4108,72.07,,,,
Okinawa,2148,47.73,,,,
