"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"50th week, 2023",,,,,,"Data collected as of December 20, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,2090477,423.77,145168,46.22,159462,50.77,239477,76.24,727926,231.75,15258,4.86,97993,31.2,2133,0.68,39620,12.61,194464,61.91,6702,2.13,409,0.59,16892,24.34,395,0.82,677,1.41,977,2.04,26,0.05,146,0.3,1320770,267.74
Hokkaido,112798,503.56,9277,67.22,10845,78.59,12685,91.92,14674,106.33,761,5.51,1137,8.24,57,0.41,902,6.54,11042,80.01,199,1.44,6,0.21,239,8.24,6,0.26,5,0.22,42,1.83,1,0.04,7,0.3,65032,290.32
Aomori,21404,350.89,895,22.95,742,19.03,842,21.59,6884,176.51,126,3.23,707,18.13,15,0.38,417,10.69,2932,75.18,53,1.36,5,0.56,60,6.67,7,1.17,8,1.33,177,29.5,-,-,-,-,15093,247.43
Iwate,26349,424.98,1599,41,779,19.97,2367,60.69,9126,234,125,3.21,942,24.15,61,1.56,674,17.28,4418,113.28,71,1.82,-,-,196,15.08,12,0.63,11,0.58,51,2.68,1,0.05,17,0.89,20227,326.24
Miyagi,39134,430.04,3087,56.13,1675,30.45,2273,41.33,11496,209.02,282,5.13,1972,35.85,43,0.78,775,14.09,6935,126.09,122,2.22,2,0.17,150,12.5,6,0.6,5,0.5,28,2.8,-,-,-,-,28612,314.42
Akita,14406,282.47,696,21.09,278,8.42,648,19.64,4434,134.36,175,5.3,815,24.7,13,0.39,265,8.03,2003,60.7,34,1.03,9,1.5,61,10.17,1,0.13,-,-,5,0.63,-,-,-,-,12705,249.12
Yamagata,16718,388.79,1939,69.25,1017,36.32,1857,66.32,5922,211.5,143,5.11,873,31.18,18,0.64,525,18.75,3887,138.82,51,1.82,-,-,50,6.25,4,0.4,4,0.4,4,0.4,1,0.1,1,0.1,9783,227.51
Fukushima,33623,410.04,3516,71.76,1729,35.29,3130,63.88,7479,152.63,197,4.02,2201,44.92,51,1.04,945,19.29,3276,66.86,124,2.53,8,0.62,241,18.54,5,0.71,2,0.29,15,2.14,-,-,4,0.57,23539,287.06
Ibaraki,43025,358.54,1841,24.55,3248,43.31,6522,86.96,13388,178.51,321,4.28,3787,50.49,99,1.32,630,8.4,2866,38.21,133,1.77,13,0.76,929,54.65,5,0.42,7,0.58,61,5.08,-,-,1,0.08,38281,319.01
Tochigi,26462,348.18,1972,41.08,1379,28.73,2705,56.35,6638,138.29,172,3.58,2084,43.42,38,0.79,730,15.21,2800,58.33,76,1.58,-,-,294,24.5,6,0.86,10,1.43,1,0.14,1,0.14,2,0.29,19558,257.34
Gunma,31628,367.77,1449,27.34,1866,35.21,2736,51.62,12975,244.81,274,5.17,1577,29.75,34,0.64,851,16.06,3934,74.23,170,3.21,2,0.14,254,18.14,6,0.67,7,0.78,9,1,2,0.22,-,-,19353,225.03
Saitama,123723,481.41,5638,35.02,9683,60.14,16909,105.02,47709,296.33,1171,7.27,6310,39.19,113,0.7,2219,13.78,10364,64.37,519,3.22,75,1.83,937,22.85,11,1,37,3.36,17,1.55,-,-,6,0.55,76312,296.93
Chiba,96565,471.05,3261,25.48,6074,47.45,11870,92.73,32306,252.39,522,4.08,3748,29.28,77,0.6,1335,10.43,8142,63.61,323,2.52,11,0.32,883,25.97,14,1.56,18,2,11,1.22,-,-,-,-,66967,326.67
Tokyo,151592,367.05,6990,26.99,13226,51.07,22366,86.36,68470,264.36,1563,6.03,7036,27.17,323,1.25,3357,12.96,16066,62.03,581,2.24,20,0.53,921,24.24,34,1.42,37,1.54,47,1.96,9,0.38,6,0.25,87191,211.12
Kanagawa,139578,386.64,5581,24.37,8192,35.77,15645,68.32,50050,218.56,1061,4.63,5556,24.26,183,0.8,2679,11.7,11925,52.07,598,2.61,30,0.6,2673,53.46,19,1.73,58,5.27,50,4.55,-,-,1,0.09,83650,231.72
Niigata,38397,451.73,3878,71.81,1872,34.67,3872,71.7,11687,216.43,274,5.07,4587,84.94,32,0.59,659,12.2,4117,76.24,117,2.17,11,1.1,83,8.3,6,0.5,9,0.75,22,1.83,-,-,9,0.75,24406,287.13
Toyama,19114,398.21,1724,59.45,1974,68.07,3359,115.83,9593,330.79,154,5.31,1339,46.17,10,0.34,313,10.79,1801,62.1,40,1.38,-,-,70,10,3,0.6,2,0.4,11,2.2,-,-,5,1,11341,236.27
Ishikawa,24026,500.54,1376,47.45,1448,49.93,1947,67.14,10420,359.31,128,4.41,1132,39.03,22,0.76,380,13.1,1727,59.55,40,1.38,13,1.86,266,38,2,0.4,9,1.8,14,2.8,-,-,2,0.4,16652,346.92
Fukui,15353,404.03,1510,62.92,2076,86.5,1859,77.46,6274,261.42,159,6.63,1662,69.25,20,0.83,298,12.42,1133,47.21,53,2.21,-,-,17,5.67,11,1.83,15,2.5,32,5.33,-,-,1,0.17,7299,192.08
Yamanashi,13980,340.98,670,27.92,379,15.79,323,13.46,5866,244.42,59,2.46,323,13.46,7,0.29,328,13.67,1018,42.42,41,1.71,1,0.11,169,18.78,8,0.8,3,0.3,2,0.2,-,-,3,0.3,12567,306.51
Nagano,38619,443.9,1919,36.21,929,17.53,2805,52.92,13560,255.85,221,4.17,656,12.38,38,0.72,473,8.92,4366,82.38,83,1.57,21,2.1,699,69.9,5,0.42,16,1.33,14,1.17,-,-,2,0.17,25584,294.07
Gifu,24460,284.42,2612,50.23,2002,38.5,2366,45.5,9172,176.38,141,2.71,501,9.63,32,0.62,499,9.6,2067,39.75,78,1.5,1,0.09,96,8.73,1,0.2,14,2.8,8,1.6,1,0.2,2,0.4,29423,342.13
Shizuoka,49932,359.22,4095,46.53,2747,31.22,4240,48.18,19200,218.18,339,3.85,1664,18.91,132,1.5,1117,12.69,6181,70.24,186,2.11,5,0.23,278,12.64,19,1.9,23,2.3,33,3.3,-,-,2,0.2,39827,286.53
Aichi,88122,451.91,6090,33.46,7028,38.62,11355,62.39,38785,213.1,610,3.35,1688,9.27,90,0.49,1476,8.11,8899,48.9,297,1.63,4,0.11,462,13.2,22,1.47,28,1.87,22,1.47,2,0.13,3,0.2,68704,352.33
Mie,31023,436.94,2927,66.52,2659,60.43,2495,56.7,11133,253.02,264,6,713,16.2,18,0.41,481,10.93,4053,92.11,41,0.93,-,-,73,6.08,12,1.33,23,2.56,6,0.67,1,0.11,-,-,19585,275.85
Shiga,20173,341.92,1330,38,695,19.86,2119,60.54,7011,200.31,327,9.34,783,22.37,7,0.2,378,10.8,2047,58.49,78,2.23,-,-,12,1.5,5,0.71,27,3.86,8,1.14,-,-,-,-,13861,234.93
Kyoto,50159,401.27,2450,32.24,5053,66.49,6583,86.62,13285,174.8,366,4.82,1109,14.59,37,0.49,583,7.67,2802,36.87,106,1.39,7,0.41,159,9.35,3,0.43,7,1,8,1.14,1,0.14,13,1.86,30256,242.05
Osaka,118242,396.79,10406,53.64,15432,79.55,19582,100.94,43052,221.92,929,4.79,3122,16.09,91,0.47,2108,10.87,10843,55.89,484,2.49,25,0.49,956,18.75,9,0.56,24,1.5,21,1.31,-,-,10,0.63,62702,210.41
Hyogo,82677,417.56,7697,60.13,8034,62.77,8635,67.46,35909,280.54,597,4.66,2855,22.3,78,0.61,1418,11.08,6533,51.04,292,2.28,24,0.69,1037,29.63,17,1.21,32,2.29,15,1.07,1,0.07,7,0.5,43188,218.12
Nara,20631,375.11,1979,58.21,2789,82.03,3045,89.56,7837,230.5,139,4.09,594,17.47,16,0.47,436,12.82,1640,48.24,49,1.44,4,0.4,328,32.8,9,1.5,7,1.17,3,0.5,1,0.17,1,0.17,14947,271.76
Wakayama,15976,326.04,2133,71.1,1324,44.13,1547,51.57,5306,176.87,100,3.33,288,9.6,10,0.33,337,11.23,2049,68.3,63,2.1,7,1.75,88,22,4,0.36,22,2,16,1.45,1,0.09,4,0.36,12229,249.57
Tottori,10290,354.83,921,48.47,326,17.16,3321,174.79,5524,290.74,62,3.26,898,47.26,9,0.47,217,11.42,995,52.37,14,0.74,1,0.2,38,7.6,6,1.2,11,2.2,-,-,-,-,5,1,8436,290.9
Shimane,11693,307.71,1470,63.91,693,30.13,663,28.83,5727,249,122,5.3,1822,79.22,5,0.22,418,18.17,592,25.74,29,1.26,1,0.33,43,14.33,9,1.13,10,1.25,2,0.25,-,-,1,0.13,8083,212.71
Okayama,30606,364.36,1830,33.89,1799,33.31,1822,33.74,12499,231.46,206,3.81,2630,48.7,29,0.54,590,10.93,2118,39.22,135,2.5,10,0.83,231,19.25,4,0.8,22,4.4,3,0.6,-,-,3,0.6,18983,225.99
Hiroshima,43009,380.61,3455,49.36,2940,42,5779,82.56,17144,244.91,263,3.76,2361,33.73,15,0.21,763,10.9,2590,37,123,1.76,14,0.78,604,33.56,8,0.38,20,0.95,17,0.81,-,-,5,0.24,25516,225.81
Yamaguchi,29151,441.68,3656,85.02,1132,26.33,4590,106.74,10661,247.93,172,4,2137,49.7,25,0.58,738,17.16,2247,52.26,107,2.49,-,-,165,18.33,3,0.33,5,0.56,36,4,-,-,-,-,17195,260.53
Tokushima,12417,335.59,1591,69.17,1002,43.57,478,20.78,4912,213.57,68,2.96,521,22.65,7,0.3,334,14.52,1107,48.13,22,0.96,2,0.5,22,5.5,5,0.71,12,1.71,1,0.14,-,-,-,-,9604,259.57
Kagawa,17671,375.98,1233,44.04,1453,51.89,695,24.82,9876,352.71,96,3.43,922,32.93,7,0.25,459,16.39,1614,57.64,72,2.57,1,0.2,58,11.6,1,0.2,5,1,2,0.4,-,-,-,-,11755,250.11
Ehime,28894,481.57,2651,73.64,2070,57.5,2984,82.89,12542,348.39,133,3.69,730,20.28,9,0.25,732,20.33,2431,67.53,93,2.58,2,0.25,485,60.63,1,0.17,4,0.67,6,1,-,-,3,0.5,16698,278.3
Kochi,16346,371.5,1278,49.15,860,33.08,1630,62.69,3978,153,178,6.85,826,31.77,22,0.85,338,13,1170,45,23,0.88,-,-,17,5.67,6,0.75,8,1,28,3.5,-,-,7,0.88,11694,265.77
Fukuoka,117124,591.54,8918,74.32,14187,118.23,18914,157.62,33385,278.21,845,7.04,8067,67.23,56,0.47,2239,18.66,7848,65.4,297,2.48,12,0.46,820,31.54,18,1.2,25,1.67,6,0.4,-,-,3,0.2,51805,261.64
Saga,22104,566.77,1641,71.35,1903,82.74,1539,66.91,3375,146.74,90,3.91,1750,76.09,12,0.52,597,25.96,2010,87.39,38,1.65,2,0.5,50,12.5,11,1.83,14,2.33,15,2.5,-,-,6,1,13594,348.56
Nagasaki,36047,522.42,2144,48.73,2418,54.95,4379,99.52,6320,143.64,192,4.36,1885,42.84,14,0.32,648,14.73,2593,58.93,81,1.84,40,5,201,25.13,10,0.83,22,1.83,20,1.67,-,-,2,0.17,21143,306.42
Kumamoto,39508,500.1,2591,52.88,2388,48.73,3042,62.08,14922,304.53,292,5.96,2528,51.59,21,0.43,1120,22.86,3638,74.24,143,2.92,1,0.11,277,30.78,10,0.71,18,1.29,7,0.5,-,-,1,0.07,23572,298.38
Oita,34105,588.02,2890,80.28,1985,55.14,2108,58.56,17130,475.83,274,7.61,1584,44,33,0.92,829,23.03,2461,68.36,106,2.94,-,-,151,30.2,4,0.36,5,0.45,62,5.64,-,-,1,0.09,16968,292.55
