"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"29th week, 2025",,,,,,"Data collected as of July 23, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,207629,54.03,,,,
Hokkaido,7665,45.9,,,,
Aomori,2384,45.85,,,,
Iwate,3227,78.71,,,,
Miyagi,3756,69.56,,,,
Akita,1236,49.44,,,,
Yamagata,2443,64.29,,,,
Fukushima,2973,61.94,,,,
Ibaraki,4686,68.91,,,,
Tochigi,3786,80.55,,,,
Gunma,3747,83.27,,,,
Saitama,13715,78.82,,,,
Chiba,12144,65.29,,,,
Tokyo,22743,54.8,,,,
Kanagawa,15944,66.99,,,,
Niigata,2773,54.37,,,,
Toyama,2756,57.42,,,,
Ishikawa,2331,49.6,,,,
Fukui,1278,32.77,,,,
Yamanashi,1143,32.66,,,,
Nagano,4050,50,,,,
Gifu,1566,34.8,,,,
Shizuoka,6142,44.19,,,,
Aichi,9634,59.1,,,,
Mie,3113,44.47,,,,
Shiga,2861,49.33,,,,
Kyoto,3273,51.14,,,,
Osaka,11125,38.1,,,,
Hyogo,7761,47.04,,,,
Nara,1654,40.34,,,,
Wakayama,1792,39.82,,,,
Tottori,1412,48.69,,,,
Shimane,1003,50.15,,,,
Okayama,2585,51.7,,,,
Hiroshima,4203,44.24,,,,
Yamaguchi,3653,57.98,,,,
Tokushima,1284,37.76,,,,
Kagawa,1734,43.35,,,,
Ehime,2550,67.11,,,,
Kochi,1486,39.11,,,,
Fukuoka,5394,44.58,,,,
Saga,1159,48.29,,,,
Nagasaki,2762,55.24,,,,
Kumamoto,3534,49.08,,,,
Oita,3414,58.86,,,,
Miyazaki,1320,47.14,,,,
Kagoshima,3553,62.33,,,,
Okinawa,2882,64.04,,,,
