"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5th week, 2025",,,,,,"Data collected as of February 5, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,489603,102.28,7757,2.56,3947,1.3,28012,9.23,70474,23.22,3444,1.13,1794,0.59,12251,4.04,2594,0.85,131,0.04,403,0.13,150,0.22,2237,3.34,46,0.1,55,0.11,1908,3.98,9,0.02,72,0.15,144895,30.27
Hokkaido,18475,85.93,870,6.74,226,1.75,1854,14.37,1097,8.5,319,2.47,173,1.34,327,2.53,88,0.68,12,0.09,17,0.13,1,0.04,41,1.46,-,-,1,0.05,105,4.77,2,0.09,3,0.14,8846,41.14
Aomori,4859,88.35,55,1.53,67,1.86,176,4.89,519,14.42,43,1.19,33,0.92,523,14.53,43,1.19,2,0.06,4,0.11,-,-,5,0.56,1,0.17,4,0.67,52,8.67,-,-,-,-,2206,40.11
Iwate,7241,116.79,74,1.9,67,1.72,573,14.69,934,23.95,57,1.46,57,1.46,179,4.59,36,0.92,-,-,6,0.15,-,-,31,2.21,1,0.05,-,-,83,4.37,-,-,3,0.16,3078,49.65
Miyagi,9960,109.45,64,1.16,165,3,458,8.33,797,14.49,65,1.18,41,0.75,414,7.53,47,0.85,1,0.02,14,0.25,-,-,37,3.08,-,-,-,-,29,2.9,-,-,-,-,3878,42.62
Akita,2653,58.96,40,1.33,35,1.17,132,4.4,463,15.43,29,0.97,40,1.33,15,0.5,12,0.4,3,0.1,1,0.03,4,0.67,8,1.33,1,0.13,-,-,29,3.63,-,-,-,-,1444,32.09
Yamagata,4907,129.13,50,2,74,2.96,256,10.24,333,13.32,28,1.12,85,3.4,113,4.52,36,1.44,1,0.04,1,0.04,-,-,28,4,1,0.1,-,-,47,4.7,-,-,-,-,1185,31.18
Fukushima,9767,119.11,128,2.61,100,2.04,370,7.55,570,11.63,55,1.12,29,0.59,505,10.31,53,1.08,-,-,4,0.08,-,-,88,6.77,-,-,1,0.14,26,3.71,-,-,1,0.14,4249,51.82
Ibaraki,15152,130.62,131,1.82,112,1.56,1667,23.15,1616,22.44,47,0.65,28,0.39,235,3.26,36,0.5,4,0.06,5,0.07,1,0.06,194,12.13,-,-,2,0.15,56,4.31,-,-,1,0.08,5579,48.09
