"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27th week, 2023",,,,,,"Data collected as of July 12, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,723165,146.63,96376,30.66,26168,8.33,70404,22.4,472948,150.48,7616,2.42,23349,7.43,1076,0.34,22323,7.1,104339,33.2,3586,1.14,205,0.3,4980,7.18,188,0.39,289,0.6,452,0.94,15,0.03,98,0.2,234805,47.61
Hokkaido,34137,151.72,6680,48.41,1762,12.77,4520,32.75,9795,70.98,414,3,209,1.51,28,0.2,463,3.36,3241,23.49,102,0.74,3,0.1,98,3.38,1,0.04,2,0.09,29,1.26,1,0.04,6,0.26,11600,51.56
Aomori,11968,193.03,676,16.9,209,5.23,238,5.95,4780,119.5,59,1.48,145,3.63,10,0.25,240,6,774,19.35,35,0.88,3,0.33,12,1.33,4,0.67,5,0.83,141,23.5,-,-,-,-,1933,31.18
Iwate,13532,218.26,996,25.54,150,3.85,1166,29.9,5695,146.03,60,1.54,237,6.08,9,0.23,360,9.23,1401,35.92,30,0.77,-,-,78,6,10,0.53,6,0.32,14,0.74,-,-,10,0.53,3117,50.27
Miyagi,8324,90.48,1814,32.39,396,7.07,633,11.3,8833,157.73,136,2.43,334,5.96,28,0.5,442,7.89,3628,64.79,61,1.09,-,-,73,6.08,2,0.18,2,0.18,15,1.36,-,-,-,-,4193,45.58
Akita,6768,132.71,302,9.15,122,3.7,372,11.27,2738,82.97,80,2.42,51,1.55,10,0.3,157,4.76,538,16.3,10,0.3,4,0.67,33,5.5,1,0.13,-,-,4,0.5,-,-,-,-,1658,32.51
Yamagata,7178,166.93,597,21.32,311,11.11,438,15.64,4322,154.36,63,2.25,64,2.29,5,0.18,301,10.75,731,26.11,25,0.89,-,-,23,2.88,4,0.4,1,0.1,4,0.4,-,-,1,0.1,1599,37.19
Fukushima,7216,88,2004,40.9,486,9.92,1112,22.69,5754,117.43,86,1.76,271,5.53,33,0.67,576,11.76,581,11.86,55,1.12,5,0.38,103,7.92,5,0.71,1,0.14,7,1,-,-,-,-,3269,39.87
Ibaraki,11069,92.24,789,10.52,552,7.36,1768,23.57,8585,114.47,177,2.36,1625,21.67,61,0.81,318,4.24,1347,17.96,78,1.04,10,0.59,342,20.12,2,0.17,3,0.25,20,1.67,-,-,1,0.08,5853,48.78
Tochigi,8881,116.86,970,20.21,140,2.92,881,18.35,4614,96.13,99,2.06,270,5.63,14,0.29,420,8.75,1400,29.17,38,0.79,-,-,84,7,3,0.43,7,1,1,0.14,-,-,1,0.14,2650,34.87
Gunma,8165,94.94,609,11.49,491,9.26,741,13.98,7800,147.17,146,2.75,166,3.13,22,0.42,491,9.26,2049,38.66,92,1.74,1,0.07,125,8.93,2,0.22,1,0.11,2,0.22,2,0.22,-,-,2746,31.93
Saitama,33156,129.52,3936,24.45,1543,9.58,3690,22.92,29860,185.47,615,3.82,1799,11.17,71,0.44,1283,7.97,5675,35.25,296,1.84,39,0.95,228,5.56,8,0.73,15,1.36,5,0.45,-,-,5,0.45,14167,55.34
Chiba,24491,118.31,2379,18.44,941,7.29,2539,19.68,20684,160.34,298,2.31,902,6.99,34,0.26,738,5.72,4804,37.24,178,1.38,3,0.09,283,8.32,5,0.56,7,0.78,1,0.11,-,-,-,-,12668,61.2
Tokyo,50029,121.14,4809,18.57,1743,6.73,5622,21.71,42545,164.27,737,2.85,1511,5.83,152,0.59,1921,7.42,10220,39.46,323,1.25,14,0.37,175,4.61,12,0.5,20,0.83,14,0.58,6,0.25,3,0.13,19807,47.96
Kanagawa,47908,133.08,3363,14.75,1165,5.11,3789,16.62,31724,139.14,487,2.14,989,4.34,91,0.4,1563,6.86,7216,31.65,323,1.42,13,0.26,740,14.8,7,0.64,30,2.73,20,1.82,-,-,1,0.09,16125,44.79
Niigata,19005,223.59,2630,48.7,511,9.46,1591,29.46,7683,142.28,117,2.17,549,10.17,19,0.35,359,6.65,1585,29.35,67,1.24,5,0.5,37,3.7,2,0.17,4,0.33,15,1.25,-,-,1,0.08,3846,45.25
Toyama,11270,234.79,988,34.07,447,15.41,1173,40.45,7082,244.21,97,3.34,237,8.17,7,0.24,167,5.76,1088,37.52,19,0.66,-,-,22,3.14,-,-,-,-,5,1,-,-,5,1,1721,35.85
Ishikawa,14297,297.85,896,30.9,230,7.93,387,13.34,6918,238.55,72,2.48,277,9.55,7,0.24,222,7.66,1027,35.41,26,0.9,1,0.14,73,10.43,1,0.2,6,1.2,9,1.8,-,-,1,0.2,2819,58.73
Fukui,10069,272.14,1171,50.91,400,17.39,660,28.7,3376,146.78,113,4.91,430,18.7,9,0.39,168,7.3,615,26.74,28,1.22,-,-,5,1.67,4,0.67,3,0.5,1,0.17,-,-,-,-,1225,33.11
Yamanashi,2030,49.51,252,10.5,64,2.67,53,2.21,3436,143.17,28,1.17,61,2.54,3,0.13,170,7.08,499,20.79,23,0.96,-,-,62,6.89,3,0.3,1,0.1,1,0.1,-,-,3,0.3,2348,57.27
Nagano,9176,105.47,817,15.42,312,5.89,508,9.58,10091,190.4,138,2.6,128,2.42,20,0.38,288,5.43,1388,26.19,45,0.85,18,1.8,219,21.9,-,-,9,0.75,9,0.75,-,-,2,0.17,3875,44.54
Gifu,5065,58.9,1942,37.35,379,7.29,780,15,6390,122.88,55,1.06,168,3.23,15,0.29,275,5.29,968,18.62,35,0.67,1,0.09,39,3.55,-,-,7,1.4,-,-,1,0.2,1,0.2,4828,56.14
Shizuoka,9802,70.52,2403,27.31,654,7.43,961,10.92,12688,144.18,178,2.02,649,7.38,47,0.53,604,6.86,4312,49,101,1.15,1,0.05,80,3.64,8,0.8,11,1.1,14,1.4,-,-,2,0.2,5658,40.71
Aichi,26465,135.72,4136,22.73,1042,5.73,3458,19,27023,148.48,298,1.64,475,2.61,39,0.21,852,4.68,5235,28.76,144,0.79,3,0.09,94,2.69,8,0.53,9,0.6,-,-,1,0.07,3,0.2,11755,60.28
Mie,10178,143.35,1694,38.5,450,10.23,474,10.77,7237,164.48,149,3.39,143,3.25,14,0.32,271,6.16,2299,52.25,25,0.57,-,-,20,1.67,7,0.78,12,1.33,4,0.44,-,-,-,-,3545,49.93
Shiga,9052,153.42,1035,29.57,182,5.2,655,18.71,4366,124.74,193,5.51,168,4.8,6,0.17,179,5.11,1424,40.69,39,1.11,-,-,4,0.5,4,0.57,10,1.43,4,0.57,-,-,-,-,2033,34.46
Kyoto,24687,197.5,1931,25.41,648,8.53,2528,33.26,9435,124.14,215,2.83,300,3.95,20,0.26,337,4.43,1957,25.75,49,0.64,1,0.06,58,3.41,1,0.14,4,0.57,3,0.43,-,-,6,0.86,4930,39.44
Osaka,60207,204.79,8407,43.56,2027,10.5,6085,31.53,27692,143.48,424,2.2,1089,5.64,57,0.3,1190,6.17,7417,38.43,255,1.32,14,0.27,244,4.78,3,0.19,10,0.63,1,0.06,-,-,10,0.63,11198,38.09
Hyogo,29711,150.06,5829,45.54,1368,10.69,2134,16.67,24105,188.32,298,2.33,953,7.45,42,0.33,741,5.79,4030,31.48,139,1.09,6,0.17,252,7.2,10,0.71,10,0.71,2,0.14,-,-,3,0.21,7083,35.77
Nara,8121,147.65,1621,47.68,275,8.09,733,21.56,5101,150.03,60,1.76,240,7.06,10,0.29,245,7.21,1190,35,27,0.79,3,0.3,115,11.5,8,1.33,3,0.5,1,0.17,1,0.17,1,0.17,2615,47.55
Wakayama,5313,108.43,1813,60.43,179,5.97,659,21.97,3448,114.93,45,1.5,62,2.07,6,0.2,188,6.27,1489,49.63,30,1,4,1,22,5.5,2,0.18,7,0.64,6,0.55,1,0.09,4,0.36,1935,39.49
Tottori,1852,63.86,403,21.21,157,8.26,937,49.32,3952,208,20,1.05,100,5.26,5,0.26,142,7.47,480,25.26,6,0.32,1,0.2,10,2,3,0.6,3,0.6,-,-,-,-,5,1,1306,45.03
Shimane,3315,87.24,788,34.26,152,6.61,165,7.17,3657,159,63,2.74,431,18.74,3,0.13,249,10.83,210,9.13,14,0.61,1,0.33,12,4,5,0.63,3,0.38,2,0.25,-,-,1,0.13,1019,26.82
