"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2026",,,,,,"Data collected as of July 15, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,486,0.13,976,0.43,901,0.4,4258,1.89,9669,4.29,867,0.38,20557,9.12,185,0.08,756,0.34,5161,2.29,104,0.05,2,0,379,0.55,11,0.02,25,0.05,127,0.26,2,0,8,0.02,7006,1.87
Hokkaido,5,0.03,11,0.11,67,0.68,262,2.67,293,2.99,31,0.32,104,1.06,4,0.04,21,0.21,28,0.29,5,0.05,-,-,4,0.14,-,-,-,-,4,0.17,-,-,3,0.13,23,0.14
Aomori,20,0.38,8,0.24,8,0.24,36,1.06,51,1.5,12,0.35,104,3.06,1,0.03,9,0.26,19,0.56,-,-,-,-,-,-,1,0.17,-,-,2,0.33,-,-,-,-,4,0.08
Iwate,4,0.1,5,0.19,7,0.26,56,2.07,142,5.26,9,0.33,48,1.78,1,0.04,17,0.63,13,0.48,1,0.04,-,-,2,0.14,-,-,-,-,3,0.16,-,-,-,-,16,0.38
Miyagi,5,0.09,4,0.13,15,0.48,51,1.65,86,2.77,26,0.84,142,4.58,-,-,10,0.32,32,1.03,-,-,-,-,7,0.58,-,-,-,-,1,0.1,-,-,-,-,19,0.35
Akita,1,0.04,1,0.08,2,0.15,8,0.62,26,2,2,0.15,32,2.46,5,0.38,7,0.54,13,1,-,-,-,-,1,0.14,-,-,-,-,-,-,-,-,-,-,10,0.4
Yamagata,5,0.13,6,0.23,13,0.5,74,2.85,65,2.5,18,0.69,105,4.04,-,-,11,0.42,45,1.73,1,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36,0.92
Fukushima,2,0.04,4,0.14,11,0.39,46,1.64,87,3.11,8,0.29,137,4.89,-,-,11,0.39,20,0.71,-,-,-,-,8,0.62,-,-,-,-,-,-,-,-,-,-,80,1.67
Ibaraki,11,0.16,4,0.11,8,0.21,147,3.87,158,4.16,20,0.53,199,5.24,2,0.05,14,0.37,67,1.76,-,-,-,-,18,1.06,-,-,-,-,2,0.15,-,-,-,-,83,1.22
