"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"28th week, 2026",,,,,,"Data collected as of July 15, 2026"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,194438,52.25,,,,
Hokkaido,5956,36.1,,,,
Aomori,1905,36.63,,,,
Iwate,2341,55.74,,,,
Miyagi,3203,58.24,,,,
Akita,799,31.96,,,,
Yamagata,2029,53.39,,,,
Fukushima,2699,56.23,,,,
Ibaraki,3760,55.29,,,,
Tochigi,2958,62.94,,,,
Gunma,3332,74.04,,,,
Saitama,13443,76.38,,,,
Chiba,10715,59.86,,,,
Tokyo,22168,53.03,,,,
Kanagawa,15418,64.24,,,,
Niigata,2356,45.31,,,,
Toyama,2508,53.36,,,,
Ishikawa,2218,47.19,,,,
Fukui,1087,27.87,,,,
Yamanashi,1228,35.09,,,,
Nagano,2582,51.64,,,,
Gifu,1761,39.13,,,,
Shizuoka,5150,47.69,,,,
Aichi,11170,68.53,,,,
Mie,2933,44.44,,,,
Shiga,1760,45.13,,,,
Kyoto,3124,50.39,,,,
Osaka,11079,38.87,,,,
Hyogo,8019,49.81,,,,
Nara,1641,39.07,,,,
Wakayama,1844,40.98,,,,
Tottori,1423,49.07,,,,
Shimane,1054,52.7,,,,
Okayama,2545,50.9,,,,
Hiroshima,4248,45.68,,,,
Yamaguchi,3743,61.36,,,,
Tokushima,1079,32.7,,,,
Kagawa,927,40.3,,,,
Ehime,2637,69.39,,,,
Kochi,1334,36.05,,,,
Fukuoka,6152,50.43,,,,
Saga,1374,57.25,,,,
Nagasaki,2895,56.76,,,,
Kumamoto,3498,50.7,,,,
Oita,3545,61.12,,,,
Miyazaki,1131,40.39,,,,
Kagoshima,3453,60.58,,,,
Okinawa,2214,50.32,,,,
