"Table 3. Provisional reported cumulative cases & cumulative cases per sentinel of sentinel reporting diseases by prefecture, Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28th week, 2026",,,,,,"Data collected as of July 15, 2026",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1023475,273.07,30807,13.59,21608,9.53,160498,70.8,363068,160.15,22878,10.09,76772,33.87,7575,3.34,16884,7.45,18738,8.27,2104,0.93,180,0.26,8009,11.67,251,0.52,455,0.95,3463,7.21,145,0.3,694,1.45,121236,32.35
Hokkaido,37558,227.62,1709,17.26,1087,10.98,13967,141.08,11298,114.12,1585,16.01,318,3.21,379,3.83,419,4.23,85,0.86,53,0.54,4,0.14,91,3.25,4,0.17,9,0.39,172,7.48,13,0.57,68,2.96,10251,62.13
Aomori,12207,239.35,290,8.79,229,6.94,1693,51.3,2734,82.85,271,8.21,302,9.15,30,0.91,207,6.27,33,1,14,0.42,1,0.11,7,0.78,6,1,1,0.17,125,20.83,-,-,4,0.67,2575,50.49
Iwate,11809,281.17,499,18.48,235,8.7,2712,100.44,4696,173.93,285,10.56,125,4.63,320,11.85,282,10.44,30,1.11,14,0.52,-,-,100,7.14,2,0.11,10,0.53,100,5.26,3,0.16,46,2.42,3636,86.57
Miyagi,17157,311.95,328,10.58,215,6.94,1923,62.03,3983,128.48,335,10.81,321,10.35,80,2.58,207,6.68,70,2.26,17,0.55,2,0.17,165,13.75,5,0.5,3,0.3,60,6,-,-,3,0.3,3122,56.76
Akita,4753,198.04,106,8.83,58,4.83,632,52.67,1756,146.33,168,14,64,5.33,87,7.25,72,6,35,2.92,14,1.17,6,1,50,8.33,1,0.13,-,-,68,8.5,-,-,2,0.25,1413,58.88
Yamagata,9675,254.61,674,26.96,353,14.12,3414,136.56,3735,149.4,520,20.8,266,10.64,95,3.8,252,10.08,87,3.48,14,0.56,-,-,100,14.29,6,0.6,4,0.4,45,4.5,-,-,1,0.1,2007,52.82
Fukushima,14366,299.29,457,16.32,191,6.82,1483,52.96,3648,130.29,394,14.07,293,10.46,31,1.11,235,8.39,53,1.89,25,0.89,2,0.15,201,15.46,3,0.43,5,0.71,48,6.86,4,0.57,5,0.71,2867,59.73
Ibaraki,19643,297.62,271,7.53,293,8.14,4365,121.25,6274,174.28,312,8.67,468,13,40,1.11,228,6.33,165,4.58,28,0.78,-,-,485,30.31,1,0.08,10,0.77,150,11.54,-,-,16,1.23,3058,46.33
Tochigi,13776,299.48,353,13.58,91,3.5,2353,90.5,3643,140.12,199,7.65,490,18.85,50,1.92,252,9.69,102,3.92,27,1.04,3,0.27,223,20.27,4,0.57,7,1,67,9.57,2,0.29,20,2.86,2547,55.37
Gunma,10588,240.64,308,12.83,250,10.42,1850,77.08,6589,274.54,300,12.5,589,24.54,61,2.54,322,13.42,216,9,42,1.75,-,-,95,10.56,-,-,2,0.22,167,18.56,4,0.44,27,3,1597,36.3
Saitama,61310,356.45,947,8.77,928,8.59,8531,78.99,20733,191.97,1574,14.57,4229,39.16,156,1.44,877,8.12,998,9.24,175,1.62,36,0.88,295,7.2,9,0.75,21,1.75,115,9.58,8,0.67,25,2.08,6631,38.55
Chiba,58431,324.62,683,6.32,500,4.63,8252,76.41,14769,136.75,1029,9.53,4836,44.78,185,1.71,633,5.86,762,7.06,136,1.26,2,0.06,339,10.27,9,1,11,1.22,34,3.78,10,1.11,15,1.67,5946,33.03
