"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2023",,,,,,"Data collected as of August 30, 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,6910,1.4,1992,0.64,2128,0.68,3546,1.13,8631,2.76,251,0.08,2945,0.94,37,0.01,911,0.29,3399,1.09,133,0.04,13,0.02,440,0.63,9,0.02,18,0.04,13,0.03,-,-,3,0.01,93792,19.07
Hokkaido,131,0.58,138,0.99,53,0.38,183,1.32,202,1.45,9,0.06,56,0.4,1,0.01,19,0.14,253,1.82,5,0.04,-,-,9,0.31,-,-,-,-,-,-,-,-,-,-,4275,19.08
Aomori,12,0.2,11,0.29,2,0.05,17,0.45,81,2.13,1,0.03,20,0.53,-,-,6,0.16,101,2.66,-,-,1,0.1,4,0.4,-,-,1,0.17,1,0.17,-,-,-,-,1878,31.3
Iwate,65,1.05,24,0.62,4,0.1,38,0.97,137,3.51,1,0.03,12,0.31,2,0.05,18,0.46,100,2.56,1,0.03,-,-,6,0.43,-,-,-,-,3,0.16,-,-,-,-,1966,31.71
Miyagi,111,1.22,36,0.65,12,0.22,26,0.47,102,1.85,-,-,64,1.16,1,0.02,24,0.44,69,1.25,3,0.05,-,-,3,0.25,1,0.1,-,-,-,-,-,-,-,-,2688,29.54
Akita,10,0.19,18,0.53,2,0.06,4,0.12,61,1.79,1,0.03,15,0.44,-,-,1,0.03,29,0.85,11,0.32,-,-,-,-,-,-,-,-,1,0.13,-,-,-,-,1390,26.73
Yamagata,5,0.12,50,1.79,3,0.11,17,0.61,40,1.43,5,0.18,32,1.14,-,-,12,0.43,170,6.07,-,-,-,-,1,0.13,-,-,-,-,-,-,-,-,-,-,883,20.53
Fukushima,27,0.33,102,2.08,11,0.22,46,0.94,80,1.63,3,0.06,87,1.78,-,-,19,0.39,182,3.71,3,0.06,1,0.08,4,0.31,1,0.14,-,-,1,0.14,-,-,-,-,2121,25.87
Ibaraki,157,1.31,51,0.68,49,0.65,139,1.85,150,2,7,0.09,123,1.64,1,0.01,30,0.4,60,0.8,2,0.03,-,-,26,1.53,-,-,-,-,3,0.23,-,-,-,-,3216,26.8
