"Table 2. Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"34th week, 2025",,,,,,"Data collected as of August 27, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Influenza(excld. avian influenza and pandemic influenza),,Respiratory syncytial virus infection,,Pharyngoconjunctival fever,,Group A streptococcal pharyngitis,,Infectious gastroenteritis,,Chickenpox,,"Hand, foot and mouth disease",,Erythema infection,,Exanthem subitum,,Herpangina,,Mumps,,Acute hemorrhagic conjunctivitis,,Epidemic keratoconjunctivitis,,Bacterial meningitis,,Aseptic meningitis,,Mycoplasma pneumonia,,Chlamydial pneumonia(excluding psittacosis),,Infectious gastroenteritis (only by Rotavirus),,COVID-19,
,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel,Current week,per sentinel
Total No.,1183,0.31,1790,0.77,749,0.32,3096,1.34,9469,4.08,604,0.26,1063,0.46,4809,2.07,778,0.34,2243,0.97,86,0.04,9,0.01,793,1.14,14,0.03,33,0.07,472,0.98,3,0.01,2,0,33275,8.73
Hokkaido,62,0.37,41,0.41,27,0.27,181,1.81,246,2.46,16,0.16,211,2.11,226,2.26,21,0.21,118,1.18,7,0.07,-,-,3,0.1,-,-,2,0.09,36,1.57,-,-,-,-,731,4.38
Aomori,28,0.54,2,0.06,10,0.29,17,0.5,66,1.94,5,0.15,14,0.41,12,0.35,10,0.29,22,0.65,-,-,-,-,2,0.2,-,-,2,0.33,8,1.33,-,-,-,-,388,7.46
Iwate,5,0.12,15,0.56,8,0.3,28,1.04,164,6.07,3,0.11,32,1.19,38,1.41,10,0.37,4,0.15,2,0.07,-,-,8,0.57,-,-,1,0.05,14,0.74,-,-,-,-,344,8.39
Miyagi,14,0.25,52,1.68,3,0.1,51,1.65,112,3.61,7,0.23,12,0.39,132,4.26,10,0.32,39,1.26,2,0.06,-,-,2,0.17,-,-,-,-,28,2.8,-,-,-,-,553,10.05
Akita,2,0.08,2,0.15,-,-,8,0.62,31,2.38,-,-,8,0.62,45,3.46,6,0.46,7,0.54,-,-,1,0.14,5,0.71,-,-,-,-,48,6,-,-,-,-,220,8.8
Yamagata,11,0.28,35,1.35,20,0.77,26,1,94,3.62,4,0.15,14,0.54,177,6.81,11,0.42,26,1,-,-,-,-,-,-,-,-,1,0.1,11,1.1,-,-,-,-,344,8.82
Fukushima,22,0.46,44,1.57,8,0.29,22,0.79,89,3.18,2,0.07,24,0.86,72,2.57,11,0.39,10,0.36,4,0.14,-,-,5,0.38,-,-,-,-,7,1,-,-,-,-,498,10.38
Ibaraki,5,0.07,32,0.84,21,0.55,90,2.37,142,3.74,12,0.32,12,0.32,82,2.16,9,0.24,44,1.16,-,-,-,-,80,4.71,-,-,1,0.08,15,1.15,-,-,-,-,819,12.04
Tochigi,11,0.24,38,1.46,1,0.04,65,2.5,72,2.77,6,0.23,4,0.15,53,2.04,9,0.35,17,0.65,-,-,-,-,5,0.42,-,-,-,-,17,2.43,-,-,-,-,439,9.54
Gunma,7,0.16,34,1.36,11,0.44,31,1.24,172,6.88,6,0.24,5,0.2,88,3.52,14,0.56,25,1,-,-,-,-,40,2.86,-,-,-,-,27,3,-,-,-,-,271,6.16
Saitama,47,0.28,89,0.86,51,0.5,214,2.08,436,4.23,72,0.7,48,0.47,90,0.87,32,0.31,119,1.16,5,0.05,1,0.02,57,1.33,-,-,2,0.17,11,0.92,-,-,1,0.08,1712,10.19
Chiba,51,0.28,95,0.83,26,0.23,193,1.69,392,3.44,18,0.16,89,0.78,104,0.91,32,0.28,117,1.03,1,0.01,1,0.03,81,2.38,-,-,-,-,4,0.44,-,-,-,-,1664,8.99
Tokyo,110,0.28,178,0.71,51,0.2,365,1.46,1089,4.36,76,0.3,119,0.48,84,0.34,99,0.4,378,1.51,13,0.05,-,-,47,1.24,1,0.04,2,0.08,9,0.36,1,0.04,-,-,1880,4.76
Kanagawa,71,0.31,148,1.09,25,0.18,194,1.43,544,4,47,0.35,60,0.44,123,0.9,43,0.32,145,1.07,6,0.04,-,-,89,1.75,6,0.5,1,0.08,8,0.67,-,-,-,-,1722,7.42
Niigata,16,0.3,30,1,10,0.33,52,1.73,97,3.23,6,0.2,7,0.23,76,2.53,9,0.3,54,1.8,2,0.07,-,-,13,1.3,-,-,1,0.08,9,0.69,-,-,-,-,658,12.19
Toyama,4,0.09,14,0.5,12,0.43,45,1.61,146,5.21,9,0.32,5,0.18,93,3.32,12,0.43,46,1.64,3,0.11,-,-,7,1,-,-,-,-,3,0.6,-,-,-,-,380,8.09
Ishikawa,19,0.4,22,0.79,10,0.36,35,1.25,170,6.07,11,0.39,4,0.14,74,2.64,13,0.46,50,1.79,-,-,-,-,13,1.86,-,-,-,-,3,0.6,-,-,-,-,465,9.89
Fukui,13,0.33,15,0.6,18,0.72,20,0.8,143,5.72,5,0.2,3,0.12,67,2.68,11,0.44,30,1.2,4,0.16,-,-,-,-,-,-,-,-,5,0.83,-,-,-,-,260,6.67
Yamanashi,6,0.17,10,0.48,5,0.24,9,0.43,57,2.71,2,0.1,2,0.1,26,1.24,4,0.19,4,0.19,2,0.1,-,-,9,1,-,-,-,-,-,-,1,0.1,-,-,387,11.06
Nagano,20,0.25,14,0.28,13,0.26,48,0.96,172,3.44,19,0.38,21,0.42,134,2.68,17,0.34,46,0.92,-,-,-,-,6,0.6,1,0.08,2,0.17,5,0.42,-,-,-,-,746,9.33
Gifu,4,0.09,25,0.93,10,0.37,28,1.04,162,6,4,0.15,12,0.44,90,3.33,9,0.33,23,0.85,1,0.04,-,-,4,0.36,-,-,-,-,5,1,-,-,-,-,549,12.2
Shizuoka,45,0.32,96,1.08,23,0.26,66,0.74,306,3.44,13,0.15,25,0.28,220,2.47,17,0.19,102,1.15,3,0.03,-,-,23,1.05,-,-,2,0.2,3,0.3,-,-,-,-,1159,8.34
Aichi,22,0.13,40,0.4,31,0.31,91,0.9,481,4.76,11,0.11,19,0.19,347,3.44,36,0.36,73,0.72,3,0.03,1,0.03,28,0.8,-,-,2,0.13,34,2.27,-,-,-,-,2045,12.55
Mie,14,0.2,51,1.19,19,0.44,47,1.09,189,4.4,4,0.09,10,0.23,118,2.74,13,0.3,44,1.02,-,-,2,0.17,1,0.08,-,-,1,0.11,9,1,-,-,-,-,624,9.04
Shiga,15,0.26,11,0.31,11,0.31,46,1.31,158,4.51,6,0.17,9,0.26,99,2.83,9,0.26,27,0.77,-,-,-,-,1,0.11,-,-,1,0.14,1,0.14,-,-,-,-,370,6.38
Kyoto,27,0.41,10,0.25,17,0.43,80,2,116,2.9,16,0.4,17,0.43,81,2.03,12,0.3,28,0.7,2,0.05,-,-,2,0.11,-,-,3,0.43,7,1,-,-,-,-,647,9.8
Osaka,89,0.31,158,0.85,67,0.36,171,0.92,649,3.51,54,0.29,39,0.21,350,1.89,33,0.18,170,0.92,3,0.02,1,0.02,34,0.65,2,0.11,-,-,5,0.28,-,-,1,0.06,1718,5.9
Hyogo,70,0.43,51,0.49,40,0.38,100,0.96,509,4.89,23,0.22,53,0.51,248,2.38,19,0.18,64,0.62,-,-,1,0.03,24,0.69,2,0.14,1,0.07,4,0.29,-,-,-,-,1211,7.43
Nara,6,0.14,16,0.67,15,0.63,20,0.83,129,5.38,5,0.21,13,0.54,73,3.04,7,0.29,14,0.58,3,0.13,-,-,8,0.8,-,-,-,-,9,1.5,-,-,-,-,357,8.5
Wakayama,7,0.16,9,0.33,4,0.15,18,0.67,64,2.37,4,0.15,6,0.22,105,3.89,8,0.3,24,0.89,1,0.04,-,-,1,0.25,-,-,-,-,3,0.27,-,-,-,-,393,8.73
Tottori,1,0.03,8,0.42,4,0.21,34,1.79,84,4.42,3,0.16,1,0.05,19,1,5,0.26,14,0.74,-,-,-,-,6,1.2,-,-,-,-,9,1.8,-,-,-,-,232,8
Shimane,4,0.2,6,0.55,9,0.82,8,0.73,71,6.45,1,0.09,7,0.64,34,3.09,7,0.64,3,0.27,-,-,-,-,1,0.33,-,-,-,-,2,0.25,-,-,-,-,195,9.75
Okayama,10,0.2,11,0.39,3,0.11,25,0.89,109,3.89,7,0.25,14,0.5,42,1.5,15,0.54,23,0.82,-,-,-,-,1,0.08,-,-,1,0.2,2,0.4,-,-,-,-,478,9.56
Hiroshima,11,0.12,28,0.48,8,0.14,59,1.02,249,4.29,10,0.17,12,0.21,150,2.59,15,0.26,36,0.62,2,0.03,-,-,23,1.21,-,-,3,0.15,12,0.6,1,0.05,-,-,765,8.05
Yamaguchi,10,0.16,41,1.03,8,0.2,80,2,117,2.93,6,0.15,7,0.18,55,1.38,14,0.35,21,0.53,-,-,-,-,18,2,-,-,-,-,13,1.44,-,-,-,-,706,11.21
Tokushima,11,0.32,16,0.76,6,0.29,4,0.19,65,3.1,3,0.14,19,0.9,11,0.52,3,0.14,40,1.9,-,-,-,-,-,-,-,-,-,-,7,1,-,-,-,-,453,13.32
Kagawa,5,0.13,15,0.58,3,0.12,15,0.58,146,5.62,3,0.12,10,0.38,42,1.62,12,0.46,34,1.31,3,0.12,-,-,2,0.4,-,-,-,-,1,0.2,-,-,-,-,311,7.78
Ehime,9,0.24,17,0.85,9,0.45,78,3.9,86,4.3,-,-,3,0.15,46,2.3,7,0.35,31,1.55,-,-,1,0.13,27,3.38,-,-,-,-,7,1.17,-,-,-,-,387,10.46
Kochi,56,1.47,22,1.1,7,0.35,15,0.75,48,2.4,4,0.2,14,0.7,20,1,5,0.25,32,1.6,1,0.05,-,-,-,-,-,-,1,0.13,7,0.88,-,-,-,-,437,11.5
Fukuoka,50,0.41,110,1.57,41,0.59,150,2.14,376,5.37,21,0.3,20,0.29,265,3.79,38,0.54,18,0.26,6,0.09,-,-,23,0.88,1,0.07,-,-,13,0.87,-,-,-,-,1112,9.11
Saga,3,0.13,13,1.08,5,0.42,40,3.33,41,3.42,2,0.17,-,-,55,4.58,14,1.17,6,0.5,2,0.17,-,-,3,0.75,-,-,-,-,1,0.17,-,-,-,-,337,14.04
Nagasaki,23,0.45,22,0.71,14,0.45,44,1.42,66,2.13,15,0.48,3,0.1,91,2.94,12,0.39,8,0.26,-,-,-,-,27,3.38,1,0.08,1,0.08,7,0.58,-,-,-,-,754,14.78
Kumamoto,15,0.21,14,0.3,6,0.13,42,0.89,222,4.72,21,0.45,11,0.23,99,2.11,35,0.74,24,0.51,-,-,-,-,13,1.44,-,-,1,0.07,23,1.53,-,-,-,-,906,12.76
Oita,9,0.16,36,1,15,0.42,57,1.58,260,7.22,20,0.56,6,0.17,211,5.86,15,0.42,24,0.67,1,0.03,-,-,2,0.4,-,-,-,-,2,0.18,-,-,-,-,732,12.62
Miyazaki,2,0.07,10,0.67,9,0.6,31,2.07,87,5.8,6,0.4,3,0.2,33,2.2,11,0.73,15,1,1,0.07,-,-,10,1.67,-,-,-,-,4,0.57,-,-,-,-,589,21.04
Kagoshima,17,0.3,24,0.77,18,0.58,32,1.03,126,4.06,5,0.16,19,0.61,70,2.26,14,0.45,39,1.26,-,-,-,-,6,0.86,-,-,1,0.08,14,1.17,-,-,-,-,958,16.81
Okinawa,124,2.76,20,0.8,17,0.68,21,0.84,119,4.76,11,0.44,17,0.68,39,1.56,10,0.4,5,0.2,3,0.12,-,-,33,3.67,-,-,-,-,-,-,-,-,-,-,369,8.2
