Table 1. Provisional cases of notifiable diseases by prefecture in Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"42nd week, 2025",,"Data collected as of October 22, 2025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefecture,Ebola hemorrhagic fever,,Crimean-Congo hemorrhagic fever,,Smallpox,,South American hemorrhagic fever,,Plague,,Marburg disease,,Lassa fever,,Acute poliomyelitis,,Tuberculosis,,Diphtheria,,Severe Acute Respiratory Syndrome(SARS),,Middle East Respiratory Syndrome Coronavirus,,Avian influenza H5N1,,Avian influenza H7N9,,Cholera,,Shigellosis,,Enterohemorrhagic Escherichia coli infection,,Typhoid fever,,Paratyphoid fever,,Hepatitis E,,West Nile fever,,Hepatitis A,,Echinococcosis,,Mpox,,Yellow fever,,Psittacosis,,Omsk hemorrhagic fever,,Relapsing fever,,Kyasanur forest disease,,Q fever,,Rabies,,Coccidioidomycosis,,Zika virus infection,,Severe Fever with Thrombocytopenia Syndrome(SFTS),,Hemorrhagic fever with renal syndrome,,Western equine encephalitis,,Tick-borne encephalitis,,Anthrax,,Chikungunya fever,,Scrub typhus(Tsutsugamushi disease),,Dengue fever,,Eastern equine encephalitis,,Avian influenza (exclud. Avian influenza both H5N1 and H7N9),,Nipah virus infection,,Japanese spotted fever,,Japanese encephalitis,,Hantavirus pulmonary syndrome,,Herpes B virus infection,,Glanders,,Brucellosis,,Venezuelan equine encephalitis,,Hendra virus infection,,Epidemic typhus,,Botulism,,Malaria,,Tularemia,,Lyme disease,,Lyssavirus infection(excluding rabies),,Rift valley fever,,Melioidosis,,Legionellosis,,Leptospirosis,,Rocky mountain spotted fever,,Amebiasis,,Viral hepatitis(excluding hepatitis A and E),,Carbapenem-resistant Enterobacterales infection,,Acute Flaccid Paralysis (excluding Acute poliomyelitis),,Acute encephalitis(excluding JE and WNE),,Cryptosporidiosis,,Creutzfeldt-Jakob disease,,Severe invasive streptococcal infections(TSLS),,Acquired immunodeficiency syndrome (AIDS),,Giardiasis,,Invasive haemophilus influenzae infection,,Invasive meningococcal infection,,Invasive streptococcal pneumoniae infection,,Varicella (limited to hospiltalized case),,Congenital rubella syndrome,,Syphilis,,Disseminated cryptococcal infection,,Tetanus,,Vancomycin-resistant S. aureus infection,,Vancomycin-resistant Enterococcus infection,,Pertussis,,Rubella,,Measles,,Multiple drug-resistant Acinetobacter infection,
,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025,Current week,Cum 2025
Total No.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,11376,0,0,0,0,0,0,0,0,0,0,0,3,2,46,94,3443,1,27,0,8,7,471,0,0,1,111,2,26,0,6,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,6,0,0,4,174,0,0,0,0,0,2,0,0,0,19,1,109,4,139,0,0,0,0,0,0,23,560,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19,0,0,0,16,0,0,0,0,0,1,70,1971,2,43,0,0,7,365,3,194,9,1003,0,25,4,426,0,21,1,148,20,1138,12,684,0,31,5,550,0,68,25,2762,8,540,0,0,157,11242,4,138,2,79,0,0,2,68,773,82795,0,10,0,231,1,9
Hokkaido,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,423,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,155,0,0,0,0,1,51,0,0,0,3,2,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,47,0,1,0,0,0,13,0,8,0,51,0,2,0,22,0,7,0,6,1,49,2,24,0,0,0,19,0,1,0,73,0,14,0,0,8,456,0,4,1,4,0,0,0,2,31,2456,0,0,0,1,0,0
Aomori,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,1,0,0,2,9,0,0,0,1,0,0,0,4,0,5,0,1,0,0,0,3,0,0,0,14,0,0,0,0,0,19,0,0,0,1,0,0,0,0,3,732,0,0,0,0,0,0
Iwate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,91,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,4,0,7,0,0,0,2,0,0,0,1,0,7,0,1,0,0,0,0,0,0,0,16,0,4,0,0,0,32,0,0,0,1,0,0,0,0,9,1425,0,0,0,0,0,0
Miyagi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,156,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,97,0,1,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30,0,0,0,0,0,5,1,5,0,17,0,1,0,11,0,0,0,3,0,18,0,4,0,0,0,8,0,3,0,30,0,10,0,0,3,170,0,2,0,3,0,0,0,1,24,2441,0,0,0,2,0,0
Akita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,1,0,0,0,9,0,0,0,3,0,0,0,4,0,7,0,1,0,0,0,4,0,0,0,17,0,14,0,0,2,21,0,1,0,0,0,0,0,0,0,1050,0,1,0,0,0,0
Yamagata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,3,0,6,0,0,0,1,0,5,0,0,0,23,0,7,0,0,0,37,0,0,0,0,0,0,0,0,13,972,0,0,0,0,0,0
Fukushima,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,4,0,0,0,17,0,0,0,1,0,0,0,6,0,28,0,3,0,0,0,7,0,1,0,33,0,5,0,0,3,109,0,4,0,1,0,0,0,0,17,1133,0,0,0,0,0,0
Ibaraki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,73,0,2,0,1,1,20,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,71,0,0,0,0,0,6,1,4,0,14,0,0,0,13,0,1,0,0,0,15,0,16,0,0,0,12,0,1,1,72,1,18,0,0,2,248,0,4,0,3,0,0,0,0,32,3010,0,0,0,22,0,0
