"Provisional reported cases & cases per sentinel of sentinel reporting diseases by prefecture,  Japan",,,,,,
"42nd week, 2025",,,,,,"Data collected as of October 22, 2025"
,,,,,,
Prefecture,Acute respiratory infection,,,,,
,Current week,per sentinel,,,,
Total No.,201882,52.48,,,,
Hokkaido,10188,61.01,,,,
Aomori,2726,52.42,,,,
Iwate,3514,83.67,,,,
Miyagi,3974,72.25,,,,
Akita,1255,50.2,,,,
Yamagata,2677,70.45,,,,
Fukushima,3440,71.67,,,,
Ibaraki,4186,61.56,,,,
Tochigi,3542,75.36,,,,
Gunma,3887,86.38,,,,
Saitama,13870,79.26,,,,
Chiba,11276,61.28,,,,
Tokyo,21867,52.31,,,,
Kanagawa,15016,62.83,,,,
Niigata,2821,54.25,,,,
Toyama,2672,55.67,,,,
Ishikawa,2447,52.06,,,,
Fukui,1165,29.87,,,,
Yamanashi,1097,31.34,,,,
Nagano,4315,53.27,,,,
Gifu,1580,35.11,,,,
Shizuoka,6416,46.16,,,,
Aichi,9343,57.32,,,,
Mie,2610,37.29,,,,
Shiga,2358,40.66,,,,
Kyoto,2933,46.56,,,,
Osaka,9872,33.81,,,,
Hyogo,7278,44.38,,,,
Nara,1458,34.71,,,,
Wakayama,1725,38.33,,,,
Tottori,1393,48.03,,,,
Shimane,1029,51.45,,,,
Okayama,2497,49.94,,,,
Hiroshima,4081,43.41,,,,
Yamaguchi,3294,52.29,,,,
Tokushima,1195,35.15,,,,
Kagawa,1765,44.13,,,,
Ehime,2267,61.27,,,,
Kochi,1339,35.24,,,,
Fukuoka,5295,43.4,,,,
Saga,980,40.83,,,,
Nagasaki,2752,55.04,,,,
Kumamoto,3206,44.53,,,,
Oita,3225,55.6,,,,
Miyazaki,1195,42.68,,,,
Kagoshima,2786,48.88,,,,
Okinawa,2075,46.11,,,,
